ShipmentID,OrderID,OrderDate,ShippedDate,DeliveryDate,ReturnDate,EstimatedDelivery,Carrier,TrackingNumber
10699,705200,2023-05-31,2023-06-01,2023-06-12,,2023-06-11,FedEx,PwP456468816
32409,478094,2022-08-15,2022-08-17,2022-08-23,,2022-08-27,DHL,UkY846827225
17957,441052,2022-05-16,2022-05-17,2022-05-21,,2022-05-23,USPS,RXB477952239
20021,547493,2022-04-30,2022-05-01,2022-05-14,,2022-05-08,UPS,ZAj493037082
39523,634226,2023-04-08,2023-04-10,2023-04-22,,2023-04-15,Royal Mail,NuS943949776
5062,876221,2022-06-08,2022-06-11,2022-06-20,,2022-06-13,FedEx,LAu027734283
19374,570602,2022-10-24,2022-10-26,2022-11-01,,2022-11-02,FedEx,KKp781066706
41405,553097,2021-12-14,2021-12-17,2021-12-27,,2021-12-27,UPS,zgZ227451172
27202,74336,2023-02-14,2023-02-17,2023-02-21,,2023-02-21,DHL,yDF652408053
33463,429296,2022-03-19,2022-03-20,2022-04-01,,2022-03-22,Royal Mail,Zeb955993988
54065,95713,2022-10-10,2022-10-12,2022-10-22,,2022-10-17,DHL,pRz339850414
84563,346022,2022-04-13,2022-04-15,2022-04-24,,2022-04-18,UPS,mDc022113836
49334,930578,2022-06-04,2022-06-07,2022-06-18,,2022-06-16,UPS,lvS122429455
20259,920855,2022-09-08,2022-09-11,2022-09-14,,2022-09-16,UPS,igh212387677
2115,166790,2022-05-24,2022-05-25,2022-06-05,,2022-05-27,UPS,azg400315798
27309,417120,2023-09-18,2023-09-19,2023-09-27,,2023-09-21,Royal Mail,Eiw340328382
73038,194227,2022-08-15,2022-08-17,2022-08-26,,2022-08-21,Royal Mail,zCP224288260
22760,684001,2022-05-18,2022-05-21,2022-06-01,,2022-05-30,FedEx,xbO225613327
28429,83881,2022-12-26,2022-12-27,2023-01-03,,2023-01-07,UPS,luD581190798
31549,62120,2023-01-04,2023-01-07,2023-01-06,,2023-01-14,FedEx,WAZ633027271
39022,164635,2022-01-05,2022-01-08,2022-01-09,,2022-01-12,USPS,zXY341406465
86377,58877,2022-09-09,2022-09-10,2022-09-16,,2022-09-15,UPS,Xfu108936765
82900,807245,2023-08-14,2023-08-17,2023-08-27,,2023-08-28,USPS,BhD717439212
24892,625344,2022-05-27,2022-05-29,2022-06-09,,2022-06-05,FedEx,yLk582306755
62876,382323,2023-09-05,2023-09-07,2023-09-07,,2023-09-10,FedEx,eVr954619877
6910,464166,2022-03-15,2022-03-16,2022-03-20,,2022-03-29,Royal Mail,aEz083529196
28464,350959,2022-09-18,2022-09-21,2022-09-27,,2022-09-23,FedEx,Bww882217547
26024,653884,2023-08-16,2023-08-19,2023-08-22,,2023-08-24,USPS,TaJ391269804
34723,740693,2022-06-20,2022-06-21,2022-06-23,,2022-06-29,UPS,LgB193655254
59757,349521,2023-02-19,2023-02-22,2023-02-26,,2023-02-23,Royal Mail,bcP886103163
80791,868229,2023-04-24,2023-04-27,2023-05-07,,2023-05-09,DHL,Pyc656144262
56242,888771,2022-06-08,2022-06-10,2022-06-17,,2022-06-18,USPS,Ldp331194970
44911,494577,2022-05-13,2022-05-15,2022-05-25,,2022-05-24,FedEx,xAA423469345
35158,628151,2023-06-21,2023-06-23,2023-07-05,,2023-06-29,USPS,iKw383132422
71280,149269,2023-01-19,2023-01-20,2023-01-22,,2023-01-26,UPS,LTC499686210
44861,794492,2023-08-21,2023-08-24,2023-08-26,,2023-08-26,UPS,zau316262914
95771,517004,2022-04-21,2022-04-22,2022-04-28,,2022-04-28,UPS,wnO020663843
56237,587374,2022-06-15,2022-06-17,2022-06-18,,2022-06-29,Royal Mail,eHs474690500
11719,623582,2023-07-22,2023-07-25,2023-07-29,,2023-08-03,UPS,BuV461371124
93314,897008,2022-08-11,2022-08-12,2022-08-15,,2022-08-21,Royal Mail,MeM375584073
42234,94860,2023-04-19,2023-04-22,2023-05-03,,2023-05-01,UPS,aTT552557951
7562,964945,2022-07-02,2022-07-04,2022-07-09,,2022-07-13,UPS,UDE091503365
39290,444920,2022-05-28,2022-05-30,2022-06-11,,2022-06-09,FedEx,YMn191853033
58525,17891,2023-09-15,2023-09-16,2023-09-17,,2023-09-26,USPS,vYM352405389
8396,887906,2022-03-12,2022-03-13,2022-03-16,,2022-03-17,Royal Mail,eqY070176907
68796,555842,2022-07-20,2022-07-23,2022-07-30,,2022-08-01,DHL,pOL484647197
57066,825512,2021-11-21,2021-11-22,2021-11-26,,2021-11-26,USPS,FeE669555317
37854,665236,2022-01-01,2022-01-02,2022-01-08,,2022-01-12,USPS,eju469883292
47483,787019,2023-10-11,2023-10-14,2023-10-14,,2023-10-22,Royal Mail,mro662945652
83120,637398,2022-05-20,2022-05-22,2022-05-24,,2022-06-03,UPS,YxG099061605
62017,840761,2023-04-06,2023-04-07,2023-04-09,,2023-04-11,Royal Mail,SDv189157190
25878,111312,2022-03-16,2022-03-18,2022-03-19,,2022-03-19,DHL,MuE166492966
2663,171263,2023-09-01,2023-09-03,2023-09-14,,2023-09-10,USPS,TLd230233096
15730,376447,2023-01-23,2023-01-26,2023-02-04,,2023-02-08,FedEx,FFc849160868
40224,197153,2023-04-12,2023-04-14,2023-04-15,,2023-04-25,FedEx,tRC405067425
89614,109745,2022-03-11,2022-03-13,2022-03-21,,2022-03-17,UPS,wjJ671944865
877,159451,2023-08-10,2023-08-11,2023-08-13,,2023-08-21,DHL,aAW282803095
91584,400606,2022-10-05,2022-10-06,2022-10-19,,2022-10-09,USPS,XkL592614176
66626,602869,2023-06-02,2023-06-05,2023-06-04,,2023-06-07,FedEx,Qrp235059338
73,319049,2023-09-05,2023-09-07,2023-09-15,,2023-09-09,FedEx,nND560921542
3224,43507,2022-01-08,2022-01-09,2022-01-18,,2022-01-17,UPS,hAY937716860
34926,625666,2023-08-19,2023-08-21,2023-08-21,,2023-08-27,Royal Mail,eUT987473905
45871,891137,2023-10-14,2023-10-15,2023-10-28,,2023-10-25,UPS,zMH520020159
47318,638653,2022-09-26,2022-09-28,2022-10-06,,2022-10-01,Royal Mail,Uzo388168904
8322,197404,2023-04-11,2023-04-12,2023-04-22,,2023-04-16,USPS,KYL816323014
13351,686084,2021-11-30,2021-12-03,2021-12-02,,2021-12-10,UPS,xzr137033752
15709,12870,2021-12-02,2021-12-04,2021-12-05,,2021-12-13,USPS,TsL496670877
45540,457729,2022-03-28,2022-03-30,2022-04-05,,2022-04-03,USPS,cEz546177268
45122,823185,2023-08-27,2023-08-28,2023-09-01,,2023-09-10,DHL,OzR581066169
75077,810428,2022-11-01,2022-11-02,2022-11-06,,2022-11-08,USPS,RIR147158498
86991,176586,2021-12-28,2021-12-30,2022-01-05,,2021-12-31,USPS,YtX443014902
68764,651624,2022-07-22,2022-07-23,2022-07-28,,2022-08-06,DHL,jcA145223624
70032,324728,2023-01-24,2023-01-26,2023-02-01,,2023-02-01,UPS,QKJ591745400
92496,604947,2022-05-03,2022-05-05,2022-05-15,,2022-05-06,UPS,OpJ540381076
89240,946934,2022-08-26,2022-08-29,2022-09-06,,2022-09-09,USPS,oqn940602370
78640,151887,2022-12-25,2022-12-27,2023-01-01,,2023-01-09,USPS,SHW611655649
32466,928182,2022-02-15,2022-02-17,2022-02-24,,2022-02-21,UPS,EJw519036067
16520,157882,2023-05-02,2023-05-03,2023-05-12,,2023-05-09,FedEx,gHA756444646
1959,161257,2022-03-21,2022-03-24,2022-03-24,,2022-03-31,DHL,MEi118094591
75868,643173,2023-04-08,2023-04-10,2023-04-16,,2023-04-14,FedEx,oJL330681856
15426,495960,2022-01-21,2022-01-22,2022-01-29,,2022-01-29,DHL,HuJ448293180
24532,748520,2022-06-27,2022-06-29,2022-07-07,,2022-07-13,Royal Mail,Ujo251444827
78765,300079,2022-12-24,2022-12-25,2022-12-31,,2022-12-26,Royal Mail,RWG572425225
46498,478146,2022-01-08,2022-01-11,2022-01-18,,2022-01-13,Royal Mail,MYp315007938
68444,345162,2023-10-15,2023-10-17,2023-10-26,,2023-10-26,UPS,QUV363537296
91214,732290,2023-06-24,2023-06-27,2023-07-03,,2023-07-05,FedEx,lJV607104041
89668,130021,2022-02-27,2022-03-01,2022-03-03,,2022-03-12,Royal Mail,zXd989824669
70020,841833,2022-06-24,2022-06-25,2022-06-29,,2022-06-26,Royal Mail,CPB759736554
84853,408832,2022-12-22,2022-12-25,2022-12-28,,2022-12-28,UPS,YxD241514321
19266,633290,2022-09-21,2022-09-23,2022-09-29,,2022-09-24,Royal Mail,XVZ532150086
70975,218905,2022-09-06,2022-09-07,2022-09-11,,2022-09-16,USPS,ZZS138086848
61188,212659,2022-06-22,2022-06-24,2022-07-02,,2022-07-07,FedEx,Vbj119307140
29490,569742,2023-10-24,2023-10-27,2023-11-01,,2023-11-08,Royal Mail,LcR278800770
94718,832366,2023-06-22,2023-06-25,2023-07-05,,2023-07-08,Royal Mail,GgW632988367
28701,108103,2023-04-12,2023-04-15,2023-04-25,,2023-04-24,USPS,civ249443920
49613,312387,2022-09-03,2022-09-04,2022-09-09,,2022-09-12,USPS,wDz406680490
43370,783208,2022-06-23,2022-06-26,2022-07-04,,2022-07-05,Royal Mail,NAX732892281
11732,438529,2022-07-06,2022-07-07,2022-07-17,,2022-07-15,USPS,Kyo941929334
67202,216423,2022-01-27,2022-01-28,2022-02-03,,2022-02-03,FedEx,RxW963260504
78084,489369,2022-07-03,2022-07-06,2022-07-16,,2022-07-12,Royal Mail,vkr921119522
67899,937454,2022-11-01,2022-11-03,2022-11-05,,2022-11-08,USPS,KzM882495081
6173,132905,2022-01-13,2022-01-16,2022-01-27,,2022-01-27,USPS,rNu886088820
95290,569927,2023-08-28,2023-08-30,2023-09-05,,2023-09-12,Royal Mail,SGj809699534
41233,688919,2022-07-16,2022-07-19,2022-07-18,,2022-07-22,DHL,yUU025847409
8224,389887,2023-08-20,2023-08-23,2023-08-30,,2023-08-31,Royal Mail,sfv302223596
28557,383620,2023-02-20,2023-02-23,2023-02-26,,2023-03-09,DHL,Cll539401695
37638,708913,2022-06-16,2022-06-17,2022-06-25,,2022-06-25,DHL,Yhr076779406
94867,654751,2022-03-14,2022-03-17,2022-03-28,,2022-03-26,USPS,juh514423094
90200,585494,2023-01-02,2023-01-05,2023-01-08,,2023-01-19,FedEx,ODp066273847
36188,8547,2021-12-22,2021-12-23,2021-12-27,,2022-01-03,FedEx,DdD810880782
83670,948076,2022-12-15,2022-12-16,2022-12-25,,2022-12-24,DHL,Juv853230067
25840,247547,2022-09-04,2022-09-07,2022-09-09,,2022-09-16,Royal Mail,TKU374144493
42082,452497,2023-01-15,2023-01-18,2023-01-22,,2023-01-22,Royal Mail,nkU665065466
32908,80419,2022-04-11,2022-04-14,2022-04-21,,2022-04-27,USPS,PNv857041335
38967,922169,2022-01-26,2022-01-27,2022-02-03,,2022-01-30,DHL,ZBI098923541
56664,591313,2022-07-10,2022-07-11,2022-07-12,,2022-07-20,FedEx,yBa576212137
78715,332978,2022-01-14,2022-01-17,2022-01-27,,2022-01-26,UPS,Nnc771199425
42541,603791,2023-08-10,2023-08-13,2023-08-14,,2023-08-15,DHL,bor358375830
47219,320122,2023-09-10,2023-09-12,2023-09-12,,2023-09-20,Royal Mail,Bml062873332
55934,358649,2023-11-28,2023-11-29,,,2023-12-13,USPS,Mcn447911198
6867,681982,2022-10-15,2022-10-16,2022-10-18,,2022-10-17,DHL,DxY379004923
35409,806153,2023-06-10,2023-06-11,2023-06-13,,2023-06-18,USPS,nTC051636999
85398,805511,2022-07-21,2022-07-24,2022-07-26,,2022-08-01,UPS,Xxn703926620
70324,674194,2022-03-06,2022-03-07,2022-03-15,,2022-03-09,DHL,uWL575240273
7250,646089,2022-01-31,2022-02-01,2022-02-14,,2022-02-08,FedEx,dpQ123698488
25933,52655,2022-11-07,2022-11-08,2022-11-15,,2022-11-18,UPS,HVG400820170
51586,132059,2023-10-12,2023-10-15,2023-10-22,,2023-10-19,DHL,QSx139189511
28886,942688,2023-06-19,2023-06-20,2023-07-02,,2023-07-03,USPS,GWm773183041
90474,19142,2022-11-25,2022-11-27,2022-12-01,,2022-12-02,FedEx,BJB721149821
27492,558682,2022-08-17,2022-08-19,2022-08-22,,2022-08-21,Royal Mail,pyD107608307
24085,324120,2022-06-16,2022-06-18,2022-06-19,,2022-06-20,UPS,YLL586933721
52802,359610,2022-05-16,2022-05-18,2022-05-27,,2022-06-01,USPS,bZs084350409
79935,800564,2022-08-26,2022-08-27,2022-09-01,,2022-08-29,Royal Mail,lSC250451871
64253,46625,2022-05-16,2022-05-17,2022-05-21,,2022-05-23,USPS,pmq730176543
82710,87228,2022-05-27,2022-05-30,2022-06-03,,2022-06-08,Royal Mail,cCX298905184
3678,281263,2023-03-28,2023-03-29,2023-04-11,,2023-04-03,USPS,DPo946034671
79495,311758,2023-01-21,2023-01-24,2023-01-28,,2023-01-27,FedEx,ozk479400863
1309,299379,2022-06-22,2022-06-23,2022-06-26,,2022-06-27,Royal Mail,tSw116835027
22215,140506,2022-03-13,2022-03-15,2022-03-19,,2022-03-22,UPS,FZP663914820
76658,527513,2022-01-10,2022-01-13,2022-01-17,,2022-01-25,DHL,MVT674017220
72588,101258,2022-04-13,2022-04-16,2022-04-19,,2022-04-30,DHL,XpU962577781
37705,169283,2023-07-13,2023-07-15,2023-07-16,,2023-07-24,UPS,Alt256111748
12495,739997,2022-06-05,2022-06-07,2022-06-07,,2022-06-11,UPS,uin192553880
23074,268436,2023-02-23,2023-02-24,2023-02-25,,2023-02-26,DHL,vkC355228559
71974,653942,2022-11-12,2022-11-14,2022-11-19,,2022-11-23,DHL,bXC350415725
22966,285899,2022-06-12,2022-06-14,2022-06-23,,2022-06-18,USPS,BXf901715126
62409,710730,2022-06-29,2022-07-01,2022-07-10,,2022-07-05,Royal Mail,Wvd927796382
63404,509750,2022-06-19,2022-06-20,2022-06-28,,2022-07-01,DHL,Eom582987078
41552,820203,2023-06-02,2023-06-05,2023-06-06,,2023-06-10,FedEx,pUj646191954
71412,777031,2022-01-22,2022-01-23,2022-01-26,,2022-01-31,UPS,YXk344391893
92374,611868,2022-02-12,2022-02-14,2022-02-19,,2022-02-19,USPS,oBH735168976
57333,650705,2021-12-13,2021-12-16,2021-12-25,,2021-12-23,FedEx,ttw919340085
35105,334357,2022-09-07,2022-09-08,2022-09-15,,2022-09-09,DHL,Rkx938922907
39089,690664,2023-06-29,2023-07-02,2023-07-02,,2023-07-08,USPS,cEz559472693
22877,491682,2022-03-22,2022-03-24,2022-03-29,,2022-04-06,Royal Mail,WHi828067563
16140,311971,2023-03-19,2023-03-21,2023-03-22,,2023-03-22,USPS,eSE062503357
53416,543422,2022-01-02,2022-01-04,2022-01-05,,2022-01-06,DHL,cqX198348374
19908,556292,2023-02-12,2023-02-15,2023-02-26,,2023-02-28,DHL,RfM762522784
93370,484142,2023-01-02,2023-01-04,2023-01-07,,2023-01-13,Royal Mail,mse697637368
31222,70147,2022-05-16,2022-05-19,2022-05-22,,2022-05-26,UPS,dvA595223833
69860,878830,2023-09-26,2023-09-28,2023-09-30,,2023-09-29,Royal Mail,MMB038799383
26880,591207,2023-05-18,2023-05-21,2023-05-25,,2023-05-25,DHL,Vko449557174
16570,943041,2022-07-16,2022-07-19,2022-07-22,,2022-07-22,DHL,qhm606019862
82652,233325,2022-11-11,2022-11-14,2022-11-17,,2022-11-26,DHL,WyQ835342414
94967,130562,2023-07-26,2023-07-29,2023-08-07,,2023-07-31,Royal Mail,Bsc676224891
45288,969978,2021-11-22,2021-11-23,2021-11-24,,2021-12-01,FedEx,Nds160376565
59511,896744,2022-01-10,2022-01-13,2022-01-21,,2022-01-23,USPS,hnO316726941
1375,484917,2022-07-14,2022-07-15,2022-07-23,,2022-07-27,Royal Mail,tgO629992056
61718,198740,2022-05-06,2022-05-07,2022-05-17,,2022-05-13,FedEx,rtl359732724
54227,34287,2023-08-14,2023-08-16,2023-08-22,,2023-08-26,USPS,qyc936119494
55795,193644,2023-06-23,2023-06-26,2023-06-29,,2023-07-02,USPS,oRE925463723
94543,985124,2023-09-16,2023-09-19,2023-09-19,,2023-10-03,USPS,xBh391718489
41244,361116,2022-02-25,2022-02-26,2022-03-06,,2022-03-07,Royal Mail,bKD413742798
83204,822771,2023-10-31,2023-11-01,2023-11-07,,2023-11-06,Royal Mail,Cye336337427
96198,62516,2022-07-23,2022-07-26,2022-07-29,,2022-07-30,Royal Mail,fBk457549953
98420,308881,2023-04-20,2023-04-23,2023-04-27,,2023-04-28,FedEx,Zkp212530494
26319,394169,2023-04-19,2023-04-20,2023-04-21,,2023-04-28,USPS,SnL240349812
77519,41807,2022-01-02,2022-01-05,2022-01-10,,2022-01-16,Royal Mail,qWm990032540
51882,323406,2022-08-09,2022-08-10,2022-08-18,,2022-08-16,DHL,nIC655744661
68516,497217,2022-02-03,2022-02-04,2022-02-14,,2022-02-18,UPS,opd718339092
80712,187514,2022-12-20,2022-12-21,2022-12-30,,2023-01-03,DHL,guZ065576197
71471,484146,2022-10-21,2022-10-23,2022-10-26,,2022-10-24,Royal Mail,wZS330272008
59281,946421,2022-01-02,2022-01-03,2022-01-09,,2022-01-07,USPS,eYe168339770
85624,346437,2023-09-22,2023-09-24,2023-09-27,,2023-10-01,Royal Mail,viz916548542
48885,135237,2022-11-21,2022-11-24,2022-12-05,,2022-11-28,DHL,Juq671923514
32828,467672,2022-03-29,2022-03-31,2022-04-03,,2022-04-08,Royal Mail,yVH381423432
94341,837538,2023-01-06,2023-01-08,2023-01-20,,2023-01-11,DHL,ieH663517282
71451,690469,2022-03-19,2022-03-21,2022-03-25,,2022-04-01,USPS,FMA548426045
63378,531747,2022-12-13,2022-12-16,2022-12-22,,2022-12-23,UPS,PNr040865711
17564,265991,2022-06-24,2022-06-27,2022-07-06,,2022-06-30,UPS,lEd641981565
54477,137820,2023-01-01,2023-01-03,2023-01-12,,2023-01-10,UPS,hpM678441001
59552,740236,2023-03-20,2023-03-22,2023-03-23,,2023-04-01,USPS,LFS154985473
54171,602855,2022-01-27,2022-01-28,2022-02-06,,2022-01-29,Royal Mail,rNT685650788
47396,417229,2023-09-14,2023-09-17,2023-09-23,,2023-10-01,USPS,yJO534231324
3520,718510,2022-11-25,2022-11-27,2022-12-07,,2022-11-29,FedEx,RoO073342688
40885,528165,2023-11-06,2023-11-07,2023-11-15,,2023-11-08,UPS,wZi637687372
57163,244357,2022-09-02,2022-09-03,2022-09-16,,2022-09-07,UPS,wOD912580112
40217,346414,2023-08-30,2023-08-31,2023-09-11,,2023-09-07,FedEx,nMj318594800
53086,801333,2022-11-19,2022-11-21,2022-12-02,,2022-11-23,UPS,xLh159285198
59029,370126,2023-07-11,2023-07-14,2023-07-22,,2023-07-21,Royal Mail,bMu095888735
92700,296357,2022-12-10,2022-12-11,2022-12-17,,2022-12-19,UPS,jQB255760090
41157,834085,2023-06-19,2023-06-20,2023-06-27,,2023-06-25,UPS,AFk305455587
75190,944911,2022-07-01,2022-07-04,2022-07-12,,2022-07-05,FedEx,Zpc768875709
48348,914931,2022-09-12,2022-09-14,2022-09-26,,2022-09-25,DHL,yYZ370611047
45162,452342,2022-06-18,2022-06-21,2022-06-23,,2022-07-02,Royal Mail,DOo537924168
94625,452205,2022-10-12,2022-10-15,2022-10-23,,2022-10-27,DHL,nwE798600130
22090,394296,2023-01-05,2023-01-07,2023-01-11,,2023-01-14,UPS,IBW456833630
28144,571564,2022-04-14,2022-04-16,2022-04-23,,2022-04-20,Royal Mail,fmF159236773
59170,229104,2022-07-06,2022-07-07,2022-07-12,,2022-07-09,FedEx,gby300263859
3061,397952,2021-11-24,2021-11-27,2021-12-08,,2021-12-02,Royal Mail,ZSF169921224
75585,845054,2022-12-26,2022-12-27,2023-01-09,,2023-01-01,DHL,fVM386607112
23323,679347,2022-07-26,2022-07-29,2022-07-30,,2022-08-05,Royal Mail,FAJ049658031
24146,869344,2022-01-31,2022-02-02,2022-02-08,,2022-02-03,Royal Mail,JEV204886937
31526,465203,2022-09-15,2022-09-18,2022-09-23,,2022-09-19,USPS,pVF833786123
34006,259977,2023-08-26,2023-08-29,2023-09-01,,2023-09-12,USPS,tHA742993203
3802,744640,2022-03-18,2022-03-19,2022-03-30,,2022-03-24,Royal Mail,fvO565480567
18343,136444,2022-04-05,2022-04-07,2022-04-17,,2022-04-14,Royal Mail,TxS328941776
75650,907624,2022-01-31,2022-02-03,2022-02-03,,2022-02-09,Royal Mail,tYx680914286
21492,889857,2022-02-22,2022-02-23,2022-02-25,,2022-02-25,DHL,QwD016705705
52725,862612,2021-12-11,2021-12-13,2021-12-17,,2021-12-26,Royal Mail,ReK275669815
6102,93211,2023-08-09,2023-08-12,2023-08-17,,2023-08-21,USPS,Kyw073089646
49820,312948,2023-08-10,2023-08-12,2023-08-18,,2023-08-26,Royal Mail,YwH205204286
5845,367710,2022-09-06,2022-09-07,2022-09-09,,2022-09-20,UPS,eDL755969441
27981,370958,2022-12-24,2022-12-26,2022-12-28,,2023-01-09,DHL,joi872400068
71494,379326,2023-11-09,2023-11-10,,,2023-11-11,UPS,Mrc710010845
28287,693043,2022-08-20,2022-08-21,2022-08-31,,2022-08-29,Royal Mail,EFy343407836
13511,327224,2023-04-07,2023-04-10,2023-04-20,,2023-04-16,DHL,AMt321361140
63215,374209,2023-05-04,2023-05-07,2023-05-06,,2023-05-14,UPS,siO567133860
1275,864823,2022-07-13,2022-07-15,2022-07-22,,2022-07-17,FedEx,vEH705078695
79151,617011,2022-12-26,2022-12-27,2023-01-07,,2022-12-28,UPS,WkH939791041
75250,652460,2022-02-20,2022-02-23,2022-02-25,,2022-03-08,DHL,Ilx082026968
84358,372155,2023-06-08,2023-06-10,2023-06-14,,2023-06-21,USPS,GwD409810943
22150,123478,2022-02-01,2022-02-03,2022-02-09,,2022-02-06,UPS,ezg360961777
20359,813938,2023-11-29,2023-12-01,,,2023-12-10,USPS,LzV044171664
6821,115162,2023-03-22,2023-03-23,2023-04-02,,2023-03-25,DHL,JHE479497120
48802,781006,2023-09-07,2023-09-10,2023-09-15,,2023-09-19,FedEx,Ohj222719939
19158,849527,2023-01-07,2023-01-09,2023-01-18,,2023-01-15,USPS,reC091626526
11431,994106,2023-09-26,2023-09-27,2023-10-04,,2023-10-06,Royal Mail,dfu023536554
32070,455745,2022-12-20,2022-12-21,2022-12-23,,2023-01-04,FedEx,NkI332587641
95278,819372,2023-09-25,2023-09-27,2023-09-30,,2023-10-10,UPS,Yui626696330
14628,907156,2022-10-10,2022-10-13,2022-10-16,,2022-10-22,Royal Mail,jEh606230207
83529,409773,2023-02-13,2023-02-15,2023-02-16,,2023-02-16,FedEx,tLk639639291
74044,221318,2023-08-28,2023-08-30,2023-09-07,,2023-09-03,Royal Mail,zBZ137398944
90004,153434,2021-12-03,2021-12-06,2021-12-11,,2021-12-19,DHL,gaJ729259417
41844,860267,2023-08-31,2023-09-01,2023-09-08,,2023-09-08,Royal Mail,mYg050132717
82798,893139,2023-01-01,2023-01-02,2023-01-10,,2023-01-11,DHL,giC093169365
57868,510820,2023-02-26,2023-02-27,2023-03-11,,2023-03-07,DHL,SRE978938237
27529,166392,2022-05-30,2022-05-31,2022-06-01,,2022-06-04,Royal Mail,Rmc876358680
4831,382377,2022-12-20,2022-12-21,2022-12-23,,2022-12-28,UPS,sDB229523007
7276,311363,2023-03-04,2023-03-05,2023-03-12,,2023-03-17,DHL,VDR359354582
7486,797338,2023-05-11,2023-05-13,2023-05-15,,2023-05-14,UPS,rSd873713082
32997,490869,2023-08-24,2023-08-25,2023-08-31,,2023-09-02,DHL,unD419088084
55337,757881,2023-05-08,2023-05-10,2023-05-19,,2023-05-24,USPS,IFM942126923
86706,991150,2023-10-17,2023-10-20,2023-10-22,,2023-10-28,Royal Mail,zdH991383693
19338,593279,2022-10-07,2022-10-09,2022-10-12,,2022-10-19,Royal Mail,erI536533553
76304,435584,2023-07-28,2023-07-30,2023-08-03,,2023-08-01,Royal Mail,NhL793728913
98480,718978,2021-12-31,2022-01-03,2022-01-11,,2022-01-11,UPS,PNx025918444
87807,542644,2022-02-01,2022-02-04,2022-02-09,,2022-02-15,FedEx,aol801561189
67112,229932,2022-08-11,2022-08-14,2022-08-15,,2022-08-19,USPS,CbT525972246
61820,396546,2022-01-25,2022-01-26,2022-02-05,,2022-02-07,USPS,xwj433957195
99713,255790,2022-06-12,2022-06-14,2022-06-26,,2022-06-25,DHL,rVN683361740
50601,503894,2023-04-18,2023-04-19,2023-05-01,,2023-05-02,UPS,eii851946134
1965,438156,2023-02-12,2023-02-15,2023-02-25,,2023-02-23,UPS,AOR325747349
47050,158336,2022-04-14,2022-04-17,2022-04-16,,2022-04-18,FedEx,btF426398043
65870,959122,2022-08-31,2022-09-03,2022-09-02,,2022-09-10,USPS,qdM620278479
17535,8391,2023-04-19,2023-04-22,2023-04-27,,2023-04-26,UPS,YFV964174442
26101,68928,2023-08-24,2023-08-27,2023-08-26,,2023-08-31,FedEx,qFU171955337
81078,125546,2023-09-10,2023-09-11,2023-09-20,,2023-09-16,Royal Mail,nvA837021413
72934,465236,2023-04-29,2023-05-01,2023-05-07,,2023-05-02,DHL,uLM517905401
12712,5752,2023-10-15,2023-10-17,2023-10-27,,2023-10-25,FedEx,HPn996019363
33837,238198,2022-05-08,2022-05-10,2022-05-17,,2022-05-15,FedEx,WOm404352461
98580,317874,2023-08-21,2023-08-23,2023-09-03,,2023-08-28,UPS,pMG006424234
86228,97666,2022-06-30,2022-07-02,2022-07-13,,2022-07-03,Royal Mail,bVb005802229
10179,555859,2021-11-28,2021-11-29,2021-12-09,,2021-12-04,DHL,EYJ149698814
8250,486866,2023-10-22,2023-10-24,2023-11-02,,2023-11-03,FedEx,Ebr873829014
87020,772926,2022-02-06,2022-02-08,2022-02-17,,2022-02-11,Royal Mail,zTf047180410
30867,230226,2023-10-13,2023-10-16,2023-10-20,,2023-10-25,DHL,zGd228577780
34053,907777,2022-03-26,2022-03-28,2022-03-31,,2022-04-02,DHL,EQQ218443640
79509,353237,2022-02-12,2022-02-14,2022-02-20,,2022-02-24,USPS,ppJ136101286
49682,463547,2022-07-23,2022-07-24,2022-07-29,,2022-07-28,DHL,Ahy904850915
50910,521090,2023-03-14,2023-03-15,2023-03-25,,2023-03-28,Royal Mail,WnC043507243
22626,825134,2022-06-10,2022-06-11,2022-06-22,,2022-06-19,Royal Mail,DbB494204284
10311,850521,2021-11-22,2021-11-24,2021-11-26,,2021-11-29,DHL,hvJ263375798
52046,894356,2022-01-04,2022-01-07,2022-01-14,,2022-01-18,DHL,vtH747044485
96831,665913,2023-08-27,2023-08-29,2023-08-31,,2023-09-09,UPS,uZR057570876
53497,532104,2022-07-28,2022-07-30,2022-08-06,,2022-08-03,DHL,wri613161179
38278,159110,2022-10-21,2022-10-24,2022-10-27,,2022-10-25,UPS,KkH058897881
41622,654677,2022-04-06,2022-04-09,2022-04-16,,2022-04-22,UPS,Bhz359085362
52554,778258,2022-02-10,2022-02-13,2022-02-17,,2022-02-25,DHL,TyA275288841
13987,975588,2023-11-01,2023-11-03,2023-11-11,,2023-11-09,Royal Mail,rgu495635788
64043,229067,2022-09-14,2022-09-17,2022-09-16,,2022-09-29,DHL,gjG203781797
27188,684561,2022-05-01,2022-05-02,2022-05-10,,2022-05-16,FedEx,UXa259230151
29785,615213,2023-10-19,2023-10-21,2023-11-01,,2023-10-28,FedEx,zrv412729865
38418,244852,2023-04-29,2023-05-01,2023-05-13,,2023-05-02,UPS,RQt446595022
45348,507547,2022-06-17,2022-06-18,2022-06-29,,2022-07-01,DHL,UCr597957460
13739,222750,2022-02-15,2022-02-16,2022-02-19,,2022-02-18,Royal Mail,dOl709063184
14735,192435,2022-07-29,2022-07-30,2022-07-31,,2022-08-06,Royal Mail,YpH162514309
