PaymentID,TransactionID,PaymentDate,PaymentMethod
34751,556045,2023-01-23,PayPal
3739,751578,2023-08-05,Gift Card
16556,170302,2022-04-16,PayPal
16525,993192,2023-05-21,Gift Card
24941,517540,2022-12-20,Debit Card
24420,97679,2022-08-17,Bank Transfer
64642,254828,2023-12-19,Debit Card
26825,955840,2023-03-14,Credit Card
84691,773144,2022-10-17,Debit Card
71342,26019,2023-07-31,Gift Card
96852,704095,2022-12-30,PayPal
59433,945470,2022-08-25,Gift Card
22670,212581,2023-05-30,PayPal
13770,549853,2022-12-10,Debit Card
12603,454308,2022-08-24,PayPal
95927,33464,2022-04-03,Gift Card
27821,315622,2023-07-16,Debit Card
38248,517698,2023-05-16,Gift Card
43876,883185,2023-09-26,Gift Card
73279,615935,2023-08-09,Bank Transfer
49068,248406,2022-12-22,Credit Card
22886,657336,2021-12-12,Credit Card
68225,849401,2023-04-30,Bank Transfer
84388,125657,2022-01-06,Debit Card
51170,991626,2022-02-16,Debit Card
57170,196227,2022-07-21,Bank Transfer
16151,529431,2022-01-10,Debit Card
38193,180421,2022-12-23,PayPal
46828,993510,2023-01-11,Gift Card
24006,931631,2023-06-28,Credit Card
26497,680142,2022-05-06,Bank Transfer
49877,366204,2023-09-18,PayPal
10097,857613,2022-06-17,Bank Transfer
82949,785483,2023-01-30,Debit Card
10772,686572,2021-12-07,Bank Transfer
42755,648482,2022-12-25,PayPal
77488,434744,2023-11-14,Gift Card
40996,360742,2023-07-08,Debit Card
79372,369694,2023-01-09,PayPal
2229,288828,2021-12-08,Gift Card
4087,75477,2023-06-16,Gift Card
48021,425527,2023-02-16,PayPal
17155,715514,2023-12-03,Credit Card
95001,234911,2023-06-21,PayPal
49835,821184,2022-07-11,Debit Card
14728,399615,2023-06-21,Debit Card
61630,453185,2022-05-12,Bank Transfer
73675,910015,2022-01-31,Debit Card
28346,907470,2023-04-26,Gift Card
41755,970019,2023-08-16,Bank Transfer
69082,593134,2022-01-14,Debit Card
12844,806694,2021-11-30,PayPal
50256,951714,2023-10-22,Gift Card
17423,719123,2023-04-13,Credit Card
39840,63557,2022-10-18,Debit Card
60000,723080,2023-06-13,Gift Card
11103,604276,2023-03-20,PayPal
98527,871993,2022-11-17,Credit Card
37003,785871,2023-04-30,Bank Transfer
23849,866284,2023-05-26,PayPal
62725,512901,2023-10-18,Credit Card
84761,219168,2022-12-20,Debit Card
92791,193968,2023-07-16,Credit Card
30512,877913,2023-08-31,Bank Transfer
85375,688244,2022-10-13,Credit Card
61070,344179,2023-06-11,Credit Card
8937,815513,2022-04-10,Gift Card
84641,207393,2023-02-08,PayPal
52720,52031,2023-01-03,Gift Card
72299,374053,2023-03-22,Credit Card
62872,253985,2022-02-26,Credit Card
29162,697859,2022-11-28,Bank Transfer
18801,852503,2022-03-30,Credit Card
46755,709891,2022-08-26,Credit Card
31958,769113,2022-08-03,Bank Transfer
95925,251893,2022-09-19,PayPal
90246,500959,2023-07-08,Bank Transfer
87369,967177,2023-05-30,PayPal
11031,111033,2023-07-08,Credit Card
66657,358460,2022-12-29,Credit Card
65231,574008,2022-11-05,PayPal
86953,865189,2022-02-25,Bank Transfer
55122,45543,2023-04-23,Bank Transfer
95367,659153,2022-05-10,PayPal
49330,893268,2023-05-21,Bank Transfer
94256,281908,2022-07-01,PayPal
57530,620643,2023-10-21,Credit Card
20857,548039,2022-07-05,PayPal
99599,831523,2022-09-12,Credit Card
35905,788069,2022-09-10,Debit Card
26435,704627,2023-07-14,Bank Transfer
23834,885764,2022-02-21,Bank Transfer
80627,520138,2023-08-27,Debit Card
57936,901577,2021-11-28,Bank Transfer
24253,69811,2022-04-20,Credit Card
10708,413045,2022-10-06,PayPal
56837,243003,2023-06-05,Bank Transfer
62592,887148,2022-04-18,PayPal
53096,42936,2021-11-30,Debit Card
71131,113237,2023-12-02,Gift Card
52462,889007,2022-09-14,Bank Transfer
30532,746424,2023-03-14,Bank Transfer
85398,473948,2023-12-12,Bank Transfer
55282,726889,2022-04-17,Debit Card
80914,23066,2023-11-04,Credit Card
86610,458373,2023-04-28,Gift Card
73525,698752,2023-02-15,Credit Card
7418,899418,2023-12-13,Debit Card
69660,455507,2022-05-05,Gift Card
28315,688998,2023-11-07,Debit Card
76998,628666,2023-02-16,PayPal
73887,119555,2023-01-09,Debit Card
36792,401018,2023-01-30,Credit Card
91270,132357,2021-11-18,Debit Card
45062,423142,2022-12-27,Debit Card
94250,18941,2022-11-09,PayPal
22418,909741,2022-07-31,Bank Transfer
1461,134770,2023-02-18,Credit Card
63270,862548,2023-04-11,Debit Card
987,514866,2023-06-15,Bank Transfer
67549,946179,2022-04-23,PayPal
25480,640634,2022-04-14,PayPal
40522,330099,2021-12-23,Bank Transfer
63082,790211,2021-11-30,Gift Card
19727,935126,2023-08-19,Bank Transfer
10178,82574,2022-09-05,Gift Card
88713,783933,2022-08-03,Debit Card
30549,425951,2021-12-09,Debit Card
79740,80291,2023-03-21,PayPal
15554,591468,2022-07-02,Bank Transfer
16146,783989,2022-01-20,Bank Transfer
6335,987338,2023-08-07,Credit Card
97749,995417,2023-06-29,Credit Card
98396,364072,2022-10-22,PayPal
42426,924745,2023-05-07,PayPal
66278,859197,2023-11-25,PayPal
23787,561804,2022-01-09,Credit Card
29510,465264,2022-10-24,Bank Transfer
31651,436724,2021-12-26,Credit Card
71437,489334,2023-09-02,Bank Transfer
48960,470368,2023-09-12,Gift Card
79865,843850,2021-12-24,PayPal
42295,55376,2023-08-21,Bank Transfer
87977,117693,2023-03-14,Bank Transfer
35316,68102,2023-07-08,Credit Card
54596,342817,2023-08-13,Bank Transfer
43303,362845,2023-08-19,PayPal
33889,570933,2023-02-28,PayPal
28299,895950,2023-03-22,Bank Transfer
12745,201851,2023-06-17,Gift Card
49235,381258,2022-07-10,Credit Card
47341,267263,2022-11-27,PayPal
21254,671362,2023-07-24,Debit Card
19217,205384,2022-12-14,PayPal
56247,99492,2023-11-17,Credit Card
63102,105645,2023-09-16,PayPal
71031,487527,2022-07-15,Credit Card
89153,111103,2022-07-05,Debit Card
22147,96530,2023-12-14,Credit Card
18097,751355,2023-02-13,Credit Card
6881,968311,2023-11-14,Debit Card
54012,987407,2023-11-16,Debit Card
10692,969201,2023-06-01,Debit Card
63335,95092,2023-05-30,Gift Card
71671,936479,2022-10-28,Bank Transfer
53835,647408,2022-01-11,Bank Transfer
71629,890932,2023-01-13,Credit Card
75750,66747,2022-07-22,PayPal
56772,584480,2022-11-26,Credit Card
34796,956827,2023-07-16,Bank Transfer
10324,778183,2023-06-14,Bank Transfer
82609,601329,2023-02-02,Credit Card
52200,625318,2022-05-23,Bank Transfer
82118,692814,2022-12-10,Debit Card
97820,2011,2023-10-01,Gift Card
66364,316576,2022-04-24,Credit Card
47357,763306,2022-11-28,PayPal
5247,520145,2023-02-23,PayPal
68798,257812,2023-12-11,Debit Card
20133,762414,2022-10-22,Gift Card
33881,29575,2022-06-02,Debit Card
85765,807711,2022-04-17,PayPal
59676,794148,2022-06-09,Credit Card
55617,262836,2022-11-06,Gift Card
50402,203411,2023-01-05,PayPal
42533,227993,2022-07-22,PayPal
70645,666784,2023-09-01,PayPal
26684,454475,2022-11-13,Credit Card
85857,658582,2022-12-04,Credit Card
76647,38672,2023-01-19,Debit Card
4260,27281,2023-05-21,Debit Card
77368,214203,2023-04-28,Debit Card
82857,695144,2023-07-10,Debit Card
72112,13148,2022-03-28,Credit Card
88339,536142,2022-01-02,Gift Card
4892,733541,2022-10-21,Bank Transfer
95909,682476,2023-07-15,Gift Card
11778,467525,2023-02-17,Debit Card
88148,689331,2023-08-05,Debit Card
34278,792122,2023-02-10,Bank Transfer
5773,216978,2021-12-01,Credit Card
88529,710881,2021-11-22,Credit Card
21938,487857,2021-12-16,Gift Card
52224,678896,2022-08-16,Debit Card
14280,274722,2023-08-11,PayPal
25277,472053,2023-05-05,Debit Card
3214,703487,2022-08-26,Debit Card
65320,183311,2023-09-26,Credit Card
73383,753736,2022-02-11,Debit Card
84716,839666,2022-10-06,Gift Card
91293,795834,2022-04-30,Credit Card
20208,589233,2022-02-18,PayPal
47623,239114,2022-02-19,Bank Transfer
85110,685717,2022-12-21,Credit Card
78262,41238,2022-08-13,PayPal
22251,214823,2023-08-09,Bank Transfer
94592,45242,2023-09-19,Debit Card
4776,683177,2023-10-17,Bank Transfer
11748,647299,2022-05-10,Bank Transfer
12200,640330,2023-04-18,PayPal
4993,6567,2022-09-10,Bank Transfer
42442,449773,2023-05-20,Debit Card
43952,513023,2022-01-09,Debit Card
88180,246300,2023-11-15,Debit Card
35041,754462,2022-12-06,PayPal
9143,861189,2022-09-25,Gift Card
25426,83951,2022-11-18,Debit Card
98600,658745,2022-09-29,Bank Transfer
55654,502399,2022-05-12,Bank Transfer
52550,158228,2022-06-11,Credit Card
1301,839270,2022-05-15,PayPal
73068,807007,2023-05-04,Gift Card
79073,711122,2022-04-09,Gift Card
63340,941949,2023-04-21,Credit Card
78228,802413,2021-11-25,Gift Card
48825,884729,2022-01-25,Credit Card
10783,905840,2023-06-28,Credit Card
99102,473581,2023-01-29,Credit Card
36366,477925,2022-09-02,Debit Card
30537,78011,2021-12-05,Bank Transfer
31150,418175,2023-01-10,PayPal
33864,61120,2022-02-28,Bank Transfer
77551,873413,2023-11-17,Gift Card
63072,816329,2023-01-04,Bank Transfer
22476,601101,2023-04-28,Gift Card
49674,690877,2022-10-22,Bank Transfer
31945,709410,2023-09-09,Gift Card
62707,375372,2022-08-26,PayPal
39625,965527,2022-10-31,Credit Card
77346,795354,2023-09-05,Bank Transfer
95251,898058,2023-11-21,Debit Card
48660,429827,2023-12-22,Bank Transfer
95019,356349,2022-03-13,Gift Card
11979,219160,2023-04-28,Debit Card
17873,182744,2022-03-15,Credit Card
49033,736856,2023-05-16,Bank Transfer
55506,86915,2022-07-06,Credit Card
5590,864917,2021-12-25,Credit Card
13522,618426,2022-08-25,Credit Card
88041,661604,2023-07-11,Credit Card
11632,736024,2022-04-02,PayPal
4793,858223,2023-11-27,Credit Card
90354,217602,2022-11-07,PayPal
1326,580317,2022-05-15,Bank Transfer
2366,320580,2023-08-24,Credit Card
8534,54732,2022-01-03,Bank Transfer
33138,773596,2022-06-16,Credit Card
49448,965803,2022-02-12,Debit Card
31210,58971,2022-02-11,Credit Card
23012,174370,2022-08-27,Bank Transfer
44684,798460,2022-08-21,PayPal
82768,424246,2023-08-05,Credit Card
76940,121449,2023-05-26,PayPal
56546,180368,2023-07-20,Credit Card
85086,734741,2023-11-16,Gift Card
75753,49841,2023-01-06,Credit Card
89159,462802,2023-05-05,Credit Card
12582,416523,2023-02-13,Credit Card
51522,765908,2022-01-27,Bank Transfer
33829,602780,2022-11-14,Debit Card
30503,163049,2022-05-30,Bank Transfer
38991,518204,2023-09-23,Debit Card
49823,984580,2022-10-21,Bank Transfer
48993,334217,2023-06-12,Bank Transfer
90780,541440,2022-02-08,Debit Card
28390,46490,2022-03-13,Debit Card
97931,85314,2022-09-23,Bank Transfer
4453,32550,2022-09-29,Credit Card
85308,655375,2021-11-20,Gift Card
19397,409186,2022-11-26,PayPal
79599,183709,2022-08-11,Debit Card
33387,258912,2022-12-17,Bank Transfer
64043,512936,2022-02-08,Debit Card
26593,772026,2023-01-12,Gift Card
83298,457604,2023-02-10,Credit Card
1683,306031,2022-10-19,Debit Card
70005,345137,2022-06-10,Debit Card
17235,230242,2021-12-17,Debit Card
56408,393027,2021-11-22,Debit Card
43779,485817,2022-04-17,Credit Card
71939,782099,2023-06-01,Gift Card
56294,624829,2022-06-01,Debit Card
86072,841514,2023-02-12,Credit Card
79157,404523,2023-10-20,Bank Transfer
96283,776285,2022-05-14,Bank Transfer
92005,323915,2022-08-26,Gift Card
52480,339243,2022-01-14,PayPal
61327,501556,2022-11-10,Bank Transfer
60292,472996,2022-05-05,Credit Card
46579,360976,2022-06-12,PayPal
66044,814327,2022-02-04,Debit Card
60686,879476,2023-12-10,Debit Card
95964,180240,2022-07-20,Credit Card
25347,128579,2021-12-07,Credit Card
27212,667685,2023-05-29,PayPal
39322,399668,2022-02-08,Gift Card
93758,255755,2022-04-27,Bank Transfer
24947,186442,2023-06-29,Gift Card
82958,742300,2023-06-09,Gift Card
27029,950165,2022-01-19,PayPal
41685,487844,2023-07-07,PayPal
45803,711210,2023-04-24,Gift Card
54705,297766,2023-03-19,Credit Card
62727,122160,2023-01-13,PayPal
2777,279525,2023-03-28,Debit Card
33377,819266,2022-09-09,PayPal
32958,116331,2023-08-03,Debit Card
41472,504664,2022-05-16,Bank Transfer
57561,4254,2023-08-22,Credit Card
38207,34107,2023-05-03,Debit Card
38735,103632,2023-05-19,PayPal
28544,996642,2022-04-28,Gift Card
59415,859410,2023-12-22,PayPal
44964,828361,2023-02-27,Bank Transfer
95329,711816,2023-11-20,Bank Transfer
77456,212986,2022-04-04,Debit Card
10079,84943,2022-03-22,Debit Card
84802,317598,2023-11-30,PayPal
22343,949123,2023-09-26,Debit Card
31405,340860,2022-02-19,Bank Transfer
37889,199614,2021-11-26,Debit Card
78671,531902,2022-09-15,Bank Transfer
57257,177330,2023-12-25,PayPal
77359,805232,2021-12-31,Bank Transfer
76756,98868,2022-08-06,Debit Card
25460,38188,2023-09-30,Bank Transfer
23394,844570,2021-11-25,Bank Transfer
83969,404019,2023-11-22,PayPal
53402,767649,2022-03-01,Debit Card
13199,276711,2023-05-23,Bank Transfer
53695,21215,2022-01-06,Debit Card
46094,455429,2023-02-15,Bank Transfer
65776,662841,2023-04-26,Debit Card
98745,594445,2022-06-18,Gift Card
52161,856424,2022-07-28,PayPal
91112,421615,2022-05-22,Bank Transfer
92946,518407,2023-03-27,Bank Transfer
27214,324602,2022-03-08,Gift Card
17422,436413,2022-07-27,PayPal
24781,649464,2022-11-11,Debit Card
51599,472497,2023-07-04,Bank Transfer
88624,742964,2023-12-23,PayPal
77247,759926,2023-03-15,Bank Transfer
72687,279867,2022-04-14,Bank Transfer
31808,103173,2023-03-20,PayPal
42754,828974,2023-05-17,PayPal
26110,101147,2022-11-27,PayPal
32848,895137,2022-06-04,Gift Card
94989,40529,2023-11-11,Gift Card
77715,971087,2022-12-24,Credit Card
74332,345418,2023-08-24,Credit Card
82565,906273,2022-03-17,PayPal
70642,723708,2022-02-25,Debit Card
8446,971807,2023-04-19,Gift Card
68435,188788,2022-09-05,Gift Card
38835,492644,2023-11-28,Gift Card
6123,107509,2022-06-20,PayPal
56196,838529,2022-07-07,Bank Transfer
86464,316972,2023-02-08,PayPal
33223,944126,2022-02-28,Debit Card
42392,420770,2022-09-19,Gift Card
69898,591533,2022-06-03,Bank Transfer
12120,705515,2023-06-20,Bank Transfer
53942,663187,2023-09-13,Debit Card
63714,345329,2022-11-30,PayPal
17000,439796,2023-01-01,Bank Transfer
56035,110534,2021-12-20,Bank Transfer
14581,632280,2021-12-23,Credit Card
59918,22247,2023-08-31,Debit Card
83640,363215,2022-12-29,Bank Transfer
87942,83089,2022-08-30,Credit Card
32700,958330,2022-03-28,Debit Card
79716,733947,2023-11-08,Debit Card
1626,209597,2022-12-22,PayPal
91247,567741,2022-09-07,PayPal
34521,397858,2023-04-22,PayPal
54471,655182,2023-02-27,Credit Card
58939,844101,2022-09-28,Gift Card
46376,117966,2022-06-24,Debit Card
16611,712366,2023-04-23,Credit Card
80500,13747,2023-07-16,Credit Card
23233,397152,2023-05-08,Bank Transfer
9117,639770,2022-08-30,Debit Card
56440,548269,2022-10-07,PayPal
53415,200568,2022-05-14,Bank Transfer
733,528212,2023-09-10,Debit Card
98946,450621,2021-12-18,Bank Transfer
4360,935696,2022-11-02,Credit Card
69781,331879,2023-11-26,Credit Card
68056,756,2021-12-26,Gift Card
94796,904522,2022-03-05,Debit Card
3157,163067,2022-05-27,Debit Card
63411,76481,2023-11-28,Bank Transfer
68739,181181,2022-03-15,Credit Card
92120,935092,2022-05-09,Bank Transfer
9554,156514,2023-11-26,Credit Card
84450,555801,2023-03-18,Debit Card
86285,350107,2023-04-20,PayPal
25124,780135,2022-02-12,Gift Card
26571,692161,2023-01-16,Gift Card
96309,229775,2023-07-08,PayPal
83443,207222,2023-07-07,Bank Transfer
35119,257421,2023-02-23,Credit Card
78659,426388,2022-03-27,Bank Transfer
48063,454753,2022-03-07,Credit Card
9814,525820,2022-05-29,PayPal
5870,199551,2023-09-14,Debit Card
54244,837565,2022-01-30,PayPal
44301,286053,2021-11-21,PayPal
12054,671772,2021-11-20,Gift Card
57929,185427,2022-06-23,Credit Card
95205,434802,2023-01-27,Debit Card
68656,778455,2023-11-17,Gift Card
27206,107889,2022-04-06,Bank Transfer
1191,324228,2021-11-20,Debit Card
44554,105594,2023-09-17,Credit Card
48991,959969,2022-10-27,Credit Card
11223,396044,2023-12-21,Credit Card
50097,77129,2023-03-13,Bank Transfer
90223,615150,2023-05-02,Gift Card
7749,131107,2023-08-22,Debit Card
45773,226833,2021-11-30,PayPal
96671,937218,2022-03-18,Credit Card
80031,70718,2022-05-06,Gift Card
72703,145014,2023-08-29,PayPal
61814,532834,2022-06-30,Bank Transfer
62032,245671,2023-12-17,Bank Transfer
87055,661383,2022-01-03,Debit Card
88546,995470,2022-10-29,Gift Card
75431,71752,2023-08-29,PayPal
75569,741556,2021-12-12,PayPal
77644,356232,2022-08-04,Debit Card
7120,642484,2022-11-30,Bank Transfer
56979,477974,2022-12-09,PayPal
41987,184421,2023-01-25,PayPal
19005,656464,2022-06-10,Gift Card
53386,685086,2022-05-04,Bank Transfer
76068,678159,2022-11-18,PayPal
99089,21853,2021-12-17,PayPal
3301,855518,2023-06-27,Credit Card
3891,58222,2022-11-12,PayPal
62677,334840,2022-04-14,Bank Transfer
47650,873600,2022-11-04,Gift Card
87566,455376,2023-06-22,Bank Transfer
64841,590749,2023-07-13,Gift Card
72249,502545,2022-03-20,Bank Transfer
99858,953552,2023-08-30,Bank Transfer
82252,824466,2023-01-22,Debit Card
31871,236052,2022-03-20,Debit Card
44815,469331,2023-09-18,Credit Card
23747,633591,2022-05-04,Gift Card
69677,196140,2023-07-27,PayPal
48051,413843,2023-04-19,Debit Card
89098,889991,2022-03-13,Debit Card
20299,140921,2022-09-04,Gift Card
64339,51821,2022-02-05,Debit Card
14463,316446,2022-01-20,Credit Card
25015,404078,2022-11-04,Bank Transfer
76091,804026,2023-08-01,Debit Card
49062,454976,2023-12-16,Bank Transfer
87926,386837,2022-10-20,PayPal
2760,71889,2022-01-25,Gift Card
78798,23734,2023-03-04,Credit Card
3831,191543,2022-10-11,Gift Card
49467,92940,2022-02-16,Debit Card
91817,184567,2022-03-16,Gift Card
30274,116624,2023-03-03,Debit Card
21252,764218,2022-12-27,Debit Card
94234,195537,2022-07-09,PayPal
72741,235022,2023-09-03,Credit Card
1904,258272,2023-05-15,Debit Card
85145,212745,2023-05-06,PayPal
75581,790886,2023-05-18,Bank Transfer
61391,580371,2022-12-10,Debit Card
36439,183335,2022-03-14,Bank Transfer
78307,914405,2023-02-27,PayPal
62439,97224,2023-04-06,PayPal
76257,251049,2023-09-26,Bank Transfer
4108,4156,2023-08-26,Debit Card
154,664583,2022-11-05,Gift Card
87197,113800,2022-08-26,Credit Card
79529,184504,2022-12-25,Gift Card
55807,518750,2022-11-15,Debit Card
15159,927075,2023-09-05,Bank Transfer
91462,165992,2022-06-10,Debit Card
21328,735883,2023-06-15,Debit Card
71489,785038,2022-06-14,Debit Card
35709,519621,2023-11-16,Credit Card
75166,548379,2023-09-13,Bank Transfer
66056,307222,2022-06-15,PayPal
59582,346535,2022-09-15,Debit Card
53023,494746,2023-11-15,Credit Card
67146,161048,2022-05-18,Bank Transfer
66144,429842,2023-01-22,Credit Card
17415,970346,2022-08-27,Bank Transfer
53720,385732,2022-09-17,Debit Card
77017,833133,2022-11-26,PayPal
27946,408122,2022-08-27,Gift Card
49973,515500,2022-08-02,PayPal
99194,243152,2023-04-06,Debit Card
24590,863886,2022-04-08,Gift Card
11453,438135,2023-11-05,Credit Card
90449,409046,2021-12-29,Debit Card
64824,215635,2022-01-02,PayPal
59865,869767,2022-10-31,PayPal
28129,118435,2023-04-04,Gift Card
69046,572398,2022-03-23,Gift Card
82909,657096,2022-01-12,Debit Card
14421,925698,2021-11-29,Credit Card
92434,690284,2023-02-12,Credit Card
54547,546111,2022-08-02,Gift Card
52145,681671,2023-02-22,Credit Card
24795,252950,2023-08-16,Gift Card
53232,420528,2022-08-21,Gift Card
59092,982914,2022-09-25,Bank Transfer
39435,339293,2023-07-28,Bank Transfer
3143,827478,2022-11-26,Bank Transfer
58282,136540,2022-01-22,Bank Transfer
55320,570179,2021-12-17,PayPal
6485,746564,2023-10-15,Debit Card
62146,824763,2023-08-18,Credit Card
69503,245226,2023-03-01,Credit Card
49866,223279,2022-12-20,Debit Card
4114,467585,2022-05-18,Debit Card
76982,829718,2022-06-10,PayPal
17960,155316,2022-09-06,PayPal
90442,332794,2023-05-24,Gift Card
68379,143365,2022-07-24,Credit Card
25725,440879,2022-08-23,Bank Transfer
71683,404418,2022-07-01,Credit Card
87100,978965,2022-09-26,Credit Card
3455,4551,2023-11-20,PayPal
13529,636349,2022-05-11,Credit Card
34679,415007,2023-07-24,Bank Transfer
33929,882781,2022-06-02,Debit Card
27360,583383,2023-06-19,Gift Card
75220,633171,2023-12-13,Credit Card
3577,285894,2022-02-16,Credit Card
65846,306022,2021-11-21,PayPal
32600,396665,2023-03-20,PayPal
20048,85224,2023-10-14,PayPal
1197,503343,2023-11-28,Gift Card
25909,466230,2022-05-20,Debit Card
96206,330735,2021-12-25,Credit Card
81908,91525,2023-08-03,Credit Card
33882,893599,2023-01-26,Debit Card
6332,83206,2022-04-14,Credit Card
58775,513648,2023-10-21,PayPal
87641,482484,2022-02-10,Debit Card
31927,601151,2023-04-11,PayPal
91097,42124,2022-12-16,Gift Card
96982,924590,2023-08-08,Bank Transfer
34259,123445,2021-12-15,PayPal
20136,529986,2022-01-16,PayPal
94532,492464,2023-05-23,Bank Transfer
86794,197140,2022-12-12,Credit Card
94181,21700,2022-01-25,Bank Transfer
85667,120604,2023-12-17,Debit Card
64930,712308,2023-01-19,Bank Transfer
85565,231824,2021-12-25,Debit Card
22041,742066,2022-05-27,PayPal
48401,971648,2023-04-16,Gift Card
33731,461800,2022-04-05,Bank Transfer
9240,670044,2021-11-16,Bank Transfer
97793,723954,2023-05-23,Credit Card
38899,682777,2022-08-16,Gift Card
58356,350357,2021-11-17,Debit Card
83877,470790,2022-11-03,Gift Card
73296,845720,2022-06-05,Debit Card
16927,447230,2022-01-28,Debit Card
52993,996073,2023-10-21,Bank Transfer
84982,79789,2022-11-27,Debit Card
92278,73010,2023-12-06,PayPal
47954,174430,2022-09-11,Bank Transfer
59019,161073,2022-12-28,Credit Card
47479,800964,2023-03-21,Gift Card
23472,864893,2023-05-09,Gift Card
38712,3824,2023-07-21,PayPal
11247,984103,2021-12-31,Credit Card
79495,365059,2023-01-26,Debit Card
98089,22500,2023-05-16,Gift Card
71702,663678,2022-07-26,Bank Transfer
2013,761813,2022-12-16,Debit Card
35708,177479,2023-01-14,Debit Card
80592,276397,2021-12-06,Gift Card
48471,107300,2023-08-31,Gift Card
59651,690179,2023-05-16,Gift Card
99521,666046,2022-06-27,Bank Transfer
27313,672142,2022-09-22,Gift Card
40961,86240,2022-09-15,Bank Transfer
72179,108006,2022-11-29,Credit Card
58335,447043,2023-01-01,Credit Card
74805,136848,2023-04-11,Debit Card
76784,146667,2023-03-24,PayPal
87769,386228,2023-12-07,Gift Card
79572,106193,2023-11-10,Gift Card
56740,271403,2021-11-29,Debit Card
52749,102555,2022-02-17,Debit Card
2990,213140,2023-06-19,Bank Transfer
71477,52508,2023-05-31,Debit Card
30657,735125,2021-12-17,Debit Card
31508,964754,2022-02-08,Gift Card
2425,675358,2022-01-23,PayPal
19625,489304,2022-04-12,Credit Card
96980,735962,2023-02-18,PayPal
42360,76293,2023-06-24,Credit Card
20231,740192,2023-07-18,Debit Card
25326,594361,2022-08-16,Bank Transfer
72437,470726,2022-03-16,Bank Transfer
32537,264984,2023-12-25,Gift Card
27711,708012,2023-01-02,PayPal
51134,465969,2023-12-01,Credit Card
85429,431907,2023-07-06,PayPal
87276,868151,2023-12-15,Gift Card
86871,656851,2022-06-23,PayPal
56956,986603,2022-09-27,PayPal
45020,476961,2022-04-27,Debit Card
67931,105299,2023-02-26,Gift Card
48183,720353,2022-11-21,Gift Card
65847,860945,2023-01-25,Credit Card
40956,127409,2023-01-02,Debit Card
94772,940475,2022-04-10,Bank Transfer
13997,301095,2022-02-04,Gift Card
66277,815066,2023-07-15,Gift Card
26900,18591,2022-03-30,Gift Card
86855,89267,2022-06-30,Credit Card
20193,704147,2023-12-25,Credit Card
67434,86742,2023-01-06,Credit Card
70728,196326,2022-11-08,PayPal
97929,931328,2022-07-20,Credit Card
64643,672053,2022-02-17,Credit Card
98911,681699,2022-03-06,Credit Card
22520,78455,2023-12-12,Credit Card
24969,913932,2022-06-30,PayPal
3663,621300,2022-04-03,Bank Transfer
7393,262977,2023-11-21,Debit Card
55580,559639,2023-03-06,Credit Card
39038,20799,2022-11-16,Credit Card
69468,516602,2022-12-15,Debit Card
99417,516370,2023-05-31,Gift Card
49328,589774,2023-11-24,Credit Card
88093,936790,2023-03-24,Gift Card
86692,778966,2023-12-07,Credit Card
28290,848451,2022-01-05,Gift Card
34926,475795,2023-07-16,Credit Card
39417,282094,2022-11-20,Bank Transfer
84545,529190,2021-12-18,Gift Card
94086,348697,2022-02-10,Credit Card
34276,7521,2022-11-26,Gift Card
68949,131255,2022-11-13,Gift Card
70492,577616,2023-04-16,Gift Card
5855,391718,2023-08-24,Gift Card
45076,939952,2022-08-25,PayPal
99710,779232,2022-09-12,Debit Card
30095,871636,2023-09-18,Credit Card
15151,162034,2022-03-07,Credit Card
81045,423104,2023-07-27,Debit Card
12137,96336,2023-06-07,Gift Card
77546,874740,2022-12-07,PayPal
9613,463884,2023-11-12,PayPal
87851,996206,2022-09-24,Credit Card
47490,429123,2022-04-23,Bank Transfer
56172,162579,2022-08-08,Credit Card
69985,152171,2023-09-26,PayPal
69917,360566,2023-04-12,Credit Card
66931,156545,2022-06-04,Gift Card
90247,462541,2023-04-08,Gift Card
86296,448463,2021-12-25,Debit Card
91257,410034,2023-05-24,Debit Card
43987,511886,2023-01-20,Debit Card
88256,442401,2023-02-12,Debit Card
40508,8114,2023-12-02,Gift Card
78041,894878,2023-01-31,Gift Card
85634,109206,2022-02-10,PayPal
48889,290093,2022-10-08,Debit Card
18236,311447,2023-09-14,Credit Card
29022,723259,2022-11-02,PayPal
63826,343969,2022-10-31,Credit Card
43423,508584,2022-06-01,PayPal
59994,441173,2023-09-23,PayPal
95254,684917,2022-08-09,Debit Card
8567,209565,2023-10-30,Gift Card
71270,383856,2023-03-22,Bank Transfer
78383,570003,2022-10-30,Bank Transfer
44940,987181,2023-04-26,Debit Card
6181,677106,2023-09-24,Debit Card
44689,673656,2022-03-20,Credit Card
98583,642019,2022-05-13,Bank Transfer
52488,593740,2022-05-15,Credit Card
47812,139369,2023-04-07,PayPal
36793,762460,2023-07-06,Debit Card
52725,333897,2023-10-14,Bank Transfer
42684,924756,2023-02-06,PayPal
75656,596439,2022-05-01,Bank Transfer
73590,398551,2022-06-29,Bank Transfer
43262,597032,2022-05-06,PayPal
47431,83922,2022-11-26,Gift Card
97584,488402,2022-06-08,Bank Transfer
77345,230365,2023-02-09,Gift Card
73907,650830,2023-07-26,Debit Card
63204,681014,2022-03-21,Gift Card
28712,942150,2023-08-21,Debit Card
66471,41760,2022-02-04,Debit Card
10385,309612,2023-08-02,Gift Card
84213,191246,2023-10-01,Credit Card
59537,511792,2022-02-24,Gift Card
44165,738287,2022-11-24,Debit Card
