ShipmentID,OrderID,OrderDate,ShippedDate,DeliveryDate,ReturnDate,EstimatedDelivery,Carrier,TrackingNumber
6974589,680848,2023-03-11,2023-03-14,2023-03-21,,2023-03-16,Royal Mail,JQa866293443
3618885,987107,2022-08-04,2022-08-07,2022-08-07,,2022-08-10,FedEx,HVa170011254
4301051,806153,2023-06-10,2023-06-12,2023-06-12,,2023-06-14,UPS,sPn887088246
2181556,402583,2022-09-10,2022-09-13,2022-09-21,,2022-09-21,USPS,hqt542007757
5458420,583551,2022-04-25,2022-04-27,2022-05-08,,2022-05-04,Royal Mail,pfB512051688
8561421,996552,2023-07-13,2023-07-15,2023-07-25,,2023-07-20,FedEx,Iwf776778723
2676205,335952,2021-12-02,2021-12-04,2021-12-06,,2021-12-06,USPS,PTg822653531
1499643,241152,2023-02-07,2023-02-10,2023-02-09,,2023-02-15,USPS,JkG364792308
9960293,203417,2023-05-08,2023-05-09,2023-05-22,,2023-05-17,USPS,LOv222893034
5872285,516893,2022-03-01,2022-03-03,2022-03-06,,2022-03-04,DHL,EHS568304008
3048695,305088,2023-08-10,2023-08-12,2023-08-21,,2023-08-24,DHL,qUU570180550
9213378,354217,2022-10-07,2022-10-10,2022-10-12,,2022-10-15,UPS,fYJ199976256
8978819,815730,2022-06-10,2022-06-11,2022-06-19,,2022-06-18,FedEx,rxd124929578
3466458,776079,2021-12-13,2021-12-16,2021-12-22,,2021-12-30,Royal Mail,ezE513487226
9254876,647925,2022-04-26,2022-04-29,2022-05-07,,2022-05-07,FedEx,CXF799738635
9041261,516233,2023-11-26,2023-11-29,,,2023-12-08,DHL,NFd882535717
6051967,144014,2022-03-09,2022-03-10,2022-03-17,,2022-03-24,USPS,Yji618673777
163059,71522,2022-01-21,2022-01-22,2022-01-30,,2022-01-27,UPS,RQd956982952
975933,544520,2023-08-12,2023-08-15,2023-08-23,,2023-08-29,Royal Mail,vOB482865799
2874020,340552,2023-11-29,2023-12-02,,,2023-12-08,USPS,zmn173891367
4854457,848167,2022-06-09,2022-06-10,2022-06-19,,2022-06-14,Royal Mail,Zxi659660374
6535191,500652,2023-10-02,2023-10-05,2023-10-13,,2023-10-08,UPS,OGH709705981
520685,556390,2023-01-13,2023-01-15,2023-01-23,,2023-01-28,USPS,bwh070182532
783718,691632,2023-11-13,2023-11-15,,,2023-11-16,DHL,ill016459106
859590,313123,2023-04-24,2023-04-26,2023-05-07,,2023-04-27,USPS,MLa267160450
4479969,671479,2023-08-06,2023-08-07,2023-08-15,,2023-08-17,Royal Mail,vri610544302
1429442,42674,2023-05-28,2023-05-31,2023-06-06,,2023-06-08,USPS,udr552530563
9361655,900472,2022-06-29,2022-07-02,2022-07-02,,2022-07-06,DHL,gjo156021761
4154061,825682,2023-10-20,2023-10-21,2023-10-30,,2023-10-24,FedEx,Gxa245869790
535953,349655,2021-12-11,2021-12-13,2021-12-20,,2021-12-24,DHL,ilC792161838
727938,353599,2023-02-25,2023-02-26,2023-03-11,,2023-03-05,FedEx,bWo144667857
7613011,453579,2022-06-21,2022-06-22,2022-07-01,,2022-06-23,FedEx,FqP766803944
9193562,27237,2023-11-25,2023-11-28,,,2023-12-08,Royal Mail,Usd054843938
5257904,569084,2023-06-11,2023-06-12,2023-06-24,,2023-06-17,Royal Mail,Pit307567972
7436548,499016,2022-11-20,2022-11-22,2022-11-29,,2022-12-05,UPS,pcT103312863
9423775,923335,2023-05-31,2023-06-01,2023-06-02,,2023-06-12,FedEx,rMf652328322
2723638,230995,2022-10-21,2022-10-22,2022-10-23,,2022-10-31,USPS,ybE716738505
5234592,743062,2022-10-17,2022-10-19,2022-10-27,,2022-11-01,FedEx,iET975519716
1359667,554011,2023-10-23,2023-10-26,2023-10-25,,2023-11-01,FedEx,kNj532892388
1743711,107316,2022-07-22,2022-07-25,2022-07-28,,2022-07-28,UPS,lGE060646766
5923018,612892,2023-10-25,2023-10-26,2023-11-05,,2023-10-28,DHL,vFV571061708
4513318,814025,2022-12-05,2022-12-07,2022-12-10,,2022-12-12,USPS,mdR855781636
8400015,686339,2022-03-01,2022-03-04,2022-03-03,,2022-03-12,Royal Mail,IkQ533361552
8066269,54620,2022-01-29,2022-02-01,2022-02-06,,2022-02-04,Royal Mail,bsq344803317
6961119,154303,2023-06-16,2023-06-19,2023-06-29,,2023-06-20,USPS,nVN399770010
3479667,114431,2022-08-20,2022-08-22,2022-08-23,,2022-08-28,DHL,llC613035296
5794222,416166,2021-11-26,2021-11-28,2021-12-01,,2021-12-04,FedEx,rSm815917232
6256833,386380,2023-06-25,2023-06-27,2023-06-28,,2023-07-07,DHL,ZtA565637192
619559,723214,2022-12-08,2022-12-11,2022-12-15,,2022-12-16,FedEx,vYa507256460
4314001,773531,2022-04-11,2022-04-14,2022-04-17,,2022-04-15,USPS,wAs911709059
7563380,72672,2022-03-15,2022-03-16,2022-03-21,,2022-03-24,UPS,Ysx083517070
985718,842517,2022-07-03,2022-07-06,2022-07-14,,2022-07-11,UPS,tYd580951405
7755416,132059,2023-10-12,2023-10-14,2023-10-19,,2023-10-16,FedEx,fjv524733485
8418954,217181,2023-06-08,2023-06-09,2023-06-11,,2023-06-22,DHL,EmM526884946
7120879,204821,2023-07-28,2023-07-31,2023-08-02,,2023-08-05,DHL,QDK407976825
4451747,424285,2023-03-24,2023-03-26,2023-04-01,,2023-03-31,Royal Mail,mxE052716234
9102141,635238,2022-07-27,2022-07-30,2022-08-09,,2022-08-10,DHL,RzP949825010
4145157,48971,2022-12-24,2022-12-26,2022-12-26,,2023-01-08,DHL,bUY751185366
2431251,923818,2022-05-04,2022-05-07,2022-05-07,,2022-05-11,FedEx,anY249583166
7156318,553855,2022-03-15,2022-03-18,2022-03-24,,2022-03-22,FedEx,hfK183403461
5238900,388833,2021-12-27,2021-12-29,2022-01-07,,2022-01-07,USPS,XJn134710773
4530550,136764,2022-10-09,2022-10-10,2022-10-19,,2022-10-20,DHL,uzo853753853
1309035,45640,2023-06-18,2023-06-20,2023-06-21,,2023-06-30,DHL,bpE418448696
3213375,619980,2023-09-11,2023-09-12,2023-09-22,,2023-09-22,Royal Mail,yWP594462165
217416,503103,2021-12-06,2021-12-08,2021-12-15,,2021-12-21,FedEx,EVP083247764
1656656,191306,2022-12-10,2022-12-13,2022-12-14,,2022-12-23,USPS,JTu736111943
4635276,357489,2021-12-17,2021-12-20,2021-12-29,,2021-12-23,Royal Mail,ycb351961742
2780255,7490,2023-07-28,2023-07-29,2023-08-10,,2023-08-09,FedEx,kFW530832057
5715192,46993,2023-04-04,2023-04-05,2023-04-18,,2023-04-08,Royal Mail,wAl699998184
7636516,570302,2022-04-03,2022-04-05,2022-04-11,,2022-04-14,UPS,fHu757008096
345223,323526,2023-08-30,2023-08-31,2023-09-07,,2023-09-12,DHL,kaj159477774
9584783,626998,2022-02-14,2022-02-17,2022-02-24,,2022-02-28,FedEx,TKy033498725
2543261,340454,2022-10-08,2022-10-11,2022-10-12,,2022-10-19,UPS,exe815274650
5358351,492465,2022-07-31,2022-08-02,2022-08-05,,2022-08-15,Royal Mail,GfR858591913
3267442,963333,2023-08-29,2023-09-01,2023-09-01,,2023-09-07,Royal Mail,roU731308226
2993198,366251,2021-12-20,2021-12-22,2022-01-03,,2021-12-31,UPS,cJQ066116726
5483847,848105,2023-09-08,2023-09-09,2023-09-17,,2023-09-23,USPS,gMQ900384856
9257376,35469,2023-11-13,2023-11-16,,,2023-11-30,DHL,dCu108792033
50234,260319,2023-11-23,2023-11-25,,,2023-11-29,FedEx,lzW200224819
4014799,387328,2022-12-29,2022-12-30,2023-01-08,,2023-01-08,USPS,Jgo460453638
6711466,699700,2022-09-24,2022-09-25,2022-10-07,,2022-09-26,USPS,PMl064855487
5394448,901517,2023-08-09,2023-08-12,2023-08-23,,2023-08-18,UPS,cPa237533934
8360791,937677,2022-05-09,2022-05-10,2022-05-19,,2022-05-16,DHL,gCI821488564
3161879,214608,2022-09-06,2022-09-09,2022-09-18,,2022-09-19,FedEx,ubR339475555
7206829,689528,2022-09-03,2022-09-06,2022-09-10,,2022-09-17,DHL,xrb760151942
7772017,598808,2022-02-14,2022-02-15,2022-02-19,,2022-02-18,FedEx,fmT529923762
3333456,175349,2023-01-22,2023-01-24,2023-01-29,,2023-01-28,UPS,iyM503252806
9281174,793000,2022-05-19,2022-05-22,2022-06-02,,2022-05-31,Royal Mail,xwH514255161
9936595,824198,2022-05-10,2022-05-11,2022-05-21,,2022-05-24,UPS,ojl411823981
5098461,689902,2022-06-03,2022-06-06,2022-06-11,,2022-06-09,USPS,OEN989698544
9787136,333623,2022-02-11,2022-02-13,2022-02-22,,2022-02-20,FedEx,Awl247645724
9638,108434,2023-08-13,2023-08-15,2023-08-24,,2023-08-17,USPS,hYS087129480
1369569,577915,2023-07-23,2023-07-25,2023-08-05,,2023-08-03,UPS,mkL092208116
2170758,597903,2022-01-05,2022-01-07,2022-01-07,,2022-01-11,USPS,NVn833449143
325566,758998,2022-05-16,2022-05-17,2022-05-20,,2022-05-27,FedEx,aga697937293
3142417,975513,2022-09-05,2022-09-08,2022-09-08,,2022-09-18,USPS,HDl930887530
7378949,873449,2023-08-11,2023-08-13,2023-08-23,,2023-08-14,UPS,Vbt469618588
5015946,499050,2022-11-16,2022-11-17,2022-11-25,,2022-11-29,DHL,oZu764568302
5279193,436367,2022-10-07,2022-10-10,2022-10-12,,2022-10-23,UPS,iKq626865544
7091182,267296,2023-05-14,2023-05-15,2023-05-27,,2023-05-29,UPS,eaC028475502
6653360,137588,2022-01-18,2022-01-20,2022-01-24,,2022-01-29,FedEx,PuZ792464548
8202404,612941,2022-11-02,2022-11-05,2022-11-15,,2022-11-15,UPS,MsR695790971
8388194,932570,2023-10-12,2023-10-13,2023-10-26,,2023-10-27,FedEx,gFa051553152
2916084,505277,2022-09-14,2022-09-16,2022-09-27,,2022-09-30,UPS,UCR078985325
9211610,511230,2023-05-22,2023-05-24,2023-05-30,,2023-06-02,USPS,rjq069813404
6054768,877264,2022-11-08,2022-11-11,2022-11-15,,2022-11-17,DHL,VpI382934966
8635418,951353,2023-03-23,2023-03-25,2023-03-29,,2023-04-07,Royal Mail,jqE657616013
361619,653906,2023-10-06,2023-10-08,2023-10-16,,2023-10-10,USPS,UFb210753826
1123948,846867,2022-07-18,2022-07-20,2022-07-26,,2022-07-22,DHL,uSE098337659
6949149,246860,2022-07-09,2022-07-11,2022-07-16,,2022-07-19,Royal Mail,AoW423139600
7030225,63764,2023-10-27,2023-10-28,2023-11-09,,2023-11-01,UPS,OVh003800029
2595109,123908,2023-04-05,2023-04-06,2023-04-12,,2023-04-10,UPS,xvH540240504
6922890,17788,2022-09-01,2022-09-04,2022-09-11,,2022-09-18,FedEx,pLA847067563
5759863,350704,2023-01-19,2023-01-22,2023-02-01,,2023-02-03,DHL,XeM394732704
2330221,148706,2022-08-14,2022-08-15,2022-08-25,,2022-08-19,USPS,eep399882322
5123009,638798,2022-05-01,2022-05-03,2022-05-12,,2022-05-07,UPS,qPr143336906
5075767,62556,2022-03-20,2022-03-21,2022-03-23,,2022-03-24,UPS,saC597701966
1530524,833604,2023-05-30,2023-05-31,2023-06-02,,2023-06-10,FedEx,yFe376010358
9804749,45563,2022-05-29,2022-06-01,2022-05-31,,2022-06-13,UPS,Rfi482991437
9634074,490191,2023-01-09,2023-01-11,2023-01-20,,2023-01-16,UPS,zJA115139156
4351698,608485,2022-02-09,2022-02-10,2022-02-17,,2022-02-18,DHL,jhi151416715
3681446,444061,2022-08-17,2022-08-19,2022-08-28,,2022-08-25,Royal Mail,mWs422707186
1158222,39382,2021-12-03,2021-12-05,2021-12-06,,2021-12-07,Royal Mail,APy824105970
3524827,307222,2023-10-26,2023-10-29,2023-10-29,,2023-11-03,USPS,TmT417258934
2162142,828393,2022-01-08,2022-01-11,2022-01-21,,2022-01-22,DHL,vdD665083770
9565674,259384,2022-06-25,2022-06-26,2022-07-04,,2022-07-06,USPS,XXu266511362
6237459,991168,2022-04-20,2022-04-21,2022-04-27,,2022-04-25,FedEx,dcy820387465
9543568,538470,2022-03-10,2022-03-11,2022-03-23,,2022-03-25,Royal Mail,hxy045251635
8289935,292150,2022-12-25,2022-12-26,2023-01-02,,2023-01-01,UPS,qoM836937636
3766179,314794,2022-03-13,2022-03-14,2022-03-27,,2022-03-22,Royal Mail,rlI636408002
2986382,441103,2023-04-18,2023-04-21,2023-04-29,,2023-04-29,FedEx,cYM861838306
109529,448250,2023-10-02,2023-10-04,2023-10-13,,2023-10-18,UPS,ynW331695933
488434,543922,2022-07-06,2022-07-07,2022-07-15,,2022-07-18,Royal Mail,stZ743188257
9659936,206531,2022-07-27,2022-07-29,2022-08-07,,2022-08-04,DHL,QDg761420758
6184226,341759,2022-08-28,2022-08-29,2022-09-04,,2022-08-30,DHL,COL060745573
925142,582302,2023-11-06,2023-11-07,2023-11-18,,2023-11-19,USPS,IWk037376432
6909696,286994,2023-04-17,2023-04-19,2023-04-26,,2023-05-01,FedEx,INZ675194599
5379925,182852,2023-02-26,2023-02-27,2023-03-08,,2023-03-12,UPS,BjZ219213801
3008453,814900,2023-11-03,2023-11-05,2023-11-11,,2023-11-08,DHL,SOp390651154
3470498,25330,2023-09-27,2023-09-28,2023-10-03,,2023-10-03,UPS,ZEP634796238
5243618,654698,2022-06-04,2022-06-07,2022-06-11,,2022-06-08,UPS,SEs859421661
8412247,296978,2023-04-11,2023-04-13,2023-04-19,,2023-04-24,DHL,kUU195346663
3434069,73911,2022-06-21,2022-06-24,2022-07-02,,2022-07-06,Royal Mail,LMk237201998
3424553,895282,2023-09-22,2023-09-24,2023-10-03,,2023-10-01,DHL,GPy273981647
3378727,244852,2023-04-29,2023-04-30,2023-05-10,,2023-05-06,FedEx,Cku595816545
7809593,837169,2023-06-23,2023-06-24,2023-06-25,,2023-07-08,Royal Mail,liO771249425
9352531,375766,2022-02-27,2022-02-28,2022-03-06,,2022-03-11,Royal Mail,FYD300274166
4335702,874843,2022-11-24,2022-11-27,2022-12-07,,2022-12-10,DHL,tjq734294968
9209095,914829,2022-12-31,2023-01-01,2023-01-06,,2023-01-08,FedEx,Jpl015993631
9619425,47152,2022-03-26,2022-03-27,2022-04-09,,2022-04-09,Royal Mail,UdM020421789
3904179,236014,2023-07-29,2023-07-30,2023-08-01,,2023-08-02,FedEx,JAe823678660
6440862,427725,2023-07-08,2023-07-11,2023-07-15,,2023-07-14,FedEx,eAi815926259
7347855,111552,2022-04-20,2022-04-21,2022-05-04,,2022-05-05,DHL,wxb221237833
9437271,131132,2023-04-08,2023-04-11,2023-04-11,,2023-04-16,FedEx,DdG666298414
3936788,992319,2022-03-24,2022-03-25,2022-03-26,,2022-04-08,UPS,pXr468714382
7662074,805420,2023-07-28,2023-07-31,2023-08-09,,2023-08-08,FedEx,OPi993171775
8140195,105827,2022-12-22,2022-12-23,2022-12-26,,2022-12-30,FedEx,xxs102494086
7820990,139786,2023-01-27,2023-01-29,2023-02-04,,2023-02-09,DHL,Iza243133748
5184561,399546,2023-07-04,2023-07-05,2023-07-17,,2023-07-08,FedEx,uCl109499722
5892681,453143,2021-11-22,2021-11-24,2021-12-05,,2021-11-25,UPS,BNl898861086
2393332,143839,2023-04-14,2023-04-16,2023-04-24,,2023-04-25,DHL,Vwf857388096
1040612,977966,2023-06-05,2023-06-08,2023-06-09,,2023-06-21,USPS,JRG272615296
5071601,720657,2023-09-30,2023-10-02,2023-10-14,,2023-10-09,Royal Mail,EDD832411730
4682845,267021,2023-10-23,2023-10-25,2023-11-02,,2023-10-26,Royal Mail,uSG365417396
3531093,243746,2022-02-15,2022-02-18,2022-02-23,,2022-03-04,UPS,XdJ548745860
4560718,738001,2023-08-05,2023-08-06,2023-08-19,,2023-08-18,USPS,sLV466534195
1596604,506215,2023-10-29,2023-10-30,2023-11-03,,2023-11-05,UPS,leF828558166
391227,332329,2022-10-06,2022-10-09,2022-10-09,,2022-10-11,FedEx,Uzj398607174
9302120,697076,2021-12-16,2021-12-18,2021-12-26,,2022-01-01,DHL,ugF915832003
1604370,314255,2022-08-08,2022-08-11,2022-08-19,,2022-08-16,Royal Mail,vEj961524159
4240089,33993,2023-08-20,2023-08-22,2023-09-03,,2023-08-31,Royal Mail,cRs951858694
8174022,333407,2023-06-11,2023-06-12,2023-06-20,,2023-06-17,USPS,GNF686257730
3777641,725263,2023-09-02,2023-09-05,2023-09-05,,2023-09-18,DHL,Bfv825683743
2476053,180559,2023-08-30,2023-08-31,2023-09-03,,2023-09-13,Royal Mail,YkE646961247
2718620,198008,2022-09-08,2022-09-10,2022-09-22,,2022-09-19,UPS,CHv711563970
3844367,538768,2022-07-31,2022-08-02,2022-08-10,,2022-08-08,USPS,TYF301273022
5984215,850085,2023-08-30,2023-09-01,2023-09-03,,2023-09-15,FedEx,BuX145118075
2572054,365013,2022-05-01,2022-05-04,2022-05-08,,2022-05-11,UPS,YjE086296957
8220873,427344,2022-03-22,2022-03-25,2022-03-30,,2022-03-27,Royal Mail,asz119206555
9842301,368943,2022-12-21,2022-12-22,2022-12-24,,2023-01-02,UPS,Ugt775731895
8993293,452142,2023-02-06,2023-02-07,2023-02-09,,2023-02-20,FedEx,cAe620307639
8541920,941482,2023-11-27,2023-11-30,,,2023-12-01,FedEx,HSZ452580206
7590994,889857,2022-02-22,2022-02-25,2022-03-01,,2022-02-26,DHL,GCh360405309
9354050,928693,2022-12-21,2022-12-23,2022-12-26,,2022-12-29,USPS,yWw517918877
3515480,814616,2023-08-23,2023-08-25,2023-08-30,,2023-09-03,UPS,aVU558839402
8746993,559821,2023-11-26,2023-11-29,,,2023-12-03,Royal Mail,eOb206869572
5920383,777024,2023-02-22,2023-02-23,2023-03-06,,2023-02-25,USPS,bbe586348100
7233662,378255,2023-10-17,2023-10-19,2023-10-29,,2023-10-20,DHL,flL884665467
4170080,357022,2022-01-20,2022-01-23,2022-01-27,,2022-02-04,Royal Mail,XPt502440782
9504074,730681,2023-03-31,2023-04-03,2023-04-09,,2023-04-06,UPS,GzK864228806
8811894,803180,2021-11-20,2021-11-21,2021-12-02,,2021-11-28,UPS,Oqd608825675
5124819,662485,2022-01-15,2022-01-16,2022-01-21,,2022-01-19,USPS,kev266029707
5189487,427355,2022-04-28,2022-05-01,2022-05-11,,2022-05-04,Royal Mail,TPr061535202
1896418,789420,2023-08-24,2023-08-27,2023-09-01,,2023-09-03,Royal Mail,Hxv747512713
1831699,443168,2021-11-24,2021-11-26,2021-12-06,,2021-11-30,USPS,uQM901885308
4749312,828199,2022-08-07,2022-08-08,2022-08-14,,2022-08-14,FedEx,GRf445041744
6537275,603806,2022-02-24,2022-02-26,2022-03-06,,2022-03-03,FedEx,fKp782864899
3278161,163559,2023-07-20,2023-07-22,2023-08-02,,2023-07-26,USPS,tUg485070682
2294441,489236,2022-08-01,2022-08-03,2022-08-07,,2022-08-17,FedEx,vKj196033753
1455522,53720,2022-11-26,2022-11-29,2022-11-29,,2022-12-10,UPS,zsv686490779
7011480,294594,2023-03-21,2023-03-23,2023-03-31,,2023-03-27,Royal Mail,LaC987301118
576238,195244,2023-07-05,2023-07-07,2023-07-10,,2023-07-12,DHL,asx969835895
4408768,282567,2022-02-12,2022-02-13,2022-02-22,,2022-02-21,Royal Mail,JKZ283953989
7250765,885336,2023-04-11,2023-04-14,2023-04-22,,2023-04-21,USPS,bRd415095561
9323733,425899,2022-03-04,2022-03-06,2022-03-17,,2022-03-13,FedEx,Pco632898958
7181810,248589,2023-01-06,2023-01-09,2023-01-15,,2023-01-17,FedEx,Nmf413494518
8791178,597236,2023-09-27,2023-09-29,2023-10-11,,2023-10-05,DHL,uJX968444507
4691294,349248,2023-09-18,2023-09-20,2023-09-21,,2023-10-02,Royal Mail,off809040265
3826747,258263,2023-03-10,2023-03-12,2023-03-13,,2023-03-26,UPS,xXj532289348
9890970,800189,2022-11-08,2022-11-10,2022-11-13,,2022-11-15,FedEx,gWU652133442
7300462,321813,2021-12-22,2021-12-24,2021-12-28,,2022-01-03,FedEx,QEC156521954
6400364,527141,2022-01-24,2022-01-26,2022-02-05,,2022-01-28,DHL,mHU204787033
9332932,593545,2023-04-15,2023-04-17,2023-04-27,,2023-04-21,DHL,MwS580939107
8661599,427127,2022-02-18,2022-02-19,2022-03-02,,2022-02-22,DHL,ZyB255871390
665842,263623,2022-12-16,2022-12-17,2022-12-20,,2022-12-19,FedEx,pdD497929033
993158,902975,2021-12-20,2021-12-22,2021-12-29,,2021-12-28,FedEx,fUt685349499
3150822,713678,2022-06-02,2022-06-05,2022-06-12,,2022-06-14,UPS,OFy156915277
9486052,747554,2022-12-17,2022-12-19,2022-12-26,,2022-12-27,DHL,pAM097280544
8683057,257929,2023-11-24,2023-11-27,,,2023-12-08,Royal Mail,cOd402137884
3333624,560317,2022-06-20,2022-06-21,2022-06-25,,2022-07-03,UPS,rqS273623004
5202330,962615,2023-11-01,2023-11-03,2023-11-12,,2023-11-12,UPS,fMp807845132
6146928,537015,2022-07-01,2022-07-03,2022-07-03,,2022-07-16,UPS,quh076348514
1010300,536145,2022-02-13,2022-02-16,2022-02-21,,2022-02-22,UPS,str943303812
3273334,189599,2022-04-06,2022-04-07,2022-04-16,,2022-04-08,Royal Mail,Xza989230429
5872150,805773,2023-05-17,2023-05-19,2023-05-31,,2023-05-24,Royal Mail,yoq130052231
3154312,859760,2022-06-16,2022-06-17,2022-06-29,,2022-06-25,UPS,Ddc625427934
9277581,517953,2023-10-30,2023-11-02,2023-11-13,,2023-11-14,USPS,svU152963017
4725171,771951,2023-07-29,2023-07-30,2023-07-31,,2023-08-04,USPS,JbH105865815
7737827,923971,2023-01-18,2023-01-19,2023-01-26,,2023-01-31,FedEx,Ngk123548644
3227491,623575,2022-10-24,2022-10-25,2022-10-29,,2022-10-27,USPS,cGP521491536
1048620,556861,2023-06-29,2023-07-02,2023-07-09,,2023-07-06,UPS,IAF178519858
2959608,815496,2023-09-03,2023-09-05,2023-09-11,,2023-09-16,USPS,tmO755182782
1965003,796820,2023-03-28,2023-03-30,2023-04-08,,2023-04-08,DHL,qKO842941035
9147774,993046,2022-12-26,2022-12-29,2022-12-30,,2022-12-30,FedEx,lei710084125
3411589,560685,2022-12-23,2022-12-24,2023-01-05,,2022-12-31,Royal Mail,yrU857223701
6282843,883734,2022-09-16,2022-09-19,2022-09-26,,2022-09-24,Royal Mail,gWy832459588
8154535,525473,2023-01-29,2023-01-30,2023-02-12,,2023-02-11,UPS,HWh699953520
2511503,565795,2023-02-11,2023-02-12,2023-02-24,,2023-02-13,UPS,Ihr326583044
7708139,711838,2022-10-30,2022-11-02,2022-11-04,,2022-11-10,DHL,jQd856028031
1636735,21667,2022-12-17,2022-12-20,2022-12-22,,2023-01-03,USPS,VWV566131713
4155260,868400,2022-07-28,2022-07-30,2022-08-10,,2022-08-11,USPS,TgT580234477
2972402,445386,2023-08-05,2023-08-07,2023-08-18,,2023-08-09,USPS,PnQ282525953
7340084,396907,2022-10-26,2022-10-29,2022-10-29,,2022-11-02,Royal Mail,LUO564715816
8073989,41801,2021-11-19,2021-11-21,2021-11-28,,2021-12-02,USPS,sXp796645141
9305686,768353,2023-05-17,2023-05-19,2023-05-19,,2023-05-20,UPS,JSW092044245
9529055,608653,2023-09-29,2023-10-01,2023-10-04,,2023-10-08,DHL,jiZ998675852
3219669,22211,2023-08-27,2023-08-28,2023-09-10,,2023-09-04,FedEx,CGG171662514
5575584,260254,2022-04-26,2022-04-27,2022-04-28,,2022-05-06,DHL,KoM960050717
2219629,5882,2022-03-07,2022-03-09,2022-03-13,,2022-03-13,Royal Mail,YyI762318153
9100407,642505,2023-07-18,2023-07-21,2023-07-22,,2023-08-01,DHL,cpR787923856
4574643,834706,2023-03-03,2023-03-05,2023-03-17,,2023-03-11,USPS,Fqu944535743
3398796,108585,2022-01-06,2022-01-09,2022-01-19,,2022-01-14,FedEx,fvd115069226
6067038,612625,2022-05-20,2022-05-23,2022-05-26,,2022-06-06,USPS,PYD163829154
5301344,617378,2022-01-12,2022-01-13,2022-01-19,,2022-01-17,DHL,DyX310144611
8777026,462964,2023-08-27,2023-08-28,2023-09-01,,2023-09-07,DHL,xRS681921037
4628937,269462,2022-06-26,2022-06-27,2022-07-07,,2022-07-02,Royal Mail,AQV368461324
8477941,846782,2022-11-09,2022-11-12,2022-11-19,,2022-11-17,USPS,hDu047470564
6990955,686396,2023-02-10,2023-02-13,2023-02-21,,2023-02-15,UPS,eTP468394342
4971823,40894,2022-09-30,2022-10-03,2022-10-03,,2022-10-15,USPS,Jku192254230
1912530,456295,2022-11-18,2022-11-20,2022-11-25,,2022-11-23,FedEx,rdm134929108
2259299,364322,2021-12-07,2021-12-09,2021-12-14,,2021-12-12,DHL,dgT685126905
5555398,330650,2022-11-26,2022-11-29,2022-12-01,,2022-12-07,UPS,iAT973383554
9359463,620381,2022-08-21,2022-08-24,2022-08-29,,2022-08-29,FedEx,bmR475945403
874930,30651,2021-12-04,2021-12-05,2021-12-11,,2021-12-15,UPS,Hbm207634624
5577227,124964,2023-01-13,2023-01-15,2023-01-25,,2023-01-27,DHL,AIS152798481
3260170,577945,2023-04-02,2023-04-03,2023-04-14,,2023-04-17,Royal Mail,PwQ124001293
2977122,109745,2022-03-11,2022-03-12,2022-03-15,,2022-03-22,DHL,jYs622022439
7437919,481021,2022-01-19,2022-01-21,2022-01-25,,2022-01-30,USPS,FcH247688430
8556988,772921,2023-10-22,2023-10-25,2023-10-27,,2023-11-02,Royal Mail,yik710094158
4194734,109100,2022-08-28,2022-08-31,2022-08-31,,2022-09-10,UPS,zoy934100731
9470185,953895,2023-09-04,2023-09-06,2023-09-17,,2023-09-09,FedEx,TKP902966945
7190107,856804,2023-09-29,2023-10-01,2023-10-08,,2023-10-11,Royal Mail,CoR972076851
3044714,212852,2023-05-30,2023-05-31,2023-06-07,,2023-06-11,DHL,kQs526675641
1099036,595660,2022-10-13,2022-10-15,2022-10-17,,2022-10-16,UPS,kxN779290903
6088431,561441,2023-01-21,2023-01-24,2023-02-03,,2023-01-31,Royal Mail,ltL294603603
6734189,101124,2023-07-24,2023-07-26,2023-07-29,,2023-08-08,DHL,WIK221267307
1458035,480131,2023-03-18,2023-03-20,2023-03-24,,2023-04-01,Royal Mail,bYe821784970
9385262,204327,2022-04-25,2022-04-27,2022-05-08,,2022-04-29,USPS,fhD309256411
7106543,55878,2023-08-05,2023-08-07,2023-08-07,,2023-08-09,USPS,BJd324214218
9051932,764590,2023-04-13,2023-04-16,2023-04-19,,2023-04-25,Royal Mail,Imp366751372
5179700,584913,2023-09-13,2023-09-14,2023-09-23,,2023-09-27,DHL,aUI263506109
4621563,961463,2023-05-04,2023-05-07,2023-05-17,,2023-05-20,USPS,dkd127221827
248546,724219,2023-09-16,2023-09-19,2023-09-22,,2023-09-28,DHL,eSD128838146
2176223,455110,2022-07-28,2022-07-29,2022-08-04,,2022-08-02,UPS,MnX052682998
6810626,833598,2022-05-03,2022-05-05,2022-05-11,,2022-05-15,Royal Mail,ITw992430426
6534208,937435,2023-07-18,2023-07-21,2023-07-21,,2023-08-04,FedEx,YUn519454553
9269818,458656,2022-06-08,2022-06-09,2022-06-12,,2022-06-11,USPS,ALS949746102
7755781,431291,2022-01-23,2022-01-25,2022-02-05,,2022-01-30,Royal Mail,jiP957889937
3360581,234080,2023-04-20,2023-04-21,2023-05-02,,2023-05-05,FedEx,YNE253075802
5005925,951061,2022-06-11,2022-06-12,2022-06-23,,2022-06-20,USPS,kNS936554048
2981351,583451,2022-09-20,2022-09-21,2022-09-22,,2022-10-03,Royal Mail,tTV230850568
2892872,650455,2023-08-01,2023-08-02,2023-08-14,,2023-08-13,USPS,mab277222088
7821865,903164,2022-09-15,2022-09-18,2022-09-26,,2022-09-26,Royal Mail,hZi460830800
