,OrderID,CustomerID,OrderDate,TotalAmount,Status,OrderYearMonth
6412,624156,87353,2023-11-18,1014.31,Shipped,2023-11
6413,320101,711551,2022-09-07,2200.97,Delivered,2023-08
6414,675625,936710,2022-11-25,75.33,Delivered,2023-12
6415,365269,831859,2023-07-17,1067.63,Delivered,2022-01
6416,732469,368969,2023-12-01,908.55,Shipped,2021-11
6417,634420,569746,2023-09-03,1463.63,Delivered,2022-02
6418,467391,759503,2023-10-24,3376.5,Delivered,2022-02
6419,839649,95710,2023-08-21,2790.84,Delivered,2022-09
6420,315482,68772,2021-12-05,4322.65,Delivered,2022-06
6421,8775,401828,2023-02-12,4040.95,Delivered,2023-06
6422,41509,262778,2022-07-08,1020.66,Delivered,2023-07
6423,893571,128134,2023-08-15,3307.77,Delivered,2023-02
6424,596651,936939,2022-01-02,691.83,Delivered,2022-12
6425,919451,801265,2022-02-10,3858.99,Delivered,2022-09
6426,199445,207850,2023-09-24,3039.83,Delivered,2022-08
6427,73226,978104,2022-10-08,4101.75,Delivered,2022-05
6428,532401,818204,2023-01-27,3349.29,Delivered,2023-04
6429,658225,943554,2022-05-24,2198.11,Delivered,2022-03
6430,140838,349811,2022-05-26,3844.29,Delivered,2023-08
6431,848076,480087,2023-06-27,4822.36,Delivered,2023-08
6432,295646,919900,2023-03-17,3991.22,Delivered,2023-03
6433,541293,889554,2023-10-02,4608.26,Delivered,2022-12
6434,530064,245105,2022-11-22,2120.78,Delivered,2022-07
6435,88272,993636,2022-05-08,3539.87,Delivered,2022-02
6436,609240,745262,2022-09-01,2083.86,Delivered,2022-02
6437,294767,412382,2023-04-30,2770.16,Delivered,2022-05
6438,370323,306608,2021-11-25,603.74,Delivered,2022-03
6439,356966,558790,2023-04-04,1067.79,Delivered,2023-12
6440,182934,70582,2023-01-06,4563.37,Delivered,2023-03
6441,138398,611582,2022-08-21,1524.41,Delivered,2023-11
6442,523249,733164,2022-12-18,2964.89,Delivered,2022-04
6443,493162,184185,2022-07-09,3378.55,Delivered,2023-08
6444,217452,725882,2022-10-24,4606.22,Delivered,2023-06
6445,774620,504723,2023-06-09,1981.67,Delivered,2023-03
6446,686735,168076,2022-09-28,1143.66,Delivered,2022-12
6447,847050,8940,2023-06-23,1380.51,Delivered,2022-05
6448,203531,939478,2023-03-27,3768.07,Delivered,2022-11
6449,41110,440114,2023-04-06,2370.09,Delivered,2022-03
6450,871903,672002,2023-07-29,1854.24,Delivered,2022-10
6451,554709,172097,2022-10-23,1900.82,Delivered,2023-05
6452,239557,74020,2023-05-30,1426.87,Delivered,2023-12
6453,743981,791601,2023-03-21,4283.99,Delivered,2023-05
6454,208424,362642,2022-06-24,2603.79,Delivered,2022-02
6455,398057,381110,2022-01-22,1220.86,Delivered,2023-01
6456,271947,702530,2022-11-23,3193.27,Delivered,2022-06
6457,339424,915820,2023-01-26,74.68,Delivered,2023-01
6458,909325,674517,2022-03-13,99.1,Delivered,2022-04
6459,43340,392495,2021-11-22,2992.72,Delivered,2023-06
6460,743340,942139,2022-01-16,1271.53,Delivered,2022-11
6461,687102,566139,2023-03-04,146.57,Delivered,2022-12
6462,735565,930637,2023-11-14,2928.71,Shipped,2022-12
6463,498116,803142,2023-02-06,171.33,Delivered,2022-01
6464,838373,653007,2023-09-13,2381.57,Delivered,2023-07
6465,122843,541754,2022-03-02,736.34,Delivered,2023-11
6466,187546,206010,2022-04-07,2774.91,Delivered,2023-10
6467,337366,558044,2022-06-16,4536.35,Delivered,2023-03
6468,590951,475730,2023-10-02,392.39,Delivered,2022-10
6469,489696,571960,2023-07-02,1726.4,Delivered,2023-09
6470,353097,14397,2022-12-30,2229.44,Delivered,2023-12
6471,716258,619721,2023-03-09,2819.41,Delivered,2023-12
6472,681249,211757,2023-09-05,684.85,Delivered,2023-08
6473,812834,335253,2022-09-15,119.19,Delivered,2022-04
6474,490779,340630,2023-02-08,1424.79,Delivered,2023-02
6475,343216,290611,2023-04-04,3462.53,Delivered,2023-11
6476,437915,119982,2022-11-26,4431.46,Delivered,2023-05
6477,26375,363222,2023-04-07,1270.37,Delivered,2022-07
6478,720568,103438,2022-12-11,296.16,Delivered,2022-11
6479,636247,121777,2022-03-30,3584.63,Delivered,2022-10
6480,856123,781262,2023-12-09,2546.98,Processing,2023-06
6481,297628,56453,2023-09-30,4425.49,Delivered,2022-11
6482,692507,548403,2023-11-20,132.94,Shipped,2023-03
6483,741318,159579,2022-10-15,2954.12,Delivered,2023-05
6484,541527,253369,2022-07-23,3818.86,Delivered,2023-10
6485,303840,403608,2023-06-22,2781.07,Delivered,2022-04
6486,812043,827802,2022-08-09,3743.07,Delivered,2022-03
6487,391415,176183,2023-06-11,4950.47,Delivered,2022-12
6488,40956,143258,2021-11-27,3991.56,Delivered,2023-03
6489,322078,271283,2022-09-10,3976.76,Delivered,2022-06
6490,780385,859946,2023-02-09,1899.67,Delivered,2023-11
6491,723490,520436,2022-08-08,555.83,Delivered,2022-05
6492,820108,209769,2021-12-05,2764.26,Delivered,2022-04
6493,571081,315040,2023-11-04,1095.27,Delivered,2022-04
6494,849012,770494,2022-10-04,2096.6,Delivered,2021-12
6495,645567,75822,2023-07-25,1359.48,Delivered,2023-10
6496,787921,243858,2022-06-01,933.38,Delivered,2021-12
6497,581556,261243,2022-09-11,4001.96,Delivered,2023-09
6498,184937,279959,2021-12-13,2936.36,Delivered,2023-08
6499,407197,515717,2022-10-12,3025.59,Delivered,2022-06
6500,763450,874033,2023-10-03,2714.09,Delivered,2022-01
6501,719820,175013,2022-03-19,105.18,Delivered,2022-07
6502,963974,600273,2023-08-26,4353.99,Delivered,2023-01
6503,405420,732360,2022-04-28,3934.3,Delivered,2023-12
6504,308130,255963,2023-09-14,3157.26,Delivered,2023-07
6505,9429,714758,2023-06-15,2032.42,Delivered,2022-01
6506,651856,991129,2023-03-04,811.22,Delivered,2022-12
6507,239211,733848,2023-06-13,1220.07,Delivered,2022-04
6508,975793,31101,2022-10-22,212.59,Delivered,2022-01
6509,588125,404201,2023-03-08,1254.56,Delivered,2023-05
6510,431048,620136,2022-02-28,4852.72,Delivered,2023-05
6511,996648,890155,2023-10-09,2606.11,Delivered,2022-03
6512,851739,133661,2022-05-22,66.91,Delivered,2022-01
6513,404945,146035,2022-03-19,1453.39,Delivered,2022-04
6514,95720,933943,2023-03-13,2578.23,Delivered,2022-05
6515,342184,4104,2022-02-22,3608.27,Delivered,2022-01
6516,748260,522818,2022-09-21,2049.28,Delivered,2022-12
6517,246773,111380,2023-08-07,1479.17,Delivered,2022-12
6518,329666,217942,2022-03-08,693.09,Delivered,2022-02
6519,939694,690823,2022-07-08,1724.09,Delivered,2022-06
6520,451435,832282,2023-10-11,1529.86,Delivered,2023-09
6521,771968,831063,2022-02-13,1447.77,Delivered,2022-01
6522,783043,936331,2021-12-06,551.96,Delivered,2022-05
6523,230223,472242,2023-03-07,643.98,Delivered,2023-11
6524,207954,888992,2021-12-05,3020.2,Delivered,2022-05
6525,223332,188075,2022-07-11,1864.06,Delivered,2022-08
6526,474456,728481,2023-06-15,4201.16,Delivered,2023-10
6527,654370,993208,2023-04-07,1524.21,Delivered,2023-03
6528,337645,742752,2023-05-18,292.58,Delivered,2023-10
6529,540139,752783,2021-12-08,1124.55,Delivered,2023-05
6530,377811,323207,2023-10-31,4563.66,Delivered,2022-11
6531,304107,287123,2022-12-18,182.57,Delivered,2022-01
6532,644938,485811,2021-12-26,2776.17,Delivered,2023-07
6533,771484,110392,2023-07-27,2828.96,Delivered,2022-09
6534,344968,271230,2022-10-03,2083.88,Delivered,2023-05
6535,755485,884168,2022-07-01,2238.89,Delivered,2022-12
6536,476979,860297,2023-10-20,4863.55,Delivered,2022-07
6537,325443,288669,2023-03-12,1630.06,Delivered,2023-12
6538,494939,797800,2023-01-08,3841.28,Delivered,2023-10
6539,977054,933709,2023-10-11,1706.08,Delivered,2022-12
6540,649823,960491,2022-06-25,2224.84,Delivered,2022-01
6541,137382,47687,2023-04-26,2710.48,Delivered,2022-09
6542,292750,605626,2023-11-03,3241.52,Delivered,2023-01
6543,225102,37870,2022-01-12,2267.27,Delivered,2023-12
6544,606919,709240,2022-05-30,1555.24,Delivered,2023-06
6545,412478,358337,2022-01-30,2223.79,Delivered,2023-12
6546,269609,34072,2022-12-07,3176.32,Delivered,2023-06
6547,471104,574121,2023-07-19,4711.48,Delivered,2022-11
6548,207960,220841,2023-05-30,3230.41,Delivered,2023-05
6549,81818,662317,2023-09-03,4052.39,Delivered,2023-07
6550,372835,791922,2023-07-31,241.74,Delivered,2022-06
6551,252033,163546,2023-11-12,1712.96,Shipped,2022-08
6552,497706,270169,2021-12-04,2452.63,Delivered,2023-12
6553,227266,306558,2023-11-06,3193.13,Delivered,2023-03
6554,929908,141754,2022-05-14,3809.02,Delivered,2022-10
6555,68739,485124,2022-01-07,2776.83,Delivered,2022-10
6556,604911,228285,2023-02-13,3881.97,Delivered,2023-12
6557,203431,620343,2022-07-25,1341.22,Delivered,2023-03
6558,802276,780965,2022-09-17,3362.61,Delivered,2023-10
6559,345715,527615,2021-12-07,4073.74,Delivered,2023-06
6560,547296,520915,2023-08-02,3785.23,Delivered,2023-05
6561,824398,344489,2021-12-30,3071.22,Delivered,2023-05
6562,73330,539931,2021-12-10,2316.15,Delivered,2023-09
6563,183955,295102,2022-11-26,1223.07,Delivered,2022-03
6564,861489,482765,2022-03-14,1250.28,Delivered,2023-08
6565,221386,787395,2023-04-18,2032.77,Delivered,2022-02
6566,424354,605497,2022-12-14,3918.03,Delivered,2022-06
6567,776413,296110,2022-06-25,3658.88,Delivered,2023-10
6568,409179,36900,2023-10-01,3338.8,Delivered,2022-04
6569,470883,486748,2023-09-21,129.32,Delivered,2023-04
6570,74297,939214,2023-08-28,4080.12,Delivered,2023-02
6571,876664,547614,2023-03-25,4674.41,Delivered,2022-02
6572,859650,684048,2023-11-10,190.67,Shipped,2023-04
6573,593935,783388,2022-08-31,423.83,Delivered,2023-05
6574,417946,490240,2023-10-16,3113.67,Delivered,2023-10
6575,129347,56993,2023-09-10,3594.81,Delivered,2022-09
6576,495503,588707,2022-08-28,163.04,Delivered,2022-10
6577,357375,62962,2022-12-14,357.62,Delivered,2021-11
6578,190189,384565,2023-06-28,4880.14,Delivered,2022-07
6579,713823,27121,2023-03-12,3553.57,Delivered,2023-07
6580,458955,786643,2022-04-13,1161.58,Delivered,2022-02
6581,172549,65001,2023-07-20,1536.46,Delivered,2022-12
6582,294688,365332,2023-08-13,4825.87,Delivered,2023-02
6583,434094,210319,2023-11-20,771.97,Shipped,2023-10
6584,924964,103939,2023-11-03,2003.21,Delivered,2022-08
6585,607219,42410,2022-11-28,1655.98,Delivered,2023-09
6586,521534,491894,2022-09-03,738.97,Delivered,2022-09
6587,251125,612653,2022-12-10,1859.9,Delivered,2023-08
6588,257437,307483,2023-12-07,1331.13,Processing,2022-12
6589,955569,78700,2022-05-17,655.39,Delivered,2023-08
6590,563668,558188,2023-07-21,3109.84,Delivered,2022-01
6591,70182,341529,2023-04-01,161.19,Delivered,2022-07
6592,14757,251349,2022-05-02,4812.12,Delivered,2022-05
6593,762150,530298,2023-10-18,3996.1,Delivered,2023-04
6594,285997,59563,2023-04-22,757.73,Delivered,2023-07
6595,758870,908804,2021-11-21,2163.82,Delivered,2022-06
6596,596028,695637,2022-09-07,4433.9,Delivered,2022-07
6597,491289,559334,2023-12-02,2628.38,Processing,2022-01
6598,309338,955505,2023-07-15,2886.56,Delivered,2022-06
6599,488453,247563,2022-01-13,4034.11,Delivered,2022-07
6600,608511,273655,2022-11-26,335.96,Delivered,2023-12
6601,509062,574333,2022-11-11,4233.22,Delivered,2022-03
6602,583868,725286,2022-06-11,4621.44,Delivered,2022-12
6603,410520,833657,2021-12-30,3412.2,Delivered,2022-02
6604,584389,485584,2023-10-14,1144.08,Delivered,2023-05
6605,912610,542668,2023-09-04,3833.2,Delivered,2023-07
6606,749699,806377,2022-12-19,1011.37,Delivered,2022-07
6607,329183,106555,2022-03-26,3568.91,Delivered,2022-05
6608,830083,217446,2022-11-01,2464.18,Delivered,2022-01
6609,480862,69621,2023-08-23,2306.29,Delivered,2022-03
6610,634226,58268,2023-04-08,4056.6,Delivered,2023-08
6611,593983,54985,2023-03-04,2514.36,Delivered,2022-12
6612,26704,854046,2022-01-05,2503.82,Delivered,2022-05
6613,519582,444830,2023-02-28,4110.89,Delivered,2022-02
6614,448939,140923,2022-07-19,1570.79,Delivered,2023-01
6615,914184,934388,2023-09-14,1576.35,Delivered,2023-10
6616,161552,619320,2022-07-10,84.09,Delivered,2021-11
6617,851396,863024,2022-08-11,1954.53,Delivered,2023-10
6618,887948,665708,2022-10-16,2726.33,Delivered,2022-10
6619,368940,847077,2022-08-19,4959.65,Delivered,2023-11
6620,838172,877686,2022-02-26,734.43,Delivered,2023-04
6621,271502,739838,2023-05-14,1997.53,Delivered,2022-08
6622,530427,943001,2023-08-25,220.2,Delivered,2023-06
6623,959634,165380,2022-11-05,924.21,Delivered,2023-03
6624,126603,581002,2022-02-19,2359.75,Delivered,2023-09
6625,904022,436228,2022-05-28,1367.24,Delivered,2023-02
6626,169327,2091,2022-12-25,3065.5,Delivered,2023-10
6627,520750,946065,2022-01-01,4042.95,Delivered,2023-08
6628,857471,234015,2022-01-14,2736.58,Delivered,2022-01
6629,675926,693230,2022-08-20,1746.77,Delivered,2023-09
6630,125602,197355,2022-01-07,1242.66,Delivered,2023-04
6631,310867,368604,2022-10-28,2114.49,Delivered,2023-12
6632,560019,172711,2023-09-25,4031.02,Delivered,2022-04
6633,309565,541754,2023-03-09,1839.86,Delivered,2022-02
6634,789865,34723,2023-02-03,1563.26,Delivered,2023-11
6635,963279,943772,2023-07-12,1762.45,Delivered,2022-04
6636,224485,185294,2022-12-14,2604.75,Delivered,2023-04
6637,253616,286339,2022-11-07,4075.93,Delivered,2023-08
6638,415752,488663,2023-06-17,716.98,Delivered,2023-09
6639,250136,838406,2023-04-17,3052.51,Delivered,2022-06
6640,868540,647848,2021-12-09,2751.97,Delivered,2023-09
6641,191082,763780,2022-04-07,1319.69,Delivered,2023-10
6642,359490,262017,2022-05-17,2581.36,Delivered,2022-07
6643,187632,944315,2023-02-28,4957.37,Delivered,2023-10
6644,887139,661786,2023-09-15,4142.8,Delivered,2022-07
6645,750555,663805,2023-12-03,2630.99,Cancelled,2023-06
6646,536819,485932,2022-03-28,4966.18,Delivered,2022-08
6647,605180,13986,2022-11-22,1855.6,Delivered,2022-09
6648,543730,92119,2022-06-10,813.57,Delivered,2022-04
6649,411461,229545,2021-12-09,3802.71,Delivered,2022-05
6650,752450,166555,2022-05-21,547.76,Delivered,2022-03
6651,996923,517996,2022-10-02,1588.95,Delivered,2022-11
6652,944511,515466,2022-11-22,4577.22,Delivered,2023-07
6653,169950,775194,2023-08-25,538.91,Delivered,2023-05
6654,729155,88505,2022-12-07,2718.93,Delivered,2023-06
6655,20088,270449,2022-12-30,1793.18,Delivered,2023-01
6656,855447,677176,2022-01-17,2799.93,Delivered,2023-10
6657,204218,509335,2023-11-28,4044.05,Shipped,2022-05
6658,76210,732315,2023-03-30,891.63,Delivered,2022-11
6659,631351,3911,2022-12-11,1337.74,Delivered,2023-11
6660,286234,14836,2022-11-25,463.15,Delivered,2023-04
6661,825173,229156,2023-07-11,4070.45,Delivered,2022-12
6662,517300,50173,2023-06-30,3578.98,Delivered,2023-11
6663,107667,626677,2023-05-13,2874.37,Delivered,2022-01
6664,20385,94763,2022-03-15,828.21,Delivered,2021-12
6665,224281,993381,2022-06-15,1679.33,Delivered,2023-08
6666,770705,525052,2023-02-14,2913.71,Delivered,2022-04
6667,774709,767462,2023-02-23,4826.03,Delivered,2023-12
6668,932883,640280,2022-10-24,3072.69,Delivered,2022-08
6669,289539,488419,2022-08-01,4464.78,Delivered,2022-08
6670,532852,561867,2022-06-09,3214.32,Delivered,2023-08
6671,113124,426025,2022-03-05,2759.16,Delivered,2023-05
6672,964554,740092,2022-09-02,3565.71,Delivered,2021-12
6673,675298,460450,2022-12-25,215.14,Delivered,2021-11
6674,722400,807854,2022-05-23,3601.78,Delivered,2022-07
6675,291737,252298,2022-07-20,3549.09,Delivered,2023-12
6676,814281,329265,2022-08-18,493.56,Delivered,2023-01
6677,699794,357559,2022-09-10,710.64,Delivered,2022-07
6678,620509,147792,2022-03-15,1038.39,Delivered,2022-12
6679,610119,724516,2022-08-01,4601.16,Delivered,2023-05
6680,649219,543429,2022-07-09,1688.39,Delivered,2023-08
6681,359773,721772,2022-10-09,2835.63,Delivered,2023-09
6682,669526,286139,2023-08-30,3434.9,Delivered,2022-10
6683,555188,440328,2022-02-07,4525.99,Delivered,2022-07
6684,653734,539574,2022-01-30,391.33,Delivered,2023-05
6685,50655,601061,2023-08-10,4516.28,Delivered,2023-01
6686,271453,412638,2022-03-31,2445.01,Delivered,2023-09
6687,599906,493049,2023-11-09,3816.96,Shipped,2022-09
6688,876710,555939,2022-09-14,2580.95,Delivered,2022-07
6689,746324,587505,2022-04-09,3595.47,Delivered,2023-01
6690,288543,232065,2022-05-30,1549.77,Delivered,2022-04
6691,172781,613761,2023-02-07,1219.4,Delivered,2023-10
6692,893003,328422,2023-05-19,4067.03,Delivered,2022-06
6693,589616,300998,2023-03-31,3188.4,Delivered,2022-11
6694,11031,519810,2023-09-10,916.03,Delivered,2022-03
6695,107745,10508,2022-03-23,3048.83,Delivered,2022-07
6696,332278,577189,2023-01-06,3685.7,Delivered,2023-11
6697,968554,212335,2023-12-21,4309.97,Processing,2023-03
6698,774229,27548,2021-12-21,956.38,Delivered,2023-07
6699,566645,656477,2023-04-11,4272.07,Delivered,2023-09
6700,484468,870838,2022-12-21,238.67,Delivered,2022-05
6701,343888,410305,2022-05-23,159.67,Delivered,2022-03
6702,382251,832140,2022-01-05,1331.41,Delivered,2023-09
6703,643360,188757,2022-02-26,2732.85,Delivered,2023-12
6704,454608,305150,2022-12-12,987.6,Delivered,2023-05
6705,98691,823466,2022-08-30,1034.34,Delivered,2022-10
6706,609511,594662,2022-07-21,2398.61,Delivered,2023-08
6707,826257,250378,2022-06-25,1279.46,Delivered,2023-05
6708,778525,460338,2022-11-10,4079.83,Delivered,2023-02
6709,256607,777621,2022-01-28,4233.39,Delivered,2022-06
6710,516374,616166,2021-11-27,1427.59,Delivered,2022-11
6711,243518,756367,2022-01-29,413.05,Delivered,2023-02
6712,715736,505433,2023-01-10,3664.71,Delivered,2022-08
6713,388806,815264,2023-08-20,1190.75,Delivered,2023-03
6714,717344,965449,2023-08-11,549.48,Delivered,2022-09
6715,563867,911933,2022-05-02,961.44,Delivered,2023-08
6716,146715,426740,2022-11-13,2347.76,Delivered,2023-10
6717,232712,286624,2023-06-15,4466.43,Delivered,2022-01
6718,863986,220841,2022-08-30,1619.02,Delivered,2022-05
6719,254314,656887,2022-09-10,2909.64,Delivered,2022-01
6720,596112,456693,2022-03-08,564.36,Delivered,2023-09
6721,513105,677130,2023-11-26,3684.56,Shipped,2021-12
6722,383490,207852,2023-12-05,1237.18,Processing,2022-06
6723,212727,300007,2021-12-29,1411.76,Delivered,2022-08
6724,516794,392828,2021-12-17,3076.7,Delivered,2023-03
6725,825313,142842,2022-01-29,3701.61,Delivered,2022-01
6726,449805,903176,2023-01-13,993.55,Delivered,2023-12
6727,798887,364579,2023-10-26,1392.31,Delivered,2023-08
6728,629254,273974,2021-11-25,2687.96,Delivered,2022-09
6729,913338,204319,2023-07-28,3144.56,Delivered,2023-04
6730,224540,404528,2022-12-29,3540.39,Delivered,2023-12
6731,103271,274695,2021-12-06,2661.09,Delivered,2022-03
6732,521796,286297,2021-11-30,3641.95,Delivered,2022-04
6733,829690,578120,2022-07-19,3752.49,Delivered,2023-08
6734,209764,588707,2022-10-11,4822.0,Delivered,2023-01
6735,826084,777999,2023-07-21,252.24,Delivered,2023-03
6736,907653,872900,2022-09-30,4504.64,Delivered,2023-10
6737,920137,166997,2022-05-02,1310.41,Delivered,2023-09
6738,784052,790132,2022-10-04,455.65,Delivered,2023-05
6739,516715,627893,2022-06-12,2037.78,Delivered,2022-09
6740,548176,971646,2021-12-21,3795.24,Delivered,2022-12
6741,781127,86244,2022-10-09,3785.64,Delivered,2023-01
6742,707825,277820,2023-06-15,3526.24,Delivered,2023-04
6743,684173,711726,2022-05-22,1331.15,Delivered,2021-12
6744,889529,758694,2023-11-29,3381.43,Shipped,2023-10
6745,757314,635281,2023-09-30,1591.22,Delivered,2022-08
6746,57238,553462,2022-10-01,4411.81,Delivered,2021-12
6747,742637,472173,2023-08-10,2932.11,Delivered,2023-02
6748,364547,840633,2022-11-07,4223.57,Delivered,2022-05
6749,665476,767149,2023-02-18,3919.75,Delivered,2023-03
6750,198125,946962,2022-08-10,518.93,Delivered,2022-02
6751,599654,502900,2023-04-13,2502.89,Delivered,2022-02
6752,704601,533507,2021-11-23,1222.07,Delivered,2022-01
6753,217601,159725,2023-08-29,2103.86,Delivered,2023-07
6754,461380,311597,2022-01-29,3373.17,Delivered,2023-02
6755,745072,269424,2023-06-14,2777.18,Delivered,2022-01
6756,962893,303300,2023-12-15,1463.04,Processing,2023-11
6757,521090,830236,2023-03-14,3528.86,Delivered,2023-12
6758,634208,546388,2022-01-25,1290.62,Delivered,2023-01
6759,247341,156567,2022-02-05,4590.24,Delivered,2023-05
6760,111151,700949,2022-08-29,287.14,Delivered,2021-12
6761,935658,118467,2022-06-12,4350.33,Delivered,2022-04
6762,123786,791093,2022-12-05,1383.89,Delivered,2023-01
6763,742200,631032,2023-01-08,4557.33,Delivered,2022-04
6764,362096,583861,2023-07-02,2129.19,Delivered,2023-03
6765,676881,164416,2023-07-24,1405.31,Delivered,2023-12
6766,556385,994064,2022-02-18,1725.85,Delivered,2023-05
6767,492006,992719,2022-09-08,3478.59,Delivered,2023-10
6768,86032,224946,2023-09-24,665.11,Delivered,2023-10
6769,464085,913214,2021-12-12,123.89,Delivered,2022-03
6770,500998,649188,2023-08-15,2065.71,Delivered,2023-05
6771,968280,886992,2022-05-15,4015.35,Delivered,2023-03
6772,742158,501708,2021-11-20,2466.13,Delivered,2023-05
6773,272325,746438,2023-07-07,1996.47,Delivered,2023-07
6774,989955,369201,2022-06-08,4492.23,Delivered,2023-06
6775,806530,262017,2022-02-19,1452.39,Delivered,2022-10
6776,436802,515467,2023-11-27,1717.01,Shipped,2022-01
6777,921464,537192,2023-08-16,1740.76,Delivered,2022-05
6778,422989,898114,2023-03-19,4304.71,Delivered,2022-09
6779,555501,36363,2023-12-19,4276.8,Processing,2023-04
6780,548445,984113,2023-03-12,575.07,Delivered,2023-11
6781,798244,819020,2023-02-19,1298.57,Delivered,2022-01
6782,53543,222119,2023-04-11,3865.9,Delivered,2022-01
6783,372796,637376,2023-03-11,3386.81,Delivered,2023-12
6784,154954,748951,2023-02-27,931.33,Delivered,2022-10
6785,257035,969318,2022-09-13,1826.19,Delivered,2022-03
6786,386665,148030,2023-07-06,645.58,Delivered,2022-10
6787,902054,549770,2023-05-29,3556.06,Delivered,2022-03
6788,353237,85063,2022-02-12,4297.0,Delivered,2022-07
6789,51495,900272,2022-02-09,4528.2,Delivered,2022-07
6790,414732,570558,2022-12-31,2906.74,Delivered,2023-10
6791,418384,308237,2022-01-14,525.03,Delivered,2023-10
6792,401727,10912,2022-11-12,1309.99,Delivered,2023-07
6793,635315,914782,2023-06-13,886.25,Delivered,2023-12
6794,761945,853539,2023-05-07,1608.17,Delivered,2022-02
6795,471984,636401,2023-09-01,1198.23,Delivered,2023-08
6796,838053,193874,2022-08-24,2969.71,Delivered,2023-11
6797,933872,346827,2022-08-21,1839.61,Delivered,2022-11
6798,70604,624905,2023-10-22,3393.42,Delivered,2022-06
6799,769365,313420,2021-12-19,2615.86,Delivered,2023-08
6800,14550,764933,2022-08-06,636.81,Delivered,2023-02
6801,820194,217942,2022-12-09,3557.37,Delivered,2021-12
6802,90456,533831,2021-11-24,153.78,Delivered,2021-12
6803,435429,774262,2022-08-22,2180.95,Delivered,2022-01
6804,462999,689184,2022-08-30,740.27,Delivered,2023-06
6805,611479,630232,2022-08-30,1234.44,Delivered,2022-04
6806,199701,613535,2023-03-14,4482.25,Delivered,2022-01
6807,514428,945416,2023-07-09,2771.07,Delivered,2022-05
6808,909774,504925,2023-12-25,1079.08,Processing,2022-09
6809,162049,717544,2022-03-11,2819.48,Delivered,2023-03
6810,899320,298737,2022-07-14,2006.72,Delivered,2022-09
6811,24165,364854,2023-09-20,3464.06,Delivered,2022-07
6812,852002,394195,2023-04-23,3277.15,Delivered,2023-04
6813,576570,283176,2022-04-03,3741.12,Delivered,2022-10
6814,178067,94755,2022-08-24,2656.25,Delivered,2022-10
6815,918442,410305,2022-12-19,2465.34,Delivered,2021-12
6816,774352,982020,2023-05-27,4786.52,Delivered,2022-01
6817,900221,667127,2023-07-07,135.81,Delivered,2023-09
6818,679836,841633,2023-06-19,564.66,Delivered,2023-09
6819,903138,984545,2021-12-01,2356.82,Delivered,2022-01
6820,330406,702559,2023-09-03,902.78,Delivered,2022-04
6821,64035,20600,2023-03-07,2275.7,Delivered,2023-04
6822,771944,447975,2023-08-25,3658.46,Delivered,2023-11
6823,893098,778471,2022-05-06,4179.1,Delivered,2022-03
6824,190616,468862,2021-12-27,939.17,Delivered,2022-02
6825,488168,827386,2023-02-08,3191.95,Delivered,2022-12
6826,531477,719351,2022-12-27,2018.52,Delivered,2022-03
6827,537478,697241,2022-07-01,2401.77,Delivered,2022-09
6828,516912,967009,2022-01-02,2537.78,Delivered,2023-01
6829,587404,942002,2022-03-28,2962.93,Delivered,2023-04
6830,788067,658566,2022-10-02,2521.4,Delivered,2022-08
6831,396203,127814,2022-01-12,72.34,Delivered,2021-12
6832,607300,196016,2023-03-10,1450.83,Delivered,2023-09
6833,432252,628089,2023-03-02,3154.33,Delivered,2023-07
6834,657164,877138,2022-09-29,3238.91,Delivered,2022-10
6835,736111,810963,2023-05-29,4915.47,Delivered,2022-06
6836,355469,372212,2023-04-10,936.46,Delivered,2022-11
6837,441140,638609,2022-11-26,1893.39,Delivered,2022-11
6838,305638,572501,2023-03-01,2737.97,Delivered,2022-05
6839,339413,417499,2023-03-08,3388.8,Delivered,2023-06
6840,356679,953312,2023-04-21,4704.29,Delivered,2022-04
6841,150689,14726,2022-03-05,4871.97,Delivered,2023-08
6842,825369,244899,2023-12-05,2135.36,Processing,2022-05
6843,891131,324259,2022-09-12,1968.4,Delivered,2023-06
6844,110805,326786,2022-12-22,1988.27,Delivered,2023-08
6845,493844,441376,2022-08-04,2667.24,Delivered,2023-11
6846,945433,938935,2022-03-09,3812.9,Delivered,2023-07
6847,133999,458721,2023-11-24,842.78,Shipped,2023-01
6848,778193,788888,2021-12-28,4563.69,Delivered,2022-12
6849,526722,612653,2022-04-29,3870.23,Delivered,2023-01
6850,906164,997446,2021-11-25,3765.68,Delivered,2023-05
6851,470987,176152,2022-02-25,2953.45,Delivered,2022-05
6852,1113,949018,2022-10-15,1151.19,Delivered,2022-01
6853,539908,410962,2023-03-22,3588.92,Delivered,2022-12
6854,34900,873564,2022-12-28,326.98,Delivered,2023-06
6855,754345,928236,2022-11-28,326.77,Delivered,2023-05
6856,305839,601927,2023-11-19,786.42,Shipped,2022-11
6857,29945,998723,2021-12-25,3521.95,Delivered,2022-05
6858,224647,837261,2023-04-26,2328.93,Delivered,2023-01
6859,252965,693301,2023-09-22,2510.38,Delivered,2022-08
6860,602727,993390,2023-01-28,572.18,Delivered,2023-01
6861,362733,473105,2023-04-11,3258.91,Delivered,2022-10
6862,40619,226493,2023-05-15,1326.13,Delivered,2023-04
6863,468843,883735,2022-06-10,3295.51,Delivered,2022-03
6864,112194,269505,2023-12-18,2158.06,Processing,2023-02
