OrderID,CustomerID,OrderDate,TotalAmount,Status,OrderYearMonth
28023,827408,2023-05-07,4573.66,Cancelled,2021-12
299759,284061,2023-11-25,929.98,Delivered,2023-10
280253,280850,2022-01-09,1036.63,Shipped,2022-03
4682,220841,2022-10-24,3274.11,Shipped,2023-01
421827,125679,2021-12-26,4700.13,Processing,2022-03
148513,849313,2023-09-02,3599.29,Delivered,2022-07
670024,818955,2023-09-12,526.88,Delivered,2023-03
342509,21555,2021-12-24,2746.95,Returned,2022-01
184089,624026,2023-08-21,1165.56,Delivered,2022-08
504596,742657,2023-03-14,3053.22,Delivered,2022-12
619333,96108,2023-07-08,2801.49,Returned,2021-12
600172,667505,2023-08-13,340.37,Processing,2022-03
625666,407817,2023-08-19,2378.36,Returned,2023-10
422964,695754,2023-02-28,4938.2,Returned,2021-11
947312,660007,2023-03-22,1712.35,Processing,2023-08
793232,931901,2023-06-17,933.14,Returned,2023-11
678974,34723,2022-07-10,3210.24,Cancelled,2022-04
163347,194357,2022-11-27,1997.5,Returned,2022-05
727644,75022,2023-07-24,1781.73,Processing,2021-12
818521,170784,2022-12-14,4944.01,Shipped,2023-09
649311,375722,2023-11-17,996.9,Returned,2023-05
573857,412256,2023-09-16,2469.2,Processing,2022-09
464658,957073,2022-07-15,3698.75,Cancelled,2023-10
534038,925246,2022-07-05,849.95,Delivered,2022-02
217810,504342,2023-12-14,970.67,Delivered,2023-05
994597,812354,2023-02-13,252.56,Delivered,2022-11
751126,818787,2023-11-14,3856.57,Cancelled,2022-05
714740,450764,2023-11-16,4154.99,Shipped,2023-09
965364,276440,2023-06-01,880.12,Shipped,2022-06
731120,415932,2023-05-30,229.41,Returned,2022-01
578357,413347,2022-10-28,4850.13,Returned,2023-01
831639,232895,2022-01-11,4873.33,Cancelled,2022-10
548208,784332,2023-01-13,285.35,Processing,2023-01
175125,348091,2022-07-22,2862.24,Cancelled,2023-02
547833,900223,2022-11-26,376.66,Processing,2022-01
744017,135271,2023-07-16,2619.31,Delivered,2022-08
393011,466743,2023-06-14,569.14,Delivered,2023-06
341729,88505,2023-02-02,1518.13,Processing,2022-07
813997,495675,2022-05-23,2887.59,Returned,2022-02
243076,61951,2022-12-10,3752.61,Shipped,2023-07
400503,62729,2023-10-01,2656.92,Delivered,2023-09
444260,603763,2022-04-24,4274.15,Returned,2023-04
727710,733311,2022-11-28,1067.44,Shipped,2022-11
118135,469638,2023-02-23,2813.48,Shipped,2022-05
420334,340851,2023-12-11,2856.44,Shipped,2023-09
914265,804993,2022-10-22,3840.18,Cancelled,2022-01
568196,877943,2022-06-02,3208.1,Shipped,2023-11
807584,110757,2022-04-17,2791.26,Returned,2022-08
605797,51030,2022-06-09,3312.59,Shipped,2021-11
36728,591318,2022-11-06,4831.67,Cancelled,2023-10
813917,864152,2023-01-05,1563.6,Cancelled,2022-10
978302,847065,2022-07-22,2081.57,Delivered,2022-12
38664,209201,2023-09-01,2314.4,Cancelled,2022-01
8050,967849,2022-11-13,3982.37,Delivered,2022-11
3774,151991,2022-12-04,4423.51,Delivered,2023-01
467308,614024,2023-01-19,2555.59,Delivered,2022-11
972619,355160,2023-05-21,4477.03,Returned,2022-12
273677,119096,2023-04-28,3364.38,Returned,2022-09
72785,740803,2023-07-10,936.67,Delivered,2023-09
556636,746436,2022-03-28,3770.07,Returned,2022-07
814378,776439,2022-01-02,4445.01,Returned,2023-03
748141,821907,2022-10-21,694.69,Cancelled,2022-08
271133,876729,2023-07-15,3683.02,Delivered,2022-10
691489,832282,2023-02-17,3231.62,Shipped,2021-11
617494,769280,2023-08-05,1626.07,Returned,2023-11
892646,950242,2023-02-10,2023.42,Shipped,2023-08
619608,989567,2021-12-01,3633.9,Shipped,2023-07
926753,134332,2021-11-22,2684.47,Processing,2021-11
974663,326402,2021-12-16,326.91,Processing,2022-11
156912,200759,2022-08-16,1724.88,Shipped,2022-05
877599,828404,2023-08-11,3847.26,Returned,2023-06
42000,17353,2023-05-05,4863.29,Delivered,2023-04
319176,202473,2022-08-26,3351.17,Delivered,2023-07
64071,7074,2023-09-26,3825.14,Processing,2023-01
688933,154178,2022-02-11,1230.0,Shipped,2022-11
915532,81389,2022-10-06,3006.46,Processing,2021-12
597622,661786,2022-04-30,4456.24,Delivered,2023-06
816199,547324,2022-02-18,3194.65,Shipped,2023-09
317822,447515,2022-02-19,4203.12,Processing,2023-06
200368,875339,2022-12-21,4342.08,Delivered,2022-10
168284,206515,2022-08-13,2891.5,Delivered,2023-04
505584,255436,2023-08-09,2056.3,Cancelled,2023-11
965224,524476,2023-09-19,3491.62,Shipped,2023-10
964961,269611,2023-10-17,452.2,Delivered,2022-05
2208,158834,2022-05-10,1409.01,Delivered,2023-08
955848,506492,2023-04-18,3578.46,Returned,2023-11
80540,27881,2022-09-10,4130.32,Cancelled,2023-03
535556,619942,2023-05-20,1558.06,Delivered,2022-09
540160,20638,2022-01-09,1468.06,Returned,2023-11
118123,21203,2023-11-15,4512.26,Shipped,2023-04
498491,865688,2022-12-06,3532.57,Returned,2023-01
170023,192182,2022-09-25,4547.4,Delivered,2022-03
29277,329291,2022-11-18,1990.43,Processing,2023-10
199255,100748,2022-09-29,3619.39,Shipped,2022-06
441864,43386,2022-05-12,2905.19,Delivered,2022-06
984789,921659,2022-06-11,2756.26,Returned,2022-10
786923,125085,2022-05-15,458.42,Delivered,2022-03
812332,479556,2023-05-04,4415.27,Processing,2023-02
436458,780082,2022-04-09,1738.75,Cancelled,2023-02
272649,737767,2023-04-21,1589.88,Returned,2022-08
602209,694082,2021-11-25,1387.97,Delivered,2023-11
717616,704957,2022-01-25,2268.39,Returned,2023-10
774963,644538,2023-06-28,711.59,Delivered,2023-07
883153,833646,2023-01-29,1963.8,Processing,2023-12
710229,203570,2022-09-02,4139.48,Returned,2023-03
421179,165548,2021-12-05,2819.86,Returned,2022-12
472147,100752,2023-01-10,2685.08,Cancelled,2022-09
920125,684106,2022-02-28,402.91,Returned,2022-01
268456,65965,2023-11-17,3707.05,Returned,2022-03
538731,414884,2023-01-04,3749.87,Returned,2022-12
837586,373023,2023-04-28,1580.2,Delivered,2021-12
444315,266525,2022-10-22,2478.94,Delivered,2022-10
597120,21525,2023-09-09,3816.48,Returned,2023-11
384592,273203,2022-08-26,620.94,Returned,2022-12
787328,403782,2022-10-31,1018.75,Delivered,2023-10
837672,863463,2023-09-05,4305.86,Delivered,2022-12
570549,688751,2023-11-21,3709.81,Delivered,2023-02
304858,678774,2023-12-22,1788.37,Cancelled,2023-10
617208,953762,2022-03-13,3457.21,Shipped,2023-03
36764,906411,2023-04-28,1260.3,Delivered,2023-05
704390,595508,2022-03-15,2276.41,Shipped,2021-12
823479,712611,2023-05-16,797.99,Returned,2022-08
307152,717121,2022-07-06,3213.21,Returned,2022-12
281700,828404,2021-12-25,4429.49,Cancelled,2023-04
196497,334660,2022-08-25,2787.69,Delivered,2023-06
556885,45025,2023-07-11,284.46,Processing,2023-09
551527,557109,2022-04-02,4594.53,Delivered,2023-01
265198,161478,2023-11-27,3106.74,Returned,2022-01
524736,776001,2022-11-07,298.48,Returned,2022-02
283375,235967,2022-05-15,2689.04,Returned,2023-04
490869,303344,2023-08-24,1952.79,Delivered,2021-11
797308,538580,2022-01-03,3697.71,Cancelled,2023-06
708913,853539,2022-06-16,4959.51,Cancelled,2022-10
824136,62622,2022-02-12,2199.46,Returned,2022-06
65673,816490,2022-02-11,2395.3,Cancelled,2023-07
645119,373771,2022-08-27,1443.43,Returned,2022-09
363536,186738,2022-08-21,3224.3,Returned,2023-05
756214,804202,2023-08-05,501.79,Cancelled,2022-09
147639,164837,2023-05-26,4648.3,Shipped,2022-07
521735,782527,2023-07-20,4586.68,Cancelled,2022-05
652621,166997,2023-11-16,870.08,Delivered,2023-10
461886,827941,2023-01-06,1755.05,Delivered,2023-03
764719,200980,2023-05-05,3525.45,Returned,2022-10
35207,185644,2023-02-13,4429.09,Shipped,2021-11
43685,274050,2022-01-27,917.71,Delivered,2023-10
248422,272059,2022-11-14,1555.6,Processing,2023-12
301697,658107,2022-05-30,470.64,Cancelled,2023-02
886396,985873,2023-09-23,4988.54,Delivered,2021-11
622435,148794,2022-10-21,1334.74,Returned,2023-09
787738,404245,2023-06-12,3032.07,Delivered,2023-07
935542,314122,2022-02-08,2261.32,Returned,2023-09
817017,584215,2022-03-13,3198.93,Returned,2022-11
529490,18933,2022-09-23,195.78,Cancelled,2023-11
656680,966822,2022-09-29,2719.49,Cancelled,2023-06
104491,460948,2021-11-20,2734.95,Processing,2023-11
17425,333879,2022-11-26,2770.64,Shipped,2022-02
482924,917799,2022-08-11,2206.29,Returned,2022-08
906499,715533,2022-12-17,487.89,Returned,2023-09
730474,481066,2022-02-08,3614.56,Cancelled,2023-08
69991,177154,2023-01-12,1234.9,Returned,2023-08
459020,712910,2023-02-10,2433.29,Delivered,2022-05
230097,41059,2022-10-19,293.34,Processing,2023-05
475518,143683,2022-06-10,2548.65,Returned,2022-08
650194,520723,2021-12-17,3337.94,Processing,2023-06
930837,541966,2021-11-22,1011.93,Cancelled,2022-08
796047,89990,2022-04-17,2052.83,Processing,2023-01
335681,444113,2023-06-01,1926.9,Processing,2023-10
76272,256206,2022-06-01,4939.97,Returned,2023-04
560241,939274,2023-02-12,4135.83,Delivered,2022-08
24569,787504,2023-10-20,1849.45,Shipped,2023-06
580117,371377,2022-05-14,1530.17,Returned,2023-12
598374,983860,2022-08-26,71.59,Delivered,2022-06
678631,561867,2022-01-14,3924.09,Shipped,2023-07
944989,849754,2022-11-10,1373.29,Shipped,2021-11
189005,414842,2022-05-05,1602.89,Processing,2023-02
621845,426626,2022-06-12,3405.46,Cancelled,2022-12
168585,261399,2022-02-04,4869.35,Cancelled,2023-11
45692,850483,2023-12-10,757.99,Shipped,2022-05
571857,37451,2022-07-20,3844.27,Cancelled,2023-05
951613,869222,2021-12-07,1431.71,Returned,2022-01
34160,918370,2023-05-29,690.68,Shipped,2021-11
134431,420843,2022-02-08,1139.34,Shipped,2023-09
552834,842684,2022-04-27,1679.29,Returned,2023-06
424373,284865,2023-06-29,1144.41,Shipped,2023-07
841648,829560,2023-06-09,4788.35,Delivered,2022-08
696933,584674,2022-01-19,2349.62,Returned,2023-09
925967,266645,2023-07-07,2006.54,Processing,2022-05
550699,87890,2023-04-24,257.18,Cancelled,2023-04
380711,456693,2023-03-19,2436.21,Shipped,2022-07
830497,679931,2023-01-13,4033.2,Returned,2022-07
59086,914604,2023-03-28,1455.93,Processing,2022-03
939451,854458,2022-09-09,541.4,Shipped,2023-02
115336,640166,2023-08-03,2249.53,Returned,2022-11
154977,818787,2022-05-16,4648.21,Delivered,2022-07
482417,743697,2023-08-22,245.61,Shipped,2022-08
31830,661835,2023-05-03,4836.51,Returned,2022-03
498693,323535,2023-05-19,886.03,Delivered,2023-12
292523,999245,2022-04-28,964.43,Delivered,2023-05
960505,932794,2023-12-22,2166.97,Delivered,2022-03
520365,239210,2023-02-27,2745.42,Delivered,2022-09
842268,180965,2023-11-20,4209.85,Cancelled,2023-06
739176,722762,2022-04-04,2030.65,Returned,2022-01
607886,145636,2022-03-22,2750.5,Delivered,2022-07
748208,175025,2023-11-30,1477.8,Processing,2023-02
181188,526334,2023-09-26,693.72,Returned,2022-01
922609,367531,2022-02-19,4327.08,Shipped,2022-05
732414,725286,2021-11-26,3632.15,Returned,2022-03
809750,403203,2022-09-15,2264.91,Processing,2023-08
837993,159517,2023-12-25,751.73,Shipped,2023-05
124543,185309,2021-12-31,2634.58,Cancelled,2023-03
123057,851209,2022-08-06,426.14,Cancelled,2023-05
951100,386842,2023-09-30,3571.49,Cancelled,2022-09
911253,404699,2021-11-25,2193.46,Delivered,2023-07
595909,297060,2023-11-22,2822.64,Cancelled,2022-01
795410,918544,2022-03-01,2367.49,Processing,2021-12
356081,538580,2023-05-23,1837.94,Processing,2023-10
142983,327961,2022-01-06,4987.42,Returned,2023-09
827559,177154,2023-02-15,2486.06,Delivered,2021-12
173918,636089,2023-04-26,1723.68,Shipped,2022-07
879841,434980,2022-06-18,4119.38,Shipped,2022-07
870743,636401,2022-07-28,848.97,Cancelled,2022-05
768193,330818,2022-05-22,2487.42,Cancelled,2021-12
656045,257920,2023-03-27,2026.8,Cancelled,2022-05
980231,744822,2022-03-08,2184.71,Processing,2023-06
350570,930711,2022-07-27,1573.2,Returned,2021-12
813329,909690,2022-11-11,1817.22,Returned,2022-05
728592,811016,2023-07-04,1341.34,Processing,2023-11
655331,414202,2023-12-23,2295.76,Cancelled,2022-10
371333,391465,2023-03-15,2287.97,Delivered,2022-12
446856,663219,2022-04-14,1443.75,Cancelled,2022-09
806157,270449,2023-03-20,4893.62,Delivered,2022-10
959240,186933,2023-05-17,3735.11,Returned,2022-11
552428,871904,2022-11-27,3054.03,Processing,2022-08
862158,830133,2022-06-04,4176.66,Cancelled,2023-11
149198,988470,2023-11-11,3460.95,Shipped,2022-11
43163,860545,2022-12-24,4450.06,Returned,2023-03
402045,982252,2023-08-24,1182.42,Processing,2023-05
573063,38624,2022-03-17,248.41,Delivered,2023-04
251039,800644,2022-02-25,2293.53,Processing,2022-02
503426,146066,2023-04-19,2958.5,Shipped,2023-08
873402,780450,2022-09-05,920.95,Returned,2023-07
167070,745549,2023-11-28,2623.64,Shipped,2022-05
693385,304196,2022-06-20,1636.45,Processing,2022-06
574527,316766,2022-07-07,4342.25,Delivered,2023-07
576745,906298,2023-02-08,2262.24,Returned,2022-05
431680,530417,2022-02-28,4762.36,Delivered,2023-10
874474,134341,2022-09-19,2152.23,Cancelled,2022-09
237028,858629,2022-06-03,3043.05,Shipped,2023-08
537532,441163,2023-06-20,4817.46,Returned,2022-03
662998,989109,2023-09-13,1212.71,Returned,2023-11
100347,686967,2022-11-30,1776.7,Cancelled,2022-11
886002,489021,2023-01-01,2200.98,Shipped,2023-07
503738,170817,2021-12-20,1688.37,Returned,2022-10
674853,802174,2021-12-23,1854.47,Processing,2022-11
120534,327710,2023-08-31,1868.13,Processing,2022-01
952040,395568,2022-12-29,1616.04,Processing,2022-03
703132,629043,2022-08-30,3602.77,Shipped,2023-08
572160,919900,2022-03-28,1344.21,Returned,2023-10
869241,955505,2023-11-08,2459.01,Cancelled,2023-05
334050,760836,2022-12-22,3298.82,Delivered,2023-11
837892,609541,2022-09-07,886.08,Processing,2022-04
340172,676010,2023-04-22,1524.87,Cancelled,2022-06
504821,144164,2023-02-27,1369.19,Returned,2023-04
88971,989939,2022-09-28,1777.96,Delivered,2022-04
864612,924190,2022-06-24,826.73,Delivered,2023-10
622785,604213,2023-04-23,2629.85,Processing,2023-01
450916,744822,2023-07-16,2593.83,Returned,2023-12
489228,818955,2023-05-08,3765.52,Delivered,2023-02
992387,320523,2022-08-30,3222.23,Processing,2021-12
963387,581456,2022-10-07,399.25,Shipped,2023-05
60084,847101,2022-05-14,3572.38,Cancelled,2023-07
125388,881347,2023-09-10,2103.9,Processing,2022-04
710133,291953,2021-12-18,521.24,Cancelled,2022-08
276779,640418,2022-11-02,3084.54,Processing,2022-11
144048,502499,2023-11-26,2999.91,Shipped,2022-04
87578,70717,2021-12-26,850.82,Returned,2023-04
427992,684074,2022-03-05,2147.4,Processing,2022-10
251964,461097,2022-05-27,3420.1,Cancelled,2022-04
386137,942350,2023-11-28,2114.21,Processing,2023-11
396823,833916,2022-03-15,2431.87,Processing,2022-06
980,45534,2022-05-09,1344.17,Cancelled,2023-05
245765,898055,2023-11-26,916.49,Shipped,2021-12
274282,657140,2023-03-18,4120.57,Shipped,2023-02
651231,667847,2023-04-20,593.09,Shipped,2023-08
422616,746613,2022-02-12,4371.3,Delivered,2023-02
867187,652276,2023-01-16,467.72,Returned,2022-09
293677,437191,2023-07-08,4733.61,Delivered,2023-10
264142,83810,2023-07-07,4348.55,Shipped,2022-09
614199,647848,2023-02-23,3165.88,Cancelled,2022-10
583184,471625,2022-03-27,1239.57,Returned,2022-10
660665,291818,2022-03-07,3062.24,Processing,2022-01
958992,417556,2022-05-29,2170.44,Returned,2022-05
376194,330223,2023-09-14,389.89,Returned,2021-12
381930,527145,2022-01-30,3463.72,Shipped,2022-08
683518,68483,2021-11-21,654.58,Returned,2023-03
106940,608710,2021-11-20,1552.58,Processing,2023-08
865082,447368,2022-06-23,3114.09,Cancelled,2023-01
622098,63506,2023-01-27,1644.71,Delivered,2022-08
837034,924475,2023-11-17,1690.85,Cancelled,2023-03
60739,184208,2022-04-06,838.31,Shipped,2022-10
851318,77904,2021-11-20,1770.45,Shipped,2023-10
444086,292189,2023-09-17,4270.57,Delivered,2023-01
49582,827408,2022-10-27,3077.79,Returned,2022-03
435478,874345,2023-12-21,568.93,Cancelled,2023-03
103119,906062,2023-03-13,2199.29,Processing,2022-11
56699,872165,2023-05-02,1380.47,Delivered,2023-12
309182,144435,2023-08-22,2107.04,Cancelled,2022-06
357594,595527,2021-11-30,1190.4,Shipped,2023-01
836030,632168,2022-03-18,3932.85,Delivered,2023-10
8429,346631,2022-05-06,1400.62,Processing,2021-12
546466,688522,2023-08-29,2611.39,Returned,2022-01
485047,826574,2022-06-30,4942.74,Cancelled,2023-11
723105,845965,2023-12-17,1429.44,Shipped,2022-10
977446,928366,2022-01-03,2081.06,Processing,2022-02
911028,93009,2022-10-29,1119.7,Cancelled,2023-08
535219,425941,2023-08-29,1507.06,Cancelled,2022-12
826655,852523,2021-12-12,2436.09,Processing,2021-11
279638,530298,2022-08-04,3449.69,Processing,2022-10
179397,360659,2022-11-30,1253.59,Cancelled,2023-02
902420,792823,2022-12-09,1625.02,Cancelled,2021-12
931984,103654,2023-01-25,1608.92,Delivered,2023-07
98481,329365,2022-06-10,397.4,Delivered,2022-05
874679,878642,2022-05-04,3488.19,Cancelled,2022-04
434973,177919,2022-11-18,1175.5,Cancelled,2023-04
694714,855281,2021-12-17,678.47,Returned,2023-06
683992,800259,2023-06-27,4201.47,Returned,2022-07
734021,798574,2022-11-12,928.23,Cancelled,2022-05
890590,178292,2022-04-14,3196.64,Returned,2023-10
736552,709437,2022-11-04,3007.43,Cancelled,2022-06
368566,125085,2023-06-22,4946.19,Returned,2022-07
485094,309138,2023-07-13,4062.76,Processing,2023-04
764081,461579,2022-03-20,2466.93,Processing,2023-06
452145,734435,2023-08-30,1302.57,Shipped,2023-11
384714,928236,2023-01-22,646.11,Processing,2023-03
611557,588317,2022-03-20,3665.87,Shipped,2023-12
382648,615937,2023-09-18,2237.3,Processing,2023-12
556126,769270,2022-05-04,1931.47,Shipped,2022-06
494994,76392,2023-07-27,2255.86,Processing,2022-09
224806,112581,2023-04-19,673.39,Delivered,2022-12
432467,25083,2022-03-13,582.41,Returned,2022-11
708102,639466,2022-09-04,3927.57,Processing,2022-11
960805,142012,2022-02-05,150.12,Cancelled,2022-03
263360,566177,2022-01-20,612.4,Processing,2021-11
381036,689997,2022-11-04,864.82,Cancelled,2023-02
937070,133215,2023-08-01,791.0,Processing,2023-02
59421,637541,2023-12-16,4679.39,Cancelled,2023-02
177228,200706,2022-10-20,2939.51,Delivered,2023-01
600183,976591,2022-01-25,589.46,Shipped,2023-11
686600,513239,2023-03-04,2904.79,Processing,2022-11
751642,851173,2022-10-11,3724.63,Delivered,2022-10
707698,439875,2022-02-16,1611.79,Returned,2022-09
423980,667994,2022-03-16,1551.3,Processing,2023-08
124246,19382,2023-03-03,1075.47,Cancelled,2022-09
192278,734322,2022-12-27,358.75,Delivered,2022-11
468331,614006,2022-07-09,2732.69,Cancelled,2022-04
526208,304669,2023-09-03,3734.92,Returned,2023-11
640497,295605,2023-05-15,603.25,Cancelled,2023-06
535213,525052,2023-05-06,3910.0,Processing,2022-05
680496,678959,2023-05-18,4825.89,Returned,2023-04
769708,189471,2022-12-10,448.96,Processing,2022-10
891628,136157,2022-03-14,4852.5,Cancelled,2021-12
490304,499176,2023-02-27,1173.54,Shipped,2022-08
585994,322053,2023-04-06,872.47,Shipped,2022-12
285073,962525,2023-09-26,87.41,Returned,2023-11
315904,125836,2023-08-26,151.1,Cancelled,2023-03
859343,160297,2022-11-05,4901.27,Shipped,2023-11
521773,250051,2022-08-26,1782.76,Processing,2022-03
328610,299538,2022-12-25,4821.06,Shipped,2022-10
654969,163676,2022-11-15,1315.87,Delivered,2022-10
319049,7600,2023-09-05,2227.56,Shipped,2023-02
638001,510978,2022-06-10,1561.98,Processing,2022-09
573331,307483,2023-06-15,2048.48,Delivered,2023-02
842000,159251,2022-06-14,2089.14,Delivered,2022-06
405462,379210,2023-11-16,4866.47,Cancelled,2023-09
595769,379579,2023-09-13,403.86,Shipped,2022-01
264692,967849,2022-06-15,3665.93,Shipped,2023-10
603986,950087,2022-09-15,2636.72,Cancelled,2021-12
576526,276167,2023-11-15,176.39,Cancelled,2023-11
295462,852697,2022-05-18,571.67,Cancelled,2022-04
400394,85113,2023-01-22,3728.54,Delivered,2022-03
56355,482091,2022-08-27,4306.09,Delivered,2023-09
999557,170490,2022-09-17,867.84,Returned,2021-11
302856,234005,2022-11-26,3385.38,Delivered,2023-11
107015,491662,2022-08-27,3935.53,Returned,2022-12
301221,774156,2022-08-02,189.05,Delivered,2023-08
403613,892655,2023-04-06,3170.55,Delivered,2022-07
719639,29419,2022-04-08,2271.62,Returned,2022-03
100511,455572,2023-11-05,4220.89,Shipped,2023-04
97187,269941,2021-12-29,2763.18,Returned,2023-08
376613,708122,2022-01-02,4682.79,Cancelled,2022-03
47202,847101,2022-10-31,4641.25,Returned,2022-10
217101,172439,2023-04-04,2207.0,Delivered,2022-09
930485,266645,2022-03-23,3052.29,Shipped,2023-12
340237,523955,2022-01-12,1899.96,Shipped,2023-04
21853,258087,2021-11-29,4783.77,Delivered,2022-08
304562,845465,2023-02-12,3137.21,Delivered,2023-09
776854,449184,2022-08-02,137.16,Returned,2023-05
768625,292272,2023-02-22,2148.04,Processing,2022-03
33770,770494,2023-08-16,3286.91,Delivered,2022-04
691229,270169,2022-08-21,4456.26,Processing,2022-08
827209,18445,2022-09-25,2164.99,Cancelled,2023-02
293962,667425,2023-07-28,2420.37,Cancelled,2022-10
558845,234015,2022-11-26,3906.74,Processing,2022-11
596889,216629,2022-01-22,4074.42,Processing,2023-07
385299,999193,2021-12-17,1773.86,Shipped,2023-03
409909,200730,2023-10-15,1547.77,Cancelled,2023-07
523597,478627,2023-08-18,3062.06,Delivered,2022-08
795346,658103,2023-03-01,1661.66,Processing,2023-07
252639,834389,2022-12-20,3706.49,Shipped,2023-04
22207,567242,2022-05-18,130.34,Returned,2023-05
50467,708071,2022-06-10,4770.63,Processing,2022-04
714071,512156,2022-09-06,4340.99,Shipped,2022-12
588807,408326,2023-05-24,1558.7,Delivered,2023-11
325937,631137,2022-07-24,4998.42,Returned,2023-03
414709,170910,2022-08-23,4371.57,Cancelled,2023-08
935310,126047,2022-07-01,1653.81,Delivered,2023-05
436202,862830,2022-09-26,4716.73,Cancelled,2023-12
822485,627170,2023-11-20,3213.91,Returned,2021-12
109317,149447,2022-05-11,2135.22,Delivered,2023-07
985524,603978,2023-07-24,954.03,Cancelled,2022-09
267675,326887,2022-06-02,3840.17,Shipped,2022-11
977704,720586,2023-06-19,4727.85,Cancelled,2022-12
125954,652709,2023-12-13,2761.52,Returned,2022-06
895880,408277,2022-02-16,520.83,Cancelled,2021-12
753890,61930,2021-11-21,2063.76,Cancelled,2022-04
546931,695375,2023-03-20,1955.66,Processing,2023-03
340504,156484,2023-10-14,3359.86,Returned,2023-08
370250,53408,2023-11-28,2092.38,Returned,2022-11
990723,844603,2022-05-20,4079.55,Shipped,2023-10
442125,318490,2021-12-25,1135.54,Returned,2022-07
316170,389489,2023-08-03,2713.2,Processing,2023-04
769145,975576,2023-01-26,450.95,Delivered,2021-11
686422,191929,2022-04-14,2012.59,Returned,2023-08
26302,409463,2023-10-21,4482.89,Returned,2022-01
760382,348572,2022-02-10,4485.32,Returned,2023-07
334084,92495,2023-04-11,2018.91,Shipped,2023-12
764966,659769,2022-12-16,3717.09,Processing,2022-02
445211,389344,2023-08-08,2632.31,Delivered,2023-03
345011,403446,2021-12-15,3293.76,Returned,2023-07
207130,15025,2022-01-16,4394.64,Cancelled,2021-12
7367,225577,2023-05-23,4371.06,Delivered,2022-08
741717,355160,2022-12-12,1870.11,Processing,2021-11
940105,42253,2022-01-25,1500.77,Shipped,2022-07
582571,735993,2023-12-17,3427.67,Returned,2023-09
149269,765582,2023-01-19,2203.06,Processing,2023-01
948770,795447,2021-12-25,4010.22,Cancelled,2022-03
447643,87064,2022-05-27,1850.42,Shipped,2023-04
932828,768614,2023-04-16,720.4,Cancelled,2022-05
177967,476080,2022-04-05,3337.06,Returned,2021-12
938130,819308,2021-11-16,630.5,Cancelled,2023-01
457911,345858,2023-05-23,1598.61,Cancelled,2023-02
366758,622870,2022-08-16,4182.63,Delivered,2023-05
352858,856093,2021-11-17,2903.29,Processing,2023-05
225108,59721,2022-11-03,3379.5,Returned,2022-10
170080,750378,2022-06-05,377.86,Delivered,2022-01
811244,916757,2022-01-28,2828.51,Shipped,2022-08
711948,901450,2023-10-21,4956.92,Shipped,2023-08
65396,291654,2022-11-27,2205.18,Cancelled,2022-09
725425,73902,2023-12-06,2201.88,Cancelled,2023-05
831594,650565,2022-09-11,1597.22,Processing,2022-10
701985,381187,2022-12-28,2687.98,Cancelled,2022-01
985091,258533,2023-03-21,4220.69,Cancelled,2022-11
828882,889474,2023-05-09,2774.44,Returned,2022-06
357779,458721,2023-07-21,2607.0,Returned,2021-12
700257,990276,2021-12-31,3775.28,Returned,2022-09
622729,473176,2023-01-26,649.36,Returned,2022-10
521810,532919,2023-05-16,257.21,Cancelled,2022-03
65572,199001,2022-07-26,3860.65,Shipped,2023-09
691314,53408,2022-12-16,650.47,Processing,2021-12
643846,474533,2023-01-14,1974.81,Processing,2023-12
645218,811764,2021-12-06,4683.59,Processing,2022-07
382888,149421,2023-08-31,4765.01,Returned,2023-11
391587,230796,2023-05-16,4140.12,Cancelled,2022-05
7957,323312,2022-06-27,3985.05,Shipped,2022-03
286018,188959,2022-09-22,1135.6,Delivered,2023-11
569431,723769,2022-09-15,1464.58,Processing,2022-01
763942,222119,2022-11-29,1976.73,Returned,2023-12
874257,233690,2023-01-01,2466.78,Cancelled,2023-10
268709,927332,2023-04-11,2060.01,Shipped,2023-07
867980,712220,2023-03-24,1785.77,Processing,2022-05
764427,481864,2023-12-07,2735.45,Returned,2023-03
277028,432336,2023-11-10,1525.06,Returned,2023-04
308618,173476,2021-11-29,516.0,Shipped,2022-11
761197,118059,2022-02-17,2628.6,Delivered,2022-08
674444,915820,2023-06-19,1541.21,Returned,2023-02
75177,477725,2023-05-31,2571.8,Shipped,2023-03
120407,55110,2021-12-17,3986.73,Returned,2022-03
353290,979159,2022-02-08,906.66,Cancelled,2022-01
926618,575868,2022-01-23,4433.65,Processing,2023-09
35061,481367,2022-04-12,3536.46,Returned,2023-08
686969,265525,2023-02-18,3486.61,Shipped,2023-11
915657,850778,2023-06-24,295.25,Delivered,2022-05
75084,208455,2023-07-18,3739.81,Delivered,2023-12
199982,536719,2022-08-16,3549.17,Returned,2022-03
544720,767228,2022-03-16,319.19,Delivered,2023-11
633947,818487,2023-12-25,1091.26,Returned,2023-04
143950,245666,2023-01-02,3875.38,Returned,2023-09
137767,809258,2023-12-01,4788.02,Returned,2023-07
612539,959737,2023-07-06,4890.03,Returned,2023-02
701291,131432,2023-12-15,1624.0,Processing,2021-12
259941,331415,2022-06-23,3152.5,Shipped,2023-06
512099,691190,2022-09-27,2535.39,Shipped,2023-07
13754,737309,2022-04-27,125.72,Shipped,2023-04
397529,692773,2023-02-26,3590.54,Delivered,2022-07
148514,800262,2022-11-21,1844.31,Returned,2023-01
297297,862668,2023-01-25,3154.37,Cancelled,2022-11
