ShipmentID,OrderID,ShippedDate,EstimatedDelivery,Carrier,TrackingNumber
8682,896056,2023-09-05,2023-09-14,UPS,hBt599367064
96145,233338,2023-09-27,2023-10-11,Royal Mail,zqT704725347
488,505575,2023-08-20,2023-08-28,Royal Mail,SYZ644300857
32828,939880,2022-12-29,2022-12-31,USPS,PVe280370865
18338,162887,2023-06-22,2023-06-30,DHL,Cog971856348
53507,70186,2023-07-08,2023-07-15,DHL,MAL688877753
21782,636541,2022-12-21,2022-12-28,FedEx,vSP447656417
19124,839950,2023-05-06,2023-05-12,USPS,nIk134986147
13275,783419,2023-03-11,2023-03-25,FedEx,KEe725435972
81239,75709,2022-02-13,2022-02-17,FedEx,NTW378256245
71060,593141,2022-10-25,2022-11-04,USPS,uYV104251347
18848,195955,2022-02-14,2022-02-15,USPS,jwh258353984
86379,885547,2022-11-30,2022-12-12,FedEx,roM238109866
99084,308223,2023-01-19,2023-01-31,DHL,gqM501024552
48133,3026,2022-11-28,2022-12-10,DHL,wwY055814964
84222,911985,2023-04-20,2023-04-21,FedEx,IUW819768964
42511,268842,2023-10-01,2023-10-14,USPS,lSb404907349
13260,647438,2022-09-09,2022-09-23,DHL,YpU509464723
29360,611767,2023-11-07,2023-11-15,DHL,tyh237905490
41286,956144,2023-10-30,2023-11-09,DHL,RtO337675916
20501,357054,2023-03-28,2023-04-06,UPS,tvk300920292
15971,112518,2022-12-02,2022-12-05,UPS,MDr477875812
70361,748364,2023-11-03,2023-11-10,UPS,WMM041136529
9795,946233,2022-12-26,2023-01-02,DHL,XYn043667220
28763,830340,2023-09-07,2023-09-10,USPS,yka051073926
33842,305703,2023-10-11,2023-10-15,Royal Mail,VcI248934356
62740,794461,2022-12-29,2022-12-31,FedEx,DBW527932496
6312,314007,2023-10-09,2023-10-16,Royal Mail,yPp262010349
20379,898699,2023-09-19,2023-10-02,UPS,DfO178229889
55504,752876,2023-10-27,2023-11-03,Royal Mail,RGg253125448
15172,590570,2023-07-31,2023-08-14,DHL,Yaz513076038
92736,778553,2023-03-31,2023-04-08,FedEx,bhs664001621
22045,892876,2022-06-04,2022-06-10,Royal Mail,zze539886881
75491,434764,2023-06-02,2023-06-15,Royal Mail,xfi428861097
67341,599304,2023-08-07,2023-08-15,FedEx,XQw581335293
27215,211366,2023-05-06,2023-05-07,UPS,blF705259526
52562,40720,2023-07-31,2023-08-01,FedEx,VDV135955735
8240,434505,2022-07-25,2022-07-28,DHL,xRv312078490
67983,740147,2022-12-21,2023-01-03,DHL,lxb080312354
83339,761122,2023-04-09,2023-04-15,Royal Mail,sQI911858686
19542,583451,2023-02-26,2023-03-05,Royal Mail,bda194332281
15204,660132,2022-08-02,2022-08-14,DHL,lSC240360862
27103,128826,2023-02-02,2023-02-10,FedEx,xuc872896060
85635,755647,2022-02-12,2022-02-26,FedEx,MfY524541054
4333,536928,2023-07-31,2023-08-12,USPS,xQH695439302
15987,156692,2023-05-09,2023-05-11,DHL,Lay923079250
13631,699863,2022-10-24,2022-10-26,USPS,ALI479672389
92163,766211,2022-06-20,2022-06-28,FedEx,Rjn916365779
79541,803129,2023-04-10,2023-04-22,Royal Mail,hES626876474
95291,919013,2022-08-25,2022-09-05,USPS,PXC271023011
81057,69362,2022-10-10,2022-10-20,USPS,mUT355265649
88148,276578,2023-08-23,2023-08-28,UPS,hId578808439
3799,670298,2023-06-18,2023-06-23,UPS,RJx545497708
39142,511260,2023-09-18,2023-09-30,DHL,qpw786208976
59414,402154,2023-08-16,2023-08-23,Royal Mail,tDR602153570
11903,507690,2023-10-28,2023-10-29,UPS,AHG022654759
99535,260224,2023-08-08,2023-08-20,DHL,RYE100488067
85993,216061,2023-07-02,2023-07-08,Royal Mail,fHF560181012
11916,799223,2023-10-10,2023-10-13,UPS,mri792060914
47729,146212,2023-05-11,2023-05-23,USPS,toE922791009
14605,8704,2023-10-28,2023-11-08,USPS,BeR381670632
90060,202913,2023-09-21,2023-10-01,USPS,uDU722129761
42283,245709,2023-09-11,2023-09-25,Royal Mail,qwy692386853
87347,128928,2023-11-16,2023-11-29,FedEx,hsE288985003
6490,155155,2023-03-25,2023-04-04,FedEx,rBc479484809
243,680890,2023-05-18,2023-05-19,USPS,gGy198894701
5260,184101,2022-03-27,2022-04-01,UPS,OHl367505594
83258,884283,2022-11-23,2022-11-30,USPS,VCc933872601
45415,483875,2023-10-05,2023-10-12,UPS,PIr373866081
71926,811566,2023-09-30,2023-10-08,Royal Mail,ZVI095018815
49192,621055,2023-11-03,2023-11-16,UPS,dJT032458647
56525,487988,2023-06-05,2023-06-18,DHL,haj879471373
51617,452391,2023-10-01,2023-10-09,USPS,MTZ156145993
27233,967645,2022-11-19,2022-11-23,Royal Mail,XfO304969115
21757,949350,2023-08-09,2023-08-20,USPS,mor008363894
41956,380305,2023-07-26,2023-07-27,USPS,jSU563639041
30675,103706,2023-11-11,2023-11-17,FedEx,RZX603635103
54470,191771,2023-01-20,2023-01-29,Royal Mail,tGi239413345
9832,455417,2023-10-07,2023-10-14,DHL,xFB586719795
97077,305589,2023-11-15,2023-11-22,DHL,hfO123047887
66993,556239,2023-04-07,2023-04-11,Royal Mail,feM661213821
6187,208579,2023-08-31,2023-09-12,USPS,NqD694528683
83289,538004,2022-01-17,2022-01-30,DHL,Tuy597852047
64055,809346,2023-07-15,2023-07-18,DHL,GZw729440744
47622,177307,2023-01-18,2023-01-19,DHL,DXd426361842
17764,835775,2023-06-17,2023-06-24,Royal Mail,IXi532867021
23511,761812,2023-04-26,2023-05-01,DHL,blt264260263
15421,484881,2023-08-06,2023-08-13,DHL,UyE762839991
76299,199369,2023-09-01,2023-09-02,USPS,JlM085050714
28113,143264,2023-08-13,2023-08-22,DHL,ZGE213593038
18310,127615,2023-02-09,2023-02-13,UPS,SIM975218834
86007,150264,2022-12-14,2022-12-21,USPS,UnG089186846
5598,600183,2023-08-25,2023-08-26,FedEx,vQW848671946
40641,41862,2022-02-27,2022-03-11,DHL,Ghv818433331
14876,512327,2023-11-05,2023-11-17,FedEx,viv246429313
33679,881266,2022-09-30,2022-10-02,USPS,IbA664648528
77723,817281,2023-11-02,2023-11-04,DHL,DcY171859060
61153,427902,2022-10-23,2022-10-24,Royal Mail,bLW390798171
5456,229973,2023-07-13,2023-07-26,DHL,urx333298953
59525,471687,2023-06-11,2023-06-19,DHL,fhl172629007
66905,899067,2023-09-27,2023-10-01,USPS,RxM871666454
80488,317238,2023-04-02,2023-04-10,DHL,bCd720119732
51336,892468,2022-12-21,2022-12-26,Royal Mail,pjb617388579
13503,229228,2023-03-03,2023-03-15,FedEx,VqW182002351
25918,7490,2023-10-12,2023-10-20,Royal Mail,Czd268663637
96678,847993,2023-01-10,2023-01-11,Royal Mail,TDZ905874271
21115,21755,2023-11-11,2023-11-12,Royal Mail,KUV559567971
19714,963974,2023-10-21,2023-10-25,USPS,RJT528712022
33288,271316,2023-06-09,2023-06-14,DHL,Hyp957347493
40950,998695,2023-07-03,2023-07-10,USPS,Fyd781431260
36872,782135,2023-06-26,2023-07-08,Royal Mail,kfF010465000
52940,283938,2023-08-31,2023-09-13,Royal Mail,xRg036883799
9769,163335,2022-08-03,2022-08-13,UPS,fCP422599782
11662,474637,2023-10-06,2023-10-10,FedEx,FeO130493418
68668,205164,2023-10-09,2023-10-15,USPS,SQX163907811
25703,513710,2022-10-17,2022-10-23,FedEx,Iqb865641938
17729,344897,2023-03-08,2023-03-18,FedEx,CPL375323076
61810,203935,2022-11-22,2022-12-02,DHL,pCD672495344
33963,97032,2023-06-20,2023-06-21,USPS,KIF539567947
91816,981,2023-07-31,2023-08-10,DHL,mZO042548401
27244,566856,2023-09-18,2023-10-02,USPS,hWw351042096
93259,680848,2022-12-23,2023-01-05,UPS,VeV785386848
22994,157601,2023-08-06,2023-08-16,Royal Mail,Wcf265784690
43384,388886,2023-03-12,2023-03-22,DHL,zaQ087492063
88027,39878,2022-10-26,2022-11-04,UPS,RWD750656457
47387,682870,2023-10-15,2023-10-21,Royal Mail,DGu914433963
373,671148,2023-02-24,2023-03-10,USPS,kEA286471872
90473,856724,2023-01-21,2023-01-28,UPS,aUC283400523
80528,921449,2023-06-22,2023-06-26,UPS,JBi431613545
22611,377422,2022-10-03,2022-10-15,FedEx,Mmj496391738
99484,487101,2022-07-20,2022-07-31,DHL,vnR164877410
14464,996044,2023-05-19,2023-05-25,Royal Mail,NyA948646698
86080,799364,2023-11-07,2023-11-19,DHL,gBN004453416
22235,298258,2023-08-06,2023-08-09,DHL,Exv821611057
93097,437154,2023-02-11,2023-02-21,Royal Mail,xZB521443827
78841,776543,2023-02-07,2023-02-14,UPS,tEN758297748
49860,491190,2023-07-25,2023-07-31,USPS,yUV097124277
98643,373474,2023-09-25,2023-10-02,Royal Mail,CgS849239092
55980,809647,2023-05-05,2023-05-08,USPS,zVJ995596219
23372,609707,2023-06-12,2023-06-19,DHL,bZo382392917
7814,457566,2023-07-27,2023-08-07,FedEx,RwB181767375
57930,914298,2023-09-28,2023-10-01,USPS,ESP505674785
53404,980616,2023-09-01,2023-09-09,DHL,fDl912502990
61831,497772,2023-09-21,2023-09-29,DHL,Vjx388226705
55523,828867,2023-07-18,2023-07-31,Royal Mail,Aby085659905
14009,469547,2023-04-03,2023-04-15,Royal Mail,JUu423126666
48963,618713,2023-11-15,2023-11-29,Royal Mail,WAh046613170
57204,284005,2023-05-27,2023-05-28,USPS,cQH847569509
33865,431301,2023-03-17,2023-03-22,USPS,ceI763307559
41328,818373,2023-06-24,2023-07-07,FedEx,HUj327516541
20160,322867,2023-05-11,2023-05-15,USPS,aAC344268248
88392,69060,2023-09-28,2023-10-11,Royal Mail,hXv139455545
52305,200919,2023-06-03,2023-06-13,Royal Mail,WLq206663138
59258,565880,2023-09-27,2023-10-10,USPS,oSg333024915
2221,426086,2023-07-26,2023-08-07,FedEx,jMo946145154
16037,510540,2023-05-11,2023-05-24,USPS,HAL045147067
34239,574466,2023-10-30,2023-11-12,USPS,ffJ196681302
63930,170543,2023-07-08,2023-07-19,FedEx,Ams589198381
29953,440288,2023-07-20,2023-07-21,Royal Mail,YKA791653259
99655,712733,2023-03-26,2023-04-08,DHL,qDh880020515
25622,245693,2023-06-04,2023-06-11,Royal Mail,kUq011022497
31463,250934,2023-06-03,2023-06-10,UPS,Tyl232601758
45617,385802,2023-11-08,2023-11-22,FedEx,tat784261596
44588,300864,2023-11-02,2023-11-09,DHL,lCg668969317
88203,303467,2023-03-24,2023-03-29,USPS,Rgz080112309
30743,187514,2023-11-12,2023-11-19,FedEx,Pdf415276765
2809,319524,2023-06-10,2023-06-21,Royal Mail,qsB411448018
59234,779797,2022-10-24,2022-11-02,FedEx,QCA576810957
71980,823872,2023-10-16,2023-10-17,Royal Mail,eEj352893303
40157,154799,2023-09-13,2023-09-16,FedEx,yyk686155872
9011,682925,2023-01-08,2023-01-09,FedEx,FzO957683375
69139,57999,2023-11-13,2023-11-22,Royal Mail,MiW129186353
54654,756868,2023-05-23,2023-05-29,USPS,dWu802922961
45130,611204,2023-09-10,2023-09-11,UPS,RSV774382747
88295,967192,2023-02-27,2023-03-11,FedEx,RMD640860190
97639,690746,2023-11-16,2023-11-27,UPS,Cwo683479295
93399,986183,2023-01-07,2023-01-17,DHL,ZhE837831419
13993,931476,2023-03-08,2023-03-20,USPS,WpD915263333
77538,958660,2023-11-15,2023-11-18,FedEx,DAR076746288
89417,828586,2023-11-08,2023-11-11,DHL,cgT535530904
69641,810221,2023-11-07,2023-11-16,UPS,bjY230363030
5532,323473,2023-09-01,2023-09-11,UPS,BFo336227156
96955,174811,2023-09-11,2023-09-19,Royal Mail,XZn973382334
26671,150677,2023-03-03,2023-03-15,Royal Mail,AFs827919097
84692,897781,2023-08-30,2023-08-31,Royal Mail,Zxn548692610
61570,199113,2022-09-30,2022-10-11,UPS,LTs093942932
43609,238852,2023-09-09,2023-09-18,Royal Mail,ycX695368188
26478,283938,2023-10-09,2023-10-18,USPS,JRw955988422
96193,729260,2022-01-30,2022-02-12,Royal Mail,ayo128952089
8992,956335,2023-06-09,2023-06-13,DHL,YrY050034495
8048,439984,2022-08-15,2022-08-19,UPS,iDq348388230
18463,252150,2023-02-19,2023-03-01,USPS,Cda197899658
20880,291529,2023-01-18,2023-01-23,UPS,uJa632732507
41065,420334,2023-03-24,2023-04-06,FedEx,lvq669494801
97031,568725,2023-10-15,2023-10-22,Royal Mail,enh843124877
85451,321561,2023-11-14,2023-11-18,DHL,kRv011256792
70812,960310,2023-05-07,2023-05-08,FedEx,ShF842183833
51466,736839,2023-11-16,2023-11-24,DHL,nvd517480666
2095,900046,2023-07-05,2023-07-07,FedEx,gSA714124660
20024,230623,2023-01-19,2023-01-26,DHL,rvA597867730
76709,38818,2023-03-17,2023-03-25,FedEx,TVD639368970
39868,452549,2023-11-16,2023-11-17,Royal Mail,gnG758511138
15358,49846,2023-04-14,2023-04-17,Royal Mail,EfE425626609
88802,688933,2023-07-09,2023-07-23,USPS,bpb277990875
61037,832854,2022-11-27,2022-12-10,DHL,rgX341736712
53242,367992,2023-05-01,2023-05-09,USPS,JDM002770434
5997,903956,2022-09-19,2022-09-22,DHL,wxt606329003
59333,134803,2023-08-07,2023-08-11,Royal Mail,JcN432337581
3680,515824,2023-10-06,2023-10-10,UPS,ApX330796719
29887,542543,2023-06-10,2023-06-23,Royal Mail,Dhy821898207
80861,130264,2022-12-21,2022-12-26,USPS,CnH712818539
6851,505575,2023-08-08,2023-08-13,Royal Mail,sLe932639160
93158,350978,2023-10-26,2023-11-01,DHL,PHp467362243
54823,338123,2023-10-26,2023-10-31,USPS,BzW597010352
65394,995162,2023-10-23,2023-10-28,UPS,fsC061767502
42445,261994,2023-02-02,2023-02-10,Royal Mail,tDE657450780
66943,639733,2023-04-15,2023-04-16,FedEx,cIM849548208
18520,112549,2023-10-19,2023-11-01,UPS,oNc175528052
44074,363367,2023-08-08,2023-08-14,USPS,XtQ085970646
43104,865179,2023-09-07,2023-09-14,FedEx,Ssu802598713
5519,46350,2023-02-22,2023-03-08,USPS,wOq703351753
41068,287390,2022-02-09,2022-02-15,FedEx,gso745492485
48305,584978,2023-08-01,2023-08-11,Royal Mail,WQx816921250
98406,691277,2022-11-11,2022-11-12,USPS,JBN430508306
70837,847277,2023-08-13,2023-08-15,Royal Mail,SVT209116195
81425,766211,2022-11-12,2022-11-16,Royal Mail,JNP180155536
55996,840049,2023-10-12,2023-10-22,UPS,jFJ234097134
84253,502624,2022-11-23,2022-12-06,USPS,tjK412552144
50327,784190,2023-08-31,2023-09-11,USPS,YwW384805382
96525,133155,2023-04-10,2023-04-17,UPS,eUh638302891
6979,192376,2023-08-14,2023-08-28,DHL,jQY732494083
72849,883348,2023-10-13,2023-10-20,DHL,UHa297057073
34113,229180,2022-12-05,2022-12-10,USPS,qEE680917434
37464,305409,2023-09-13,2023-09-14,DHL,UWx761860429
59723,343878,2023-01-04,2023-01-14,DHL,BNq630340221
26257,869716,2023-07-25,2023-08-01,Royal Mail,FCp247800541
77011,385299,2022-07-04,2022-07-07,FedEx,KOv454259408
58035,863587,2022-01-28,2022-02-11,USPS,LzE364513226
93366,898209,2023-02-27,2023-03-06,UPS,pgK755428155
70044,894723,2023-10-24,2023-11-03,DHL,DqH156006944
65939,312603,2023-10-25,2023-10-30,Royal Mail,YKz064885431
24779,164017,2023-03-15,2023-03-29,Royal Mail,VyY855592454
92055,248588,2022-10-27,2022-11-08,Royal Mail,lzk007060936
13294,863535,2023-07-31,2023-08-11,UPS,MmG011499939
10059,873062,2023-11-04,2023-11-13,DHL,MRv692623801
7185,556574,2022-08-27,2022-09-06,UPS,UpV879940503
80231,859673,2022-12-02,2022-12-12,UPS,ATs005475141
21800,549696,2023-09-29,2023-10-09,Royal Mail,xLP230837686
78419,905588,2023-05-13,2023-05-18,USPS,itf517304334
81076,356743,2023-06-21,2023-06-27,UPS,LVy062452454
83337,609586,2023-08-01,2023-08-12,DHL,JRa588535478
2299,757439,2022-07-31,2022-08-05,DHL,Gaj447927497
87769,593935,2023-10-11,2023-10-22,USPS,jcH407316282
14922,347929,2023-10-22,2023-10-31,USPS,HnN565024689
39855,601967,2023-07-30,2023-08-05,UPS,fbS417780803
13674,451858,2022-11-07,2022-11-16,DHL,Ldh609489976
12310,216764,2023-05-22,2023-06-02,UPS,NqF677462539
64019,473242,2023-08-21,2023-08-30,DHL,Nid271203417
69359,616914,2023-09-27,2023-10-08,UPS,asA263363580
66589,377415,2023-02-26,2023-03-11,USPS,Kaq001950283
4523,502648,2022-01-15,2022-01-29,FedEx,RKE437468378
21096,183224,2023-04-30,2023-05-08,UPS,Rhc113731811
45773,495941,2023-06-21,2023-06-24,USPS,lNC944485542
12151,177086,2023-11-06,2023-11-11,Royal Mail,ozw929967549
44179,333579,2023-05-27,2023-06-10,FedEx,WjF863362157
1482,443336,2023-02-16,2023-02-24,DHL,NqR157499517
94511,35758,2023-11-10,2023-11-15,DHL,IEd738194009
94373,23775,2023-03-13,2023-03-23,FedEx,OKw111741846
11303,753389,2023-04-26,2023-05-07,DHL,Qam312709502
2817,805511,2022-12-03,2022-12-17,UPS,wbd311986960
33747,119335,2023-05-16,2023-05-20,FedEx,COj597837059
16291,720798,2023-11-13,2023-11-19,UPS,sJD964985717
70274,379431,2023-08-08,2023-08-20,FedEx,Dzu386417171
26976,19689,2023-04-24,2023-04-29,Royal Mail,CFw464161842
70827,571534,2023-06-29,2023-07-11,UPS,mLD149281648
21157,849888,2023-06-16,2023-06-22,FedEx,rBw112012028
50851,819873,2022-10-16,2022-10-26,UPS,bmv799827762
43715,674792,2023-10-14,2023-10-22,UPS,aJI968912377
655,23350,2023-09-23,2023-10-03,DHL,Yuz286294851
44331,762164,2023-08-17,2023-08-25,USPS,LnM542835705
99331,230223,2023-08-23,2023-09-05,Royal Mail,lpo948207979
55282,727745,2022-10-03,2022-10-17,UPS,gGS161863979
72634,351794,2022-08-28,2022-09-10,Royal Mail,jnI126638862
67406,2325,2022-04-28,2022-05-12,DHL,Szf099108002
58929,172778,2023-07-10,2023-07-19,Royal Mail,HDT618571280
37485,746184,2023-08-28,2023-09-05,Royal Mail,nFJ685441147
3404,783983,2023-08-22,2023-08-28,FedEx,yJz248575371
25678,143839,2023-09-03,2023-09-11,UPS,Bmn097106742
96217,646913,2023-06-03,2023-06-08,DHL,fVo882769788
82221,806429,2023-07-03,2023-07-05,FedEx,aUk713060372
90878,13106,2023-07-16,2023-07-21,DHL,JcJ233042106
50096,857783,2023-09-20,2023-10-02,USPS,kbi355661836
65917,846058,2023-01-09,2023-01-12,Royal Mail,AtY248056204
6343,38167,2022-11-26,2022-11-27,UPS,mFy447500224
33426,138105,2023-02-27,2023-03-08,FedEx,hWi337829452
73808,158504,2023-08-07,2023-08-15,USPS,jGI218364126
27201,178462,2023-10-05,2023-10-12,Royal Mail,Bgx174022686
73183,317032,2022-03-06,2022-03-19,Royal Mail,wWd608106885
45290,610563,2023-06-28,2023-07-07,USPS,SfB134264969
63484,640964,2023-11-07,2023-11-20,Royal Mail,uTC742429418
31707,939465,2023-01-24,2023-01-27,DHL,sqn606725712
43764,459356,2023-04-26,2023-05-09,FedEx,yXW311921156
88079,579884,2023-07-19,2023-07-31,Royal Mail,GcZ840868238
46602,50687,2022-06-17,2022-06-30,USPS,ymT791023363
15675,945818,2023-09-24,2023-09-25,UPS,jxJ270141530
31617,953973,2023-04-03,2023-04-16,Royal Mail,Xqg860747409
59341,911480,2023-10-27,2023-11-06,Royal Mail,Wsc726885356
36840,130652,2023-01-20,2023-02-03,FedEx,Bit880447782
81851,618713,2023-11-15,2023-11-17,FedEx,cMA119626438
23695,38217,2023-03-07,2023-03-17,Royal Mail,Adb700525598
46474,6460,2023-09-15,2023-09-26,FedEx,vnF196232841
27731,676604,2023-11-07,2023-11-11,UPS,Uio783839975
69863,985783,2023-10-18,2023-10-27,DHL,YVA878207300
44770,167088,2023-02-20,2023-03-05,DHL,JOO944682599
81196,101423,2023-02-19,2023-02-27,DHL,hCr670210711
17086,792357,2023-08-07,2023-08-15,DHL,iOy598640860
28528,734793,2022-06-09,2022-06-22,FedEx,rop203527840
83483,80576,2023-11-09,2023-11-16,Royal Mail,bco494567361
69898,404728,2023-01-01,2023-01-05,FedEx,lMs464557211
93341,892646,2023-10-29,2023-11-10,UPS,zdZ118759548
90707,985893,2023-03-15,2023-03-20,DHL,aFF013734997
957,925788,2023-08-18,2023-08-20,Royal Mail,ZPp146944675
69285,642223,2023-07-24,2023-07-25,USPS,yww639022479
65987,328558,2023-09-26,2023-09-29,USPS,taF893060051
3515,472577,2023-11-06,2023-11-17,Royal Mail,wwk298888098
29738,837993,2023-06-29,2023-06-30,DHL,CwM925204631
75429,491042,2023-03-07,2023-03-10,USPS,BLf069813412
6324,149397,2023-07-07,2023-07-21,DHL,JZr746292389
73968,641080,2023-09-12,2023-09-23,DHL,Czw063551903
77663,116481,2023-04-03,2023-04-10,FedEx,yGJ414910996
23506,650917,2023-09-29,2023-10-03,USPS,IeD082158102
57517,459138,2023-06-19,2023-06-25,FedEx,xps851769241
98224,774944,2022-06-12,2022-06-16,Royal Mail,HRJ218360885
37223,291562,2023-11-11,2023-11-25,Royal Mail,cqT228906484
40449,887557,2023-10-30,2023-11-03,FedEx,wXD968559717
92724,26471,2023-09-19,2023-09-25,UPS,EwL036422988
29485,819245,2023-06-22,2023-07-05,DHL,CDk028698832
40989,313904,2023-11-06,2023-11-19,USPS,nyu985220251
78073,6873,2023-09-08,2023-09-15,Royal Mail,lqm592431359
68501,594369,2023-09-11,2023-09-18,FedEx,dzt356055395
60099,29894,2023-11-04,2023-11-17,DHL,NIb409614050
65692,567379,2022-08-29,2022-09-05,UPS,kof131727580
32565,284450,2023-09-10,2023-09-21,UPS,ikm131043794
82921,802218,2023-08-16,2023-08-24,UPS,BaM197560166
25669,199352,2023-03-05,2023-03-19,USPS,Bpu295993258
60267,612160,2023-05-31,2023-06-04,USPS,QAW464070572
69464,515761,2023-06-23,2023-06-27,DHL,TvX529839185
93109,546098,2023-05-20,2023-05-24,Royal Mail,Aad964083647
12022,129169,2023-07-13,2023-07-20,DHL,vRV844867729
22577,806384,2023-02-14,2023-02-28,USPS,vGp326584648
10077,102404,2023-10-13,2023-10-20,USPS,lcc344579413
62266,997893,2023-11-01,2023-11-12,Royal Mail,Qel025053907
67156,986765,2023-09-28,2023-10-03,FedEx,cHA250375756
14083,191966,2022-11-17,2022-11-23,DHL,NEg120552390
67286,499207,2023-06-25,2023-06-27,UPS,zKE152528535
14428,448905,2023-10-30,2023-11-01,DHL,mlh725928212
37160,919013,2023-05-04,2023-05-14,DHL,irJ627572779
48999,283378,2023-06-12,2023-06-19,DHL,Iou599049252
75663,490024,2023-06-13,2023-06-22,FedEx,Ixy173030659
81604,865047,2023-03-26,2023-03-31,Royal Mail,eAo423831914
28261,597535,2023-08-06,2023-08-12,Royal Mail,hbv995991349
3331,641164,2023-11-07,2023-11-20,Royal Mail,Lil008048556
6153,697790,2023-08-06,2023-08-08,FedEx,wcY324106315
46287,433454,2023-05-12,2023-05-14,UPS,NKU860503415
30781,776919,2023-07-06,2023-07-10,UPS,cvs506745425
5171,308205,2023-06-09,2023-06-18,FedEx,ycU046191440
69133,612028,2023-04-11,2023-04-25,DHL,LFA314872462
45864,789216,2022-08-06,2022-08-17,UPS,aHr884416227
73995,218207,2023-05-02,2023-05-14,UPS,LOr604860033
75577,10223,2022-06-10,2022-06-23,FedEx,BNq281423854
31733,163699,2023-08-11,2023-08-14,USPS,dTD172347127
94690,383032,2023-08-31,2023-09-09,FedEx,mLn106357762
54313,842332,2023-09-24,2023-10-03,Royal Mail,rqX103340599
10742,780794,2023-09-20,2023-09-30,DHL,DkR862220166
6053,110402,2023-10-30,2023-11-11,FedEx,VrH834712801
5724,890020,2023-11-07,2023-11-19,UPS,Ygv586629224
51503,921819,2023-03-02,2023-03-03,USPS,PTK486052040
39303,988343,2023-11-03,2023-11-16,UPS,QvL255188471
1404,332047,2023-06-28,2023-07-01,UPS,IYa834957160
92646,412732,2023-08-11,2023-08-17,Royal Mail,ebd451804901
23673,839321,2023-08-12,2023-08-19,USPS,ZeL491961858
49159,545826,2023-10-23,2023-10-28,FedEx,bmV798980509
5700,608363,2022-10-10,2022-10-15,Royal Mail,tst619911047
98895,809472,2023-02-05,2023-02-12,USPS,gwg893900667
73276,916582,2023-11-03,2023-11-07,DHL,zcS280498655
74449,282975,2023-08-21,2023-08-26,UPS,YsA251524822
96538,360931,2023-01-07,2023-01-10,Royal Mail,yFI392819166
53058,676941,2023-05-03,2023-05-06,USPS,EBS489261687
21937,502648,2022-02-15,2022-02-21,DHL,vlg205902443
61795,170556,2023-10-11,2023-10-23,FedEx,qKP260193247
65598,902249,2023-08-27,2023-09-10,USPS,aeN028243094
69496,904048,2023-01-28,2023-02-02,Royal Mail,JcW859524802
87879,45399,2023-08-28,2023-09-05,USPS,CnX450632087
79761,828948,2023-04-13,2023-04-27,Royal Mail,qex645929826
6633,772397,2023-06-22,2023-06-25,Royal Mail,hHw490954613
77655,907653,2023-09-13,2023-09-20,UPS,pNm292075763
20845,323367,2023-06-09,2023-06-16,USPS,waX396243505
1019,323130,2023-01-25,2023-02-02,UPS,mdS829107754
62073,791095,2023-06-15,2023-06-28,Royal Mail,AOp923948140
11333,590282,2022-02-11,2022-02-14,USPS,oYy256462453
93954,524359,2023-09-06,2023-09-11,USPS,ENY959017359
24326,891561,2023-07-08,2023-07-18,UPS,Zvg576757260
83678,221084,2023-10-23,2023-10-29,USPS,DKG130867136
68590,961761,2022-11-25,2022-12-01,USPS,ndc233320137
30331,936155,2023-09-26,2023-10-02,Royal Mail,Ygq941346109
87771,617208,2022-08-03,2022-08-11,UPS,UMq015877953
71586,524014,2023-03-08,2023-03-20,UPS,ssM892631889
70963,168446,2023-07-30,2023-08-05,DHL,BJv276297708
14520,111605,2023-07-19,2023-08-02,Royal Mail,UeU223066892
96150,829730,2023-10-25,2023-11-06,DHL,iWz119329307
379,949350,2023-04-05,2023-04-16,DHL,qkU260081542
28864,760042,2023-03-01,2023-03-14,DHL,uum254202363
22651,393246,2022-11-26,2022-12-09,FedEx,Kag261998737
21136,360552,2022-11-21,2022-11-28,DHL,asP863698989
33715,19639,2023-08-21,2023-08-25,USPS,QTU416114677
62192,719149,2023-06-20,2023-06-26,Royal Mail,Arl334149970
13899,793044,2023-02-03,2023-02-14,FedEx,iQS806208833
37147,110676,2023-02-17,2023-02-25,FedEx,pEf795831302
4128,602997,2023-11-12,2023-11-18,USPS,GYu272470901
80899,896845,2023-07-26,2023-07-28,USPS,xZh685675659
15899,629600,2023-04-12,2023-04-15,FedEx,AkA611173647
42922,185205,2023-09-03,2023-09-09,UPS,rut828608840
84941,814464,2023-03-09,2023-03-14,UPS,zEZ022057182
194,124579,2023-08-25,2023-08-30,USPS,mKJ243928869
46851,637812,2023-03-14,2023-03-23,Royal Mail,vdC294936851
11737,488544,2023-07-28,2023-08-11,USPS,cyj642481927
57096,278636,2022-10-03,2022-10-09,Royal Mail,vNe675678432
75667,774783,2023-10-04,2023-10-12,UPS,YDg906632533
97534,483873,2023-06-04,2023-06-05,Royal Mail,nvY517614027
57477,127410,2023-11-10,2023-11-17,UPS,XSB034052105
34659,704261,2023-08-04,2023-08-06,DHL,NtG600333190
16776,93939,2023-03-26,2023-04-03,FedEx,ysQ976852157
23694,953682,2022-11-24,2022-12-01,UPS,BNX280358424
82354,616022,2022-08-08,2022-08-10,USPS,Yis033104696
82824,390577,2023-10-24,2023-11-02,DHL,qGS674861156
22364,797322,2023-11-15,2023-11-16,Royal Mail,sTk108280962
80602,283344,2023-09-08,2023-09-20,FedEx,iGs015562917
