WishlistID,CustomerID,ProductID,DateAdded
437941,810300,5274,2022-07-22
328321,680586,8746,2023-04-24
415330,94500,6536,2022-06-08
370942,951453,793,2022-03-22
436384,757926,8188,2022-09-05
923431,380279,7177,2022-02-02
400035,748800,2226,2023-08-13
893021,627545,6749,2022-04-20
222115,754430,6165,2021-11-22
12729,334848,5157,2022-03-28
41168,888437,8762,2023-09-05
747142,53124,4766,2022-06-15
502336,358862,1958,2023-04-28
27545,249820,6832,2022-04-04
952511,546188,7747,2023-08-29
355828,588216,8456,2023-09-20
467728,939274,5549,2021-12-01
320301,410342,8167,2022-04-26
316102,322301,9536,2022-06-21
270248,815346,5564,2021-11-30
419346,525667,5619,2022-01-27
612945,72559,5999,2022-05-22
100461,993390,7635,2023-03-10
176356,739582,6963,2022-02-16
341407,963739,6970,2022-03-24
637820,677395,4131,2023-11-09
425478,65044,12,2023-09-10
463047,656826,4455,2023-01-03
14252,638280,9854,2023-02-24
344503,64182,5157,2022-01-24
328162,684543,7566,2023-02-22
406657,192021,158,2023-06-11
270919,16415,2427,2022-02-20
372330,269858,1893,2021-12-06
434331,703184,4438,2022-06-20
929202,125177,6970,2022-11-27
286643,983470,1887,2022-04-14
463727,640418,5141,2023-09-26
987392,532132,1089,2023-07-05
584160,584469,9415,2022-01-16
734800,528689,8875,2023-05-19
835372,131655,3687,2023-03-21
136375,749111,12,2022-03-20
543235,98818,584,2023-05-02
492299,226500,2107,2023-02-05
832492,206010,1161,2022-09-13
375717,62622,3449,2023-01-14
205918,127511,4307,2023-03-18
861590,195304,223,2022-12-01
756686,26353,8017,2022-02-11
420424,40032,9536,2022-12-12
660833,336215,3687,2022-02-24
906935,202517,1871,2023-04-01
690545,580297,4313,2022-08-29
722582,60218,9832,2023-09-24
423028,951722,2202,2023-01-10
264445,92495,1161,2023-08-04
946589,947265,4882,2021-12-13
113128,760765,9436,2022-02-21
512937,951370,2456,2023-03-06
115116,787864,159,2023-02-09
5196,105966,6536,2023-02-23
684506,965904,2436,2022-01-19
127074,745606,9280,2022-02-04
974573,967173,4518,2023-07-26
301471,762315,9436,2023-10-04
49134,15265,2059,2023-02-28
745100,437017,9536,2023-07-06
602474,87353,8831,2022-11-18
181178,535733,5704,2023-04-21
202220,776325,174,2022-01-30
513592,928349,3030,2023-07-27
261474,128947,2436,2023-02-07
321039,780545,9536,2022-09-26
669671,712319,8938,2022-09-28
528754,623701,4313,2022-05-20
729133,651716,6446,2022-04-02
849848,962972,3144,2022-07-10
548637,102653,3246,2022-12-31
513025,575746,9120,2023-09-17
987280,706929,793,2022-07-06
90929,757607,9677,2022-02-24
110477,300998,6832,2023-01-24
304791,315206,9854,2022-11-01
808405,26514,1073,2022-05-31
529663,608283,2508,2023-09-04
374489,386025,8784,2023-09-17
459451,760303,8769,2022-11-25
674243,706929,5864,2022-10-03
543356,768614,2886,2022-06-11
276344,223252,8241,2022-03-13
561163,166342,1530,2023-10-17
719256,748568,3030,2023-08-28
778579,166135,5141,2022-07-13
267887,629043,1869,2022-08-25
607231,139083,485,2022-05-16
952701,421845,5759,2022-07-31
860619,57225,8854,2022-09-24
750552,154649,617,2022-06-02
413507,748019,223,2022-09-24
977147,890120,5999,2022-12-28
921852,626500,1819,2023-03-15
137766,671147,2202,2022-10-02
390152,859622,4131,2023-10-19
966504,964365,2508,2023-04-06
450753,983067,4969,2023-03-13
453905,845427,9832,2023-02-24
579000,645068,617,2022-06-13
112297,796101,7883,2023-02-01
31870,310206,6986,2023-08-16
271183,346871,6520,2023-03-01
279066,239889,6766,2022-01-03
582433,291654,5864,2023-02-13
788326,204020,2523,2023-02-27
401648,450710,2949,2022-04-11
268495,311819,2206,2021-11-28
273692,623125,9410,2022-07-03
904460,559196,2202,2023-08-18
668397,987897,2523,2022-12-30
273603,175930,3892,2023-03-11
505166,879466,5998,2023-07-11
88518,341774,793,2022-06-05
789473,244522,6520,2023-08-18
762282,168709,6970,2022-02-19
271388,694442,6687,2022-10-22
7809,685275,2508,2022-11-05
843097,575305,617,2023-03-02
258608,831305,7174,2022-10-26
154071,947818,5188,2022-05-11
443084,763047,2436,2022-05-06
458896,70441,5881,2022-01-16
71451,959512,5239,2022-02-17
897417,213605,232,2022-09-08
847157,938935,876,2022-07-20
662777,347650,7795,2022-11-26
953686,281198,7177,2022-10-26
838349,872259,5967,2022-09-28
867767,20397,232,2022-02-09
501600,530768,7022,2022-02-25
552674,389474,6749,2022-02-25
963127,192383,1043,2023-06-09
972362,284865,1893,2022-02-28
576622,562862,876,2022-03-26
78328,340943,6856,2022-06-04
895767,663219,5475,2023-01-26
853012,109643,641,2022-01-05
959866,176152,7566,2023-11-05
371772,384639,6711,2022-06-15
539390,24870,6162,2023-03-13
227669,914782,2886,2022-06-05
410827,597436,1566,2022-12-17
841171,826234,4438,2022-02-04
186709,465754,5239,2022-11-20
715795,227423,5806,2022-11-23
537074,8910,1566,2022-01-16
419262,229819,1043,2023-03-25
388229,533903,3952,2023-09-27
605603,965334,7550,2022-08-04
656205,709240,3952,2023-01-20
57431,210975,174,2023-06-23
474821,17353,7620,2022-04-23
415673,479423,4766,2022-04-19
362303,263309,159,2022-12-05
122141,581124,232,2022-11-21
624984,873711,4270,2022-05-05
835152,798621,4337,2022-08-28
928058,110962,6687,2023-03-05
384317,424334,6749,2023-11-04
950704,508417,7761,2022-09-02
739565,978151,217,2022-09-24
670460,788092,1738,2022-10-16
991325,214901,5099,2023-03-02
719319,928366,6149,2022-06-25
486559,938680,4882,2023-11-10
624464,977445,158,2022-03-10
191016,294643,1887,2022-03-20
993331,863417,5881,2022-04-21
293896,261927,7635,2023-05-30
427212,583929,9407,2022-05-03
24443,702127,2512,2022-05-13
279289,426626,3090,2023-09-13
438283,871083,7747,2023-09-06
321535,179697,5704,2022-08-12
429624,486083,641,2022-04-15
12727,564650,2949,2022-07-04
688782,867630,8784,2022-11-16
648719,191739,2508,2022-05-19
416121,469022,4339,2023-02-12
420980,145362,8862,2023-02-14
316970,442459,1756,2023-10-19
94008,400802,4969,2022-05-09
617567,987134,9832,2022-04-21
540182,40423,6856,2023-09-27
125951,351333,2456,2022-04-08
446636,755338,2436,2022-04-27
179320,619530,5337,2023-06-07
961445,299788,1893,2022-10-06
988643,284061,8971,2022-09-02
178184,500709,1869,2022-08-13
656263,47641,1308,2023-02-05
825382,205374,6436,2022-11-15
67185,43511,1512,2022-10-25
247652,912767,3449,2022-01-07
542256,348818,1756,2022-10-04
97289,904003,4313,2022-01-24
707459,184112,3144,2023-09-20
721289,901325,7795,2023-10-14
755806,927822,6770,2022-06-04
633800,315378,9415,2022-07-19
815500,232985,9450,2022-11-26
851164,690834,9536,2023-01-28
305977,209121,8188,2022-09-10
678885,110392,661,2022-09-23
207089,650695,2323,2023-08-18
784384,6066,3246,2023-10-31
510772,559548,4313,2023-11-14
745927,565349,5999,2022-09-17
414218,57013,8027,2023-05-23
422606,610859,6149,2022-08-12
521491,94876,8121,2022-04-19
498902,676457,8875,2023-07-11
337403,912433,4592,2022-06-04
939359,315054,5998,2022-01-07
466309,946568,641,2022-06-21
282110,663030,5999,2022-11-01
942247,816082,5864,2023-09-09
975351,708550,4313,2022-06-09
107113,70796,5141,2023-09-28
35821,910213,1871,2023-01-27
395635,744822,4270,2022-05-17
49515,501060,4313,2022-03-24
504610,851580,4307,2022-01-05
707492,111207,584,2023-08-25
587609,772311,2614,2022-03-22
614612,584215,8746,2022-07-18
958604,264968,7550,2022-03-17
561433,677008,4455,2023-09-04
131167,208405,6986,2023-01-31
250018,764561,4313,2022-01-14
865158,977812,6927,2022-10-04
599752,167782,2512,2022-02-22
410471,551180,6687,2023-06-18
73692,614006,8188,2022-12-03
95221,288593,8456,2022-09-10
325383,740072,9832,2023-07-07
841148,947643,485,2022-08-13
297725,149845,5531,2022-05-13
357644,682604,835,2023-08-16
233749,893082,5999,2023-03-09
767664,153922,6970,2023-08-07
562436,547607,8017,2022-01-17
661261,767076,5157,2022-11-25
624629,383303,4248,2023-04-25
487494,999503,835,2022-03-29
882974,655022,2323,2023-05-13
860897,6169,7550,2022-01-05
186339,651716,2865,2023-09-24
110906,127749,1089,2023-03-18
743931,703917,5337,2023-03-10
148529,310171,8762,2023-10-08
202234,730204,4307,2023-09-19
102043,490755,4500,2023-09-02
835919,181875,793,2021-12-08
343119,597671,8027,2023-09-16
126686,912846,5864,2023-07-14
169075,849631,7747,2022-02-07
612827,555063,159,2022-02-09
127627,788058,8938,2023-02-16
404492,366723,4882,2022-11-14
460091,359049,5382,2022-06-19
314262,49972,2994,2022-05-13
54749,403922,217,2022-03-04
505122,237388,6302,2023-07-05
384355,725882,2886,2023-05-24
640733,978769,2508,2022-03-10
411731,907982,3892,2022-12-31
470246,433514,3962,2022-08-26
998498,910469,6165,2022-09-18
511786,428832,2436,2023-01-25
336358,423166,9450,2023-01-30
297337,269589,3090,2023-06-15
504341,992681,6963,2022-03-07
717781,718906,2523,2023-03-20
849304,498161,5324,2022-08-18
220715,621412,4248,2023-04-23
283452,92119,9410,2022-07-03
554053,184111,7635,2021-11-21
455720,929790,2508,2023-02-11
821853,807495,9280,2022-05-25
543056,143383,9194,2023-02-16
114728,610670,8188,2022-05-18
697917,827732,5274,2023-09-18
592736,689211,6290,2022-07-27
15664,213527,1756,2023-01-31
549281,589972,12,2023-10-09
581854,53112,8784,2022-11-11
492636,110885,6290,2023-07-17
996796,664143,9450,2023-08-11
545024,423089,7453,2023-03-21
831776,367972,8971,2022-11-04
194281,265413,8854,2022-07-07
163151,697241,2489,2022-05-05
259167,738422,1738,2023-10-22
854422,837772,5881,2022-03-20
673405,574995,159,2023-01-24
22775,447546,584,2021-12-19
605540,77322,4248,2023-01-02
547298,144520,7550,2022-12-01
176081,905595,6520,2021-12-24
725414,474717,1799,2023-11-04
742983,983171,1869,2022-12-02
709900,785258,9415,2023-08-29
668586,482559,1871,2023-04-12
54966,670294,688,2023-09-15
30855,738374,2949,2023-04-14
332854,149017,3952,2023-08-05
99482,968597,3962,2022-08-01
715185,8940,3144,2022-09-18
897937,279210,4766,2022-12-13
289262,60027,8167,2023-07-22
470617,693018,3797,2023-07-12
724489,987759,8875,2022-07-11
680581,98191,158,2023-02-19
544826,691341,2508,2023-04-13
808637,239126,835,2023-06-18
865452,830993,2226,2023-01-06
700012,187347,6070,2023-05-30
139758,647848,1095,2022-12-12
492200,534594,5324,2023-03-03
491227,882941,1043,2022-08-15
171954,770255,217,2023-10-31
813238,693716,1893,2022-08-16
269094,871501,1089,2023-07-04
492270,818850,8746,2023-09-02
73364,127687,1095,2022-03-31
433699,467645,8938,2022-11-09
262291,499062,232,2023-07-03
568102,49163,8746,2022-03-05
642350,223527,5864,2021-12-01
585895,674463,1566,2023-08-12
871163,686517,4071,2022-01-14
721423,102022,1089,2023-10-16
28527,991032,1512,2022-12-09
20640,50040,5549,2021-12-15
418891,649188,7866,2022-11-09
498041,605888,3892,2022-12-14
195034,16964,5998,2023-08-18
248498,461067,2427,2022-11-30
406003,32149,7453,2022-05-04
200233,493362,2949,2022-10-13
334561,530298,5239,2023-01-30
118229,244021,4131,2022-02-05
251219,911570,6970,2021-12-06
97848,717993,6970,2022-10-27
468182,255861,3401,2023-08-13
20653,612653,7566,2023-01-22
308630,289882,6070,2023-10-02
554803,612733,1958,2022-04-29
836781,482770,9194,2022-01-10
681154,928366,5704,2022-02-11
777761,642197,98,2022-04-23
294314,65205,2066,2022-06-15
117889,914194,6162,2022-03-28
669187,604807,7177,2022-02-08
627714,175930,4071,2023-01-24
311645,663418,2066,2023-04-17
325904,990620,9450,2023-01-02
238238,909939,4755,2023-09-07
636515,424895,6446,2023-08-10
173452,532133,9410,2022-09-21
97182,287633,2206,2022-10-10
383654,586389,6290,2022-12-23
118275,493049,1738,2022-09-18
164640,707886,7566,2022-05-21
440166,399265,8076,2022-05-13
325476,174634,7453,2023-07-16
978509,598819,6290,2022-06-26
208816,230986,1887,2023-09-19
657941,409116,1308,2022-05-12
876637,475873,7566,2022-01-22
673979,611260,5962,2021-11-24
19808,317117,1738,2022-06-11
672947,319933,5963,2023-07-25
210247,305739,1095,2023-07-26
744540,864776,7174,2021-11-22
21772,434153,7174,2023-04-27
34016,131650,5324,2022-07-12
910265,152523,217,2022-10-04
901081,83660,4337,2022-01-11
35416,810057,9891,2022-12-27
782040,733999,617,2022-07-10
95690,475919,1095,2023-08-04
106753,274263,5967,2022-10-28
375123,365332,2059,2022-02-21
214522,343926,5624,2022-02-01
570070,835817,4537,2022-05-05
361088,39490,2323,2023-04-26
243548,892198,232,2023-07-12
174812,350457,5026,2021-12-25
788612,663623,6970,2023-10-22
180334,796825,3687,2023-06-24
154194,757607,5998,2022-08-02
838907,130808,1958,2022-08-20
827703,688265,661,2022-05-18
86026,591670,4755,2023-11-13
246811,759902,4339,2022-12-08
805023,616807,6686,2022-01-12
160819,132403,6059,2022-12-15
446754,515864,7174,2023-10-28
236038,782738,5963,2023-09-14
766924,800644,8938,2022-11-17
2650,759231,485,2022-01-12
190196,927649,6687,2022-03-27
648717,522153,2886,2022-02-06
409835,856732,6927,2022-08-21
529148,227849,4307,2022-08-22
277049,298613,688,2023-02-14
803392,644343,641,2022-05-17
348675,687793,8076,2021-11-30
418530,88441,3030,2021-12-12
236635,227090,6963,2022-01-04
221418,768777,8854,2022-05-07
604184,548403,5999,2022-05-12
171068,90734,1887,2022-12-14
596032,730558,6711,2023-04-27
863631,237571,8044,2022-01-10
199492,217449,3892,2022-11-14
936722,761408,9536,2022-11-24
972117,648166,3687,2022-10-06
716423,199866,6686,2022-12-23
138450,48970,8862,2022-09-15
440504,305372,1799,2021-12-17
548388,967653,4438,2023-07-08
802805,526757,6687,2022-07-19
777536,831518,2865,2021-11-17
155458,854423,9677,2023-09-17
225609,618856,3246,2022-07-12
130955,231741,5337,2023-08-05
719698,784082,1512,2023-06-01
282510,958260,5962,2023-03-10
240074,226312,4462,2023-09-22
247660,622619,6770,2022-08-14
931487,707886,9502,2022-10-31
707551,577429,8017,2022-01-06
812270,832295,5806,2022-07-29
467798,804162,6001,2022-05-28
820444,91764,8746,2022-01-11
779870,864461,4270,2022-12-10
762538,149351,8167,2022-03-05
316988,471407,661,2022-07-14
949848,348091,8762,2022-02-18
151366,606916,6612,2022-07-26
925554,45025,2427,2022-11-30
77354,947583,8854,2022-11-20
417529,883032,9194,2023-06-08
497213,541585,661,2022-01-15
656670,204181,9854,2022-10-21
952171,626677,5324,2022-03-31
192324,920073,5914,2023-10-28
451530,864457,2066,2022-08-12
960127,17419,5963,2022-12-28
367088,79120,1799,2022-10-05
576356,845045,8241,2022-12-04
721994,712034,7140,2023-05-09
872321,619132,6302,2023-07-22
534750,110842,617,2022-03-23
98150,778520,2107,2021-12-29
543946,943554,5026,2022-01-05
642175,420051,3687,2022-03-05
841838,160550,3892,2023-09-10
128478,709128,6963,2023-07-24
969913,964920,9194,2022-06-18
669285,699594,3892,2023-11-08
294892,385666,4292,2023-11-03
582290,286139,2523,2023-11-03
121281,102974,793,2022-05-27
641803,508083,8862,2022-12-01
502887,934928,6612,2022-01-06
441235,608491,9407,2021-12-02
655264,653519,617,2022-12-13
577393,647492,7177,2022-03-28
849903,263874,9407,2022-12-14
595834,127749,5157,2023-01-23
714079,56701,3246,2023-08-10
638551,340858,1887,2023-05-07
649053,498741,8017,2023-08-14
312265,443206,9502,2022-03-11
707051,709390,4339,2021-12-24
777305,974359,1893,2022-07-24
427819,743395,641,2022-12-12
572253,594271,1871,2022-07-20
260639,545600,6711,2022-12-21
730533,525300,2886,2022-12-09
551178,219445,8875,2022-02-12
267929,368209,4882,2022-08-27
609468,667897,5619,2023-08-16
891100,185309,8938,2023-08-23
501564,527594,1043,2021-12-14
731009,886994,6749,2022-08-13
664835,59234,6892,2022-06-26
71785,424895,9407,2023-09-04
806244,768121,6059,2022-07-12
653143,154885,2523,2023-08-23
948511,657666,6302,2023-05-22
280263,470659,7883,2023-02-03
605125,125225,6963,2023-05-07
946205,282002,3966,2023-06-20
407881,464442,4438,2021-12-23
492857,760656,1095,2022-06-27
183160,980975,3246,2022-09-30
228505,880018,8027,2023-02-13
364670,610673,2512,2023-05-06
423876,54176,5962,2022-02-08
95811,135620,4500,2023-03-19
343495,474212,6970,2022-06-29
378033,696993,688,2023-05-17
234434,723386,5337,2023-09-01
520241,658374,2206,2023-03-25
888972,928452,6686,2023-05-04
233156,847215,7635,2023-08-03
407262,744971,8027,2023-04-02
276178,830359,8076,2022-01-18
490274,186507,3966,2022-01-06
889058,443704,4339,2022-09-01
42834,176508,3449,2023-10-18
101342,226312,12,2023-11-10
952656,902034,9832,2022-12-09
439570,528610,232,2023-06-26
599407,761811,1958,2023-08-17
573389,857056,4270,2022-06-08
537637,681516,4335,2022-08-09
201959,47233,5962,2022-05-10
256423,172810,1530,2023-05-20
304374,978104,5382,2023-07-21
828670,140263,5564,2023-08-27
669209,822737,5998,2023-08-25
971862,676087,5967,2022-12-29
96020,112498,5704,2022-05-16
857523,658374,4337,2023-09-06
339075,854838,8121,2022-04-23
751739,972802,1073,2022-08-14
419111,867652,9407,2022-11-12
786936,222225,4969,2022-03-27
387956,680586,7177,2021-11-28
592123,341529,4337,2023-04-09
280781,89489,9120,2023-07-12
179151,496673,4307,2022-08-21
114300,603115,8784,2023-02-23
711411,359116,159,2023-03-18
66839,666124,5967,2022-05-19
7117,517561,4969,2022-09-15
384066,863024,6766,2022-08-21
425226,902034,3246,2023-11-12
315100,227423,5619,2022-09-27
459131,116201,7569,2023-10-24
970443,883143,793,2023-04-19
303235,402410,8040,2023-04-04
576243,55090,8831,2023-08-23
225739,281542,5324,2022-10-12
413115,732583,3797,2023-02-03
651256,178421,5337,2022-12-19
819005,642063,4131,2021-11-29
70596,35282,9280,2022-04-23
865677,958316,8463,2023-05-17
523300,152267,6892,2022-09-15
347853,524844,5704,2021-12-24
922277,707618,6749,2023-07-07
839777,483315,2865,2022-10-25
191099,862954,6612,2023-06-15
539540,74020,793,2023-03-10
666011,91413,6446,2022-01-15
403739,216801,8784,2021-12-16
9655,448920,8769,2022-05-12
326465,112498,6856,2023-05-19
778342,73026,9436,2022-07-23
490143,233250,6892,2022-11-17
94686,63535,5337,2022-05-10
801954,305201,4537,2022-02-01
654900,516604,7620,2023-05-22
841892,446703,4518,2022-10-13
2779,933535,1799,2022-07-25
998147,863860,7569,2022-11-09
425122,823602,8463,2023-03-20
804900,17419,2226,2022-02-26
155203,685716,3090,2022-07-20
62913,914195,6149,2023-04-14
334820,809018,174,2022-05-13
944905,130155,4339,2023-04-06
369106,72790,8938,2022-04-06
905790,834007,6892,2022-04-01
270217,585236,8559,2022-11-30
60029,608426,8762,2021-12-19
203836,736284,2579,2022-03-09
733544,178421,3952,2022-10-31
688413,166311,1308,2022-10-23
660738,625111,5157,2023-09-10
727829,445359,8875,2023-02-12
331022,688419,5963,2023-06-28
862659,248063,2949,2022-03-08
89433,705220,4131,2022-06-23
400546,805146,584,2022-09-13
767663,82529,7883,2022-04-26
968854,539574,4071,2023-10-17
258164,587901,7569,2023-09-25
810294,733289,7140,2023-07-24
423516,260561,4270,2023-05-02
58900,59562,4766,2023-05-10
753746,224520,2512,2022-06-26
291327,407110,5999,2022-08-14
237413,197808,6927,2022-09-22
828076,842422,4882,2023-07-08
597527,847077,4292,2022-08-08
255858,471625,8854,2023-01-31
987857,700268,3030,2023-03-18
795790,88082,7140,2023-02-02
461619,300473,3090,2022-12-13
826600,723726,4337,2022-06-30
187484,828992,6536,2023-05-26
759028,496337,174,2022-12-08
905895,299531,1738,2022-07-18
937871,10663,8044,2023-08-05
827210,930637,8854,2022-06-14
957669,175132,5864,2022-03-18
877033,398162,7453,2022-04-19
720780,740049,232,2022-10-21
281620,369533,5026,2022-11-12
464781,867871,8456,2023-09-13
714461,697717,9677,2022-08-29
396390,874235,1738,2022-04-23
716187,439089,8456,2022-02-07
401193,138308,1308,2021-12-20
567515,75803,5324,2023-01-23
700766,960608,584,2023-11-05
219283,172193,1073,2022-01-26
472758,884168,5704,2022-02-08
551870,937244,8938,2022-03-17
516429,204319,6059,2023-05-03
158632,658084,5759,2022-06-21
885596,862830,2456,2022-01-05
24588,564650,7453,2023-02-08
811280,646340,9280,2022-01-12
482678,763780,661,2023-03-26
597920,406830,8746,2023-03-08
474410,155592,6070,2023-04-07
598121,553995,5475,2022-03-28
351528,6014,5726,2023-07-27
364631,886729,6149,2022-02-02
856842,393886,6059,2022-02-07
246562,831063,9410,2023-10-27
510454,727828,485,2022-02-13
120509,506091,5549,2022-10-07
581573,15910,2512,2023-06-18
821766,57286,617,2023-05-21
692365,751719,3942,2023-04-28
437776,348421,5806,2023-10-25
234651,616490,4337,2021-12-12
342077,434651,3892,2023-07-18
884269,749430,2508,2023-04-20
635881,816664,1869,2022-04-05
145050,645694,8044,2022-07-29
18133,585402,1566,2022-02-22
818413,444113,6927,2023-02-04
383870,775,584,2022-08-26
892000,748127,9832,2023-04-30
167665,226889,4518,2023-08-11
254352,286129,5624,2023-11-07
233049,532436,8040,2023-03-11
986043,226477,9536,2023-10-12
556716,51469,8971,2023-01-10
391476,552890,4462,2022-10-11
115929,990348,641,2022-12-25
787487,615232,5141,2023-06-29
29118,101852,6711,2022-05-26
846221,185892,2206,2022-03-16
293147,947583,12,2023-07-25
755147,928452,2614,2021-11-19
66016,988820,2489,2021-12-07
537317,475114,1161,2022-03-07
111736,426740,4071,2021-12-17
225410,4357,793,2022-12-13
835123,579329,7883,2022-03-09
712486,258497,6536,2021-12-27
738825,583816,7750,2022-07-03
632269,776001,7620,2022-08-16
452695,427943,5963,2023-06-18
218306,128749,485,2023-05-06
46363,754968,1869,2023-01-11
674987,495270,6766,2022-02-22
530834,836250,4438,2022-12-28
404185,303145,3030,2023-08-10
862789,313318,4339,2022-07-21
661819,860598,6711,2022-06-12
811199,92119,9410,2022-05-31
560706,318835,5324,2022-10-22
355693,734245,5962,2023-09-11
9374,421272,5188,2021-11-23
589411,474975,1871,2023-01-15
48822,101951,4337,2023-03-24
611586,998723,5337,2022-12-27
884367,394195,4518,2023-09-20
549112,754968,1738,2022-10-19
708922,799739,3144,2023-01-27
708655,844603,8559,2022-03-07
401179,832648,485,2023-05-27
606704,488826,5759,2023-01-25
75007,686977,8862,2023-06-10
889914,324533,8121,2023-01-07
94802,871786,5999,2022-09-19
340650,902034,584,2023-07-31
84379,380862,5967,2022-06-07
983397,458508,3401,2022-09-03
115874,31101,4592,2023-09-03
554536,606100,2202,2023-03-27
928847,852697,6165,2022-01-06
394198,590545,3892,2022-12-17
995312,883305,1958,2022-11-07
208250,927614,2456,2023-04-14
246362,143328,2512,2022-09-23
508575,718777,8027,2023-10-29
60009,762315,2206,2022-07-12
550747,981984,9536,2023-06-18
92361,619227,1871,2023-01-27
577768,586728,6536,2022-11-15
433195,638380,8875,2022-06-06
821331,264635,6970,2023-05-20
205516,848547,2066,2022-12-08
281363,687721,6162,2022-06-04
125970,94876,4500,2023-01-11
382966,918426,2579,2023-07-17
804805,629145,2202,2022-12-02
710250,898055,8167,2022-02-01
143547,446162,8559,2022-02-26
357330,90747,7866,2023-04-06
235082,680233,2436,2023-10-10
909555,938525,8076,2022-04-10
203128,472173,7022,2023-09-03
997952,136065,2489,2023-11-10
72152,11346,2949,2021-12-17
97188,827732,5157,2023-07-18
129486,480550,1958,2022-01-26
852025,121550,6149,2022-10-16
57755,946065,6856,2022-08-29
717621,724598,4292,2023-05-10
142034,50173,6856,2023-08-05
215431,320119,3687,2023-01-14
14417,174252,661,2023-01-02
975640,927957,1958,2022-04-08
216968,173680,1893,2022-08-05
186582,219445,5382,2023-08-09
453796,402651,1871,2022-01-09
87874,598690,1871,2023-05-29
616739,211368,7022,2023-01-14
684016,488171,7774,2023-11-05
300888,840633,2202,2022-02-02
987640,703370,8854,2022-06-08
647345,533123,9536,2022-05-27
876587,338511,617,2022-05-23
790738,706623,4307,2022-02-08
199279,837191,8027,2023-03-12
426772,497274,6612,2023-05-20
151706,608283,8167,2023-03-25
261100,695754,7569,2022-10-07
857276,903345,6059,2022-12-16
885226,47325,1161,2021-12-12
488693,121777,3030,2022-09-19
659541,366024,3401,2021-12-29
453165,937484,4882,2022-01-24
808934,637259,1887,2023-06-05
699580,128971,8938,2022-02-17
588255,810609,5619,2022-12-06
877205,862830,7022,2023-07-15
750517,206728,7022,2022-11-17
82760,587011,2427,2022-10-22
449706,931137,5099,2022-11-19
986639,86380,3966,2023-06-18
681737,354575,5141,2022-12-10
988017,867384,2226,2023-11-16
265598,295056,5188,2023-05-12
408527,829995,7747,2022-06-08
474557,829564,7620,2023-02-26
15590,465955,7569,2023-10-25
293793,590351,5274,2023-04-27
379671,32731,2508,2023-01-16
286571,987759,8134,2023-03-03
464106,591043,6766,2023-11-14
749040,634639,3144,2023-04-26
385919,944973,6856,2022-11-26
915476,803736,9415,2023-08-16
52039,319603,5998,2022-03-28
458430,123044,7022,2021-11-23
108487,556531,1819,2022-05-12
396098,254816,2066,2023-01-18
845077,666022,4766,2022-03-08
749759,735423,4438,2022-04-19
598864,259388,9436,2021-11-25
147006,243623,641,2023-02-20
69903,669113,4592,2023-05-08
59703,709128,1756,2023-07-18
314867,318867,7635,2023-11-02
829793,30872,2994,2023-06-06
711721,184111,7566,2022-06-25
151251,220836,6856,2023-09-25
879543,721957,2508,2022-03-02
992710,280416,1089,2023-01-24
633349,133020,5914,2022-11-01
645935,22606,2579,2023-11-13
102281,829937,6832,2023-03-20
953206,687762,6162,2023-03-02
685391,751719,8167,2023-01-11
902364,149360,9832,2023-04-29
789495,769002,6446,2023-09-19
77352,771658,232,2022-11-05
278209,340689,7635,2022-06-04
379986,819927,6970,2022-04-18
228224,383121,2579,2023-05-01
653385,514444,5962,2022-06-13
95977,293306,8121,2022-01-01
530384,13564,4592,2023-04-06
220336,66279,5759,2022-01-29
434671,411460,6446,2023-11-10
912514,336210,8101,2023-03-01
184547,785679,3687,2023-03-22
258945,286186,7761,2023-09-22
490334,149496,9854,2022-06-19
533731,487546,4313,2022-06-04
867428,323973,1219,2022-03-23
874250,384639,7635,2022-05-15
702983,836250,1512,2023-11-08
626044,945115,2066,2023-05-21
941906,996388,8027,2023-08-04
918041,244288,876,2022-09-26
329503,632952,9410,2023-01-09
160307,417499,8762,2022-07-22
306178,479556,3942,2022-04-05
46271,455884,9407,2022-06-05
657773,698853,1512,2023-03-17
117690,60811,7747,2022-10-23
879017,624903,876,2022-01-19
514107,273923,8121,2023-04-12
279726,915556,4592,2022-07-07
234879,864152,6770,2022-11-29
790006,352743,3942,2022-01-18
413602,536567,3246,2022-08-12
909763,586235,4337,2021-11-30
326389,972379,6302,2022-03-18
731268,80267,584,2022-08-03
693023,602173,876,2023-01-10
480052,368969,223,2022-01-28
742648,30640,6059,2022-06-17
56422,221533,2994,2022-01-01
13700,96755,6001,2023-06-20
797625,480193,9410,2022-10-31
258166,336215,6892,2023-03-10
208530,114567,3246,2023-08-08
664979,649396,2456,2021-12-27
958591,243383,5967,2022-02-04
878767,661294,6446,2022-03-21
359018,429295,4766,2022-10-11
776775,542389,6612,2022-10-16
909399,362583,1530,2023-02-10
317378,222738,5759,2022-11-14
418315,72479,2523,2022-10-08
151769,644112,2489,2021-11-19
400663,610054,3246,2023-06-27
644716,315956,2949,2023-02-22
11056,988470,876,2022-10-18
555410,836770,9891,2023-04-26
332456,868949,159,2023-09-22
216661,686285,485,2022-01-16
249336,377484,7866,2023-09-03
180919,92291,8121,2023-08-14
442817,337772,9450,2022-09-06
531954,312343,4969,2023-02-02
381662,339690,1566,2023-06-23
498256,201741,5624,2022-04-27
916975,486571,232,2023-04-20
183736,269858,12,2022-01-13
870293,987037,4969,2022-06-05
570578,80200,2523,2023-09-29
