PaymentID,OrderID,Amount,PaymentDate,PaymentMethod
91747,707413,3689.34,2023-10-23,PayPal
559,923565,2938.52,2023-03-18,Credit Card
10587,646401,508.8,2023-11-02,Credit Card
64662,430661,4359.94,2023-10-24,PayPal
24283,474540,587.35,2023-10-19,Debit Card
90190,888381,3968.53,2023-10-24,Credit Card
44690,35950,2038.42,2023-04-17,PayPal
98110,254116,2410.0,2022-12-17,Bank Transfer
4981,339222,3808.21,2022-02-12,Gift Card
68975,728592,1341.34,2023-09-18,Credit Card
37376,675926,1746.77,2023-01-27,Credit Card
14769,388198,3733.76,2023-07-30,Debit Card
68628,347930,930.72,2023-10-19,Credit Card
39577,230022,851.77,2023-07-15,Credit Card
83799,244652,3369.72,2023-10-14,PayPal
60745,328099,1563.79,2023-02-04,PayPal
84564,769197,1883.67,2023-07-18,Gift Card
10572,377728,1541.27,2023-11-16,Bank Transfer
66575,641139,503.91,2022-09-23,Debit Card
70406,32391,1291.7,2022-03-10,Bank Transfer
20651,149657,1631.96,2022-07-11,Credit Card
16723,33119,576.43,2023-10-15,Credit Card
79403,365777,1656.93,2023-05-03,PayPal
17822,144518,3765.39,2023-04-08,Gift Card
14680,77965,4682.82,2023-06-01,PayPal
84497,275572,3671.51,2023-04-25,Debit Card
59,273750,1915.44,2023-06-05,Debit Card
90050,825712,4023.49,2023-06-18,Bank Transfer
28608,705223,1324.13,2022-12-13,Gift Card
27954,378296,1114.21,2023-11-05,PayPal
4875,803406,3260.53,2023-10-22,Gift Card
45348,660098,3503.75,2023-01-28,Gift Card
30796,756238,883.21,2023-03-10,Debit Card
59466,633084,3177.07,2022-08-07,PayPal
97726,796312,2489.16,2023-07-17,Bank Transfer
59441,655176,2484.96,2022-08-17,Gift Card
93548,149852,4948.43,2023-10-22,Gift Card
98999,717109,4166.32,2023-06-18,Debit Card
59055,943804,2231.43,2023-10-11,Gift Card
95812,418732,1906.69,2022-03-23,Gift Card
95580,221066,4986.05,2023-10-01,Credit Card
26666,236275,4053.91,2022-03-24,Bank Transfer
72679,300079,2797.69,2023-10-10,Debit Card
27508,508948,84.62,2023-04-04,Bank Transfer
10602,854212,2397.09,2023-11-02,Debit Card
73979,444725,1105.15,2023-05-20,Credit Card
8127,943135,4483.37,2023-08-31,Debit Card
2538,832373,3954.57,2023-05-09,Debit Card
9711,653261,2370.58,2023-05-08,Gift Card
91479,474795,4820.77,2023-09-26,Debit Card
67418,756214,501.79,2023-10-06,Gift Card
29892,505037,2445.0,2023-07-14,PayPal
37313,441865,4010.57,2023-09-08,Credit Card
94615,992506,1948.48,2022-05-25,Debit Card
95526,331488,3750.69,2023-08-02,Bank Transfer
3461,623954,4506.26,2023-11-03,Gift Card
75237,62527,124.67,2022-11-01,Gift Card
38033,906924,4745.67,2023-11-08,Credit Card
87381,697409,1669.67,2022-06-23,Bank Transfer
64913,850515,2194.83,2023-08-06,Debit Card
79846,544692,2079.73,2023-09-15,PayPal
23871,497209,726.38,2023-04-28,Bank Transfer
48484,925047,3885.85,2023-04-22,Debit Card
16102,392851,3817.17,2023-02-04,PayPal
10030,367541,2944.69,2023-03-06,Bank Transfer
30219,488007,113.02,2023-06-03,Debit Card
27008,584005,3817.53,2023-10-06,Gift Card
98130,561911,2234.76,2023-02-28,PayPal
43038,17606,3611.15,2023-10-25,Gift Card
61314,694494,1937.12,2023-10-10,Credit Card
82253,277641,2238.84,2023-09-02,Debit Card
90974,995076,991.6,2023-07-20,Debit Card
99090,141267,3808.82,2023-10-24,Debit Card
17876,753886,4215.57,2023-07-18,Debit Card
24165,314476,4220.34,2023-10-23,Gift Card
22732,332541,1147.76,2021-12-03,Debit Card
18840,24619,2092.01,2022-08-24,Debit Card
84385,119092,2343.89,2023-08-08,Credit Card
36917,122724,2043.42,2023-02-12,Bank Transfer
61460,795766,4579.9,2021-12-25,Credit Card
35282,623275,4677.8,2023-11-10,Debit Card
63047,52433,2608.1,2023-04-04,Gift Card
47820,214263,3540.57,2023-10-19,Bank Transfer
11279,985039,2693.39,2023-06-07,PayPal
12122,758718,4985.05,2022-10-12,Gift Card
84519,915048,1132.68,2023-08-22,Bank Transfer
92405,559691,1661.08,2023-03-17,Gift Card
24199,70521,3344.39,2023-01-02,Bank Transfer
17395,992402,492.46,2023-05-31,Credit Card
24866,6149,352.66,2022-11-23,Debit Card
90505,700733,900.92,2023-10-26,PayPal
31365,609638,2162.41,2023-11-06,Credit Card
17490,715434,2789.41,2023-09-17,Debit Card
32981,900659,3893.56,2023-02-14,PayPal
95151,670890,190.18,2023-09-05,Gift Card
12669,152377,2484.67,2023-09-17,Gift Card
40045,879946,1587.38,2023-11-06,Gift Card
82363,131987,484.31,2022-08-18,Debit Card
62114,738590,3432.67,2023-06-28,Bank Transfer
80355,649112,3895.38,2023-06-22,Debit Card
54092,458709,1924.13,2023-02-11,Credit Card
68431,723336,4131.7,2023-03-07,Debit Card
17770,920738,1064.04,2023-10-19,Credit Card
40128,989670,3256.87,2023-03-29,PayPal
85710,196613,3950.67,2023-08-28,Credit Card
44687,917890,1220.38,2022-12-31,Bank Transfer
68372,889214,3514.73,2022-07-16,Credit Card
94484,170783,4567.03,2023-06-21,Debit Card
91435,697206,4867.84,2023-08-07,Bank Transfer
60294,921500,2042.9,2023-09-03,Credit Card
51519,604230,2001.49,2023-09-12,Bank Transfer
14213,724575,4006.01,2023-04-17,Debit Card
33493,226116,4751.73,2023-05-02,Bank Transfer
35517,789233,2055.14,2022-08-02,PayPal
95134,334050,3298.82,2023-07-23,PayPal
32012,74519,2797.64,2023-09-10,Debit Card
65272,51460,4741.46,2023-03-24,Bank Transfer
94862,332092,3990.42,2023-08-20,Gift Card
5406,597750,2831.73,2023-09-19,Bank Transfer
40035,556594,1106.87,2023-11-06,PayPal
75512,882993,3182.38,2023-11-04,Gift Card
35943,874894,1282.76,2023-03-12,PayPal
83925,354060,1314.8,2023-07-08,Credit Card
44160,239213,3108.04,2023-06-14,Gift Card
42334,972255,4298.43,2023-11-07,Debit Card
79783,210430,4300.09,2023-10-17,Credit Card
43882,633406,1284.39,2023-06-29,Gift Card
59256,738833,1808.38,2023-04-19,PayPal
2681,521534,738.97,2023-02-24,PayPal
24270,606584,1512.32,2023-08-01,Gift Card
63374,126959,1504.8,2022-11-18,Credit Card
69956,295173,1735.1,2023-11-02,PayPal
30846,592459,3819.64,2023-06-26,Debit Card
26561,518342,1581.33,2023-05-09,Gift Card
90048,156585,4789.6,2023-04-26,Debit Card
1148,204564,3811.1,2023-09-12,Credit Card
1446,976992,1929.62,2023-09-24,PayPal
75883,531154,1123.8,2023-07-08,Gift Card
8833,65572,3860.65,2023-06-12,Debit Card
81340,532639,3040.83,2022-10-26,Credit Card
36812,83904,3421.41,2023-11-04,Credit Card
28329,498491,3532.57,2023-04-04,Debit Card
30595,493933,686.85,2022-07-06,Credit Card
22258,617104,1730.47,2023-10-25,PayPal
39221,852661,677.61,2023-11-12,Debit Card
6739,484948,2645.78,2023-08-18,Bank Transfer
24680,545863,4019.83,2023-09-08,Gift Card
43444,912115,2322.94,2023-07-18,Gift Card
43238,531145,258.56,2023-09-30,Gift Card
73444,873960,1289.2,2023-09-27,PayPal
62899,808303,2895.92,2022-09-01,Credit Card
73485,401517,2952.13,2022-11-05,Gift Card
47237,920277,1424.43,2023-11-05,Bank Transfer
11377,473029,2561.27,2022-06-11,Gift Card
55678,245715,3773.05,2023-11-05,Bank Transfer
11539,35052,267.55,2023-11-02,Bank Transfer
26588,14067,3679.27,2023-10-20,Gift Card
3141,757293,3366.19,2023-11-12,Debit Card
75120,827880,274.54,2022-05-04,PayPal
90138,935403,1246.11,2023-03-28,PayPal
22704,628956,2561.31,2023-11-15,Gift Card
21214,957019,1117.2,2023-07-29,Gift Card
19840,798887,1392.31,2023-07-09,Gift Card
39715,994324,787.97,2022-11-26,Credit Card
5973,296074,2722.47,2023-10-25,Gift Card
57749,477795,551.08,2023-10-15,Debit Card
66624,692438,2519.6,2023-08-01,PayPal
1329,997862,2994.29,2023-06-23,Gift Card
79480,454854,2696.85,2023-03-28,Bank Transfer
69085,359084,2925.72,2023-09-30,PayPal
72028,529632,3854.59,2023-04-24,Credit Card
27798,634011,3620.46,2023-05-26,PayPal
32610,678565,3364.09,2022-08-29,Debit Card
11520,569390,4146.47,2023-08-20,Bank Transfer
11954,336528,1548.71,2023-07-03,PayPal
37238,299975,4746.79,2023-09-15,Credit Card
49830,516574,3563.53,2022-09-11,Debit Card
67523,476829,2062.56,2023-11-06,Bank Transfer
61257,607968,4471.94,2023-01-26,Bank Transfer
98427,63488,537.74,2023-11-14,Debit Card
76096,121096,2964.62,2023-10-26,PayPal
4963,645738,337.74,2023-10-23,PayPal
99784,935839,1727.62,2023-11-08,Credit Card
43640,359006,2078.09,2023-01-23,Credit Card
78510,862163,1861.9,2023-01-20,Credit Card
66304,685700,4668.77,2023-08-28,Credit Card
14652,665642,2308.46,2023-11-16,Credit Card
31181,622352,2082.54,2023-08-24,Credit Card
91952,168559,3469.27,2022-06-11,Bank Transfer
80257,192928,4653.13,2023-02-11,Bank Transfer
8818,153463,3168.7,2022-12-09,Bank Transfer
10963,140125,4497.42,2023-10-22,Credit Card
12511,373621,3115.75,2023-11-08,Credit Card
94625,4773,3351.74,2023-10-13,PayPal
77544,813139,2156.15,2023-02-07,Bank Transfer
48689,160925,2890.14,2023-05-01,Bank Transfer
49069,995782,944.64,2023-07-26,PayPal
65116,375841,4552.36,2023-07-26,Credit Card
30922,461843,3722.93,2023-06-29,Debit Card
77990,198044,1379.75,2023-05-05,Credit Card
74339,389851,898.98,2023-09-08,Bank Transfer
23739,644403,1729.02,2023-06-16,PayPal
97898,793943,1223.87,2023-10-25,Credit Card
92790,284149,1309.12,2023-11-01,Bank Transfer
3617,536795,538.71,2023-09-18,Credit Card
14738,543751,4938.6,2023-11-04,Debit Card
85932,694019,4104.1,2023-08-23,Credit Card
33082,133458,629.81,2023-05-06,Bank Transfer
70856,428,4574.25,2023-07-14,Debit Card
71945,61620,3296.38,2023-09-27,Gift Card
58198,263973,1964.59,2022-06-08,Credit Card
24319,121683,4723.84,2023-05-02,Gift Card
15389,198368,3611.44,2023-08-25,Debit Card
23805,87859,3501.44,2023-08-24,Debit Card
12095,723285,115.33,2023-05-27,Bank Transfer
94082,710897,564.49,2023-06-04,Debit Card
74129,924856,1707.06,2022-10-03,Debit Card
41579,353097,2229.44,2023-04-18,Bank Transfer
95078,736008,4683.53,2023-06-24,Debit Card
87228,445845,4343.63,2023-02-08,PayPal
22570,221999,1677.4,2023-08-21,Credit Card
68728,245711,3650.55,2023-07-24,Debit Card
97564,896203,1276.21,2023-09-29,Bank Transfer
71894,469108,1304.14,2023-10-28,Debit Card
78324,799738,3764.04,2023-11-08,Gift Card
57918,995782,944.64,2023-08-07,Bank Transfer
8309,797790,1353.65,2022-12-12,Gift Card
72142,76651,4402.86,2023-04-26,Credit Card
39539,170661,3553.58,2023-03-28,PayPal
75017,936348,2392.01,2023-07-03,PayPal
25279,247569,2745.47,2023-06-14,Gift Card
91264,636610,373.78,2023-10-24,PayPal
45694,666285,3551.09,2023-08-19,PayPal
34648,32660,356.2,2023-09-06,Debit Card
87704,654154,4127.21,2023-06-10,Bank Transfer
27348,737156,4292.58,2022-08-01,Bank Transfer
95761,710969,2772.07,2023-08-28,Bank Transfer
53949,32753,1346.8,2023-02-05,PayPal
31386,62724,222.34,2023-10-24,Bank Transfer
58524,836910,3926.23,2023-04-10,PayPal
30904,295787,2708.78,2023-11-16,Credit Card
31500,804459,3529.86,2023-09-02,Debit Card
60138,15269,4555.5,2023-10-19,Debit Card
72066,772536,4145.02,2023-10-17,Debit Card
27494,612849,3427.75,2023-03-24,Bank Transfer
8646,597622,4456.24,2023-09-08,Credit Card
70469,740938,2022.31,2023-03-01,Bank Transfer
8374,593375,373.24,2023-10-19,Debit Card
83489,527246,4465.71,2023-08-26,Credit Card
81543,349,3655.53,2023-05-22,Bank Transfer
56051,588003,2903.32,2023-05-23,Credit Card
38020,218737,3610.32,2023-09-13,Debit Card
84301,47237,1919.62,2023-10-26,Debit Card
76572,988145,3845.81,2022-09-11,Bank Transfer
91451,44233,4556.56,2023-02-24,Bank Transfer
50423,777578,4599.56,2022-10-23,Gift Card
28444,116338,2455.7,2023-07-13,Credit Card
88041,430490,4221.24,2022-06-19,Credit Card
47106,683255,1210.6,2023-07-23,Bank Transfer
36107,837993,751.73,2023-02-24,Credit Card
13192,450497,1175.77,2023-05-15,Bank Transfer
54253,629067,2373.84,2023-10-14,Bank Transfer
39138,848117,3897.35,2023-11-09,PayPal
82225,650080,2880.36,2023-06-08,Debit Card
29150,849888,3812.5,2023-02-21,PayPal
30938,926235,3937.75,2023-06-19,PayPal
716,589616,3188.4,2023-02-04,Debit Card
77090,972095,1912.92,2023-07-27,Gift Card
16925,492430,496.06,2023-03-26,Bank Transfer
61789,515320,1820.82,2022-12-17,Bank Transfer
43244,11526,2513.1,2022-08-20,PayPal
54279,613397,4808.53,2023-05-21,Bank Transfer
10126,136336,2816.58,2023-09-27,Credit Card
29990,980318,628.97,2023-11-05,Credit Card
69544,976372,2860.19,2022-11-07,Debit Card
79310,605211,4928.02,2023-08-24,PayPal
19421,491190,3131.22,2023-11-10,Bank Transfer
32973,868226,769.93,2023-11-07,Gift Card
50995,863022,2622.59,2023-07-15,Credit Card
92150,79549,851.47,2023-06-18,Credit Card
24630,108526,3335.94,2023-02-01,PayPal
700,154792,1371.79,2023-08-26,PayPal
90486,560871,3709.23,2022-12-30,PayPal
30505,695873,1427.86,2022-04-25,Bank Transfer
47583,141379,3486.77,2022-12-18,Bank Transfer
27818,537256,3506.02,2023-10-29,Debit Card
56973,931196,4583.47,2023-03-11,Credit Card
78802,754455,3100.74,2023-07-17,Credit Card
45687,384714,646.11,2023-07-12,Bank Transfer
24690,832340,2072.76,2023-05-02,Bank Transfer
21717,605389,2321.98,2022-07-06,Credit Card
38964,19587,3092.09,2023-08-14,PayPal
75235,12893,4301.43,2023-07-22,Debit Card
40969,908763,3655.51,2022-11-04,Credit Card
71788,237401,2278.94,2023-10-21,Bank Transfer
37858,83822,2124.76,2023-06-27,Bank Transfer
90350,643183,1825.7,2022-11-03,Debit Card
45627,173200,1506.22,2022-06-01,PayPal
33370,591646,1402.96,2023-11-05,PayPal
45576,762532,700.29,2022-09-17,PayPal
56125,339457,2631.46,2022-12-14,Debit Card
75443,731043,2335.1,2023-10-25,Credit Card
70824,182120,3172.12,2023-07-27,PayPal
4929,25756,2547.79,2023-11-14,PayPal
7852,802055,1312.31,2023-08-03,Bank Transfer
60487,81454,3415.14,2023-09-20,Debit Card
46420,77608,4427.62,2023-05-29,Gift Card
35280,480764,3627.21,2023-07-06,Credit Card
65447,794371,3158.57,2023-08-06,Gift Card
48142,756793,946.34,2022-12-31,PayPal
60624,796833,1712.18,2023-01-25,PayPal
21541,311681,950.81,2023-05-15,Bank Transfer
36641,812099,846.88,2023-07-12,Gift Card
42422,716756,1086.74,2023-10-22,Credit Card
77004,439350,1337.91,2022-07-01,Bank Transfer
63042,857405,1963.57,2023-09-27,Debit Card
3397,335562,50.37,2023-10-30,Credit Card
21355,143460,220.38,2023-11-08,Credit Card
58335,762094,580.62,2022-11-25,Gift Card
57967,772926,2891.66,2022-06-12,PayPal
2828,247868,2654.37,2023-10-30,Credit Card
97610,947627,4018.88,2023-09-20,Debit Card
42159,491148,4550.96,2023-11-03,Bank Transfer
23579,59398,1947.76,2023-03-05,Debit Card
95120,991459,2059.44,2023-06-25,Debit Card
59856,880950,4044.61,2022-01-01,Gift Card
49408,708039,3635.68,2023-10-30,Bank Transfer
92429,287747,2071.56,2022-10-20,Debit Card
71632,692649,2410.47,2023-11-09,PayPal
42360,111098,3911.58,2023-05-15,Debit Card
32887,859061,1824.66,2023-11-10,Gift Card
22519,67531,71.91,2023-09-11,Debit Card
40012,639459,1018.12,2023-05-25,Bank Transfer
97153,474337,3889.53,2023-07-22,PayPal
2589,689199,3275.96,2023-08-08,Debit Card
39813,710404,60.35,2023-06-28,Credit Card
96515,189176,204.21,2023-08-28,Bank Transfer
72283,790823,1481.08,2023-06-18,PayPal
73273,457538,1932.19,2023-08-17,Credit Card
41460,423114,4653.62,2023-05-07,Bank Transfer
93950,76248,1546.28,2022-07-11,Bank Transfer
90234,915966,3227.9,2023-07-26,Debit Card
12064,799649,1832.45,2023-07-31,Bank Transfer
38623,580515,955.38,2023-08-01,Bank Transfer
53627,650455,4054.54,2023-10-21,Gift Card
15121,664876,2951.63,2023-09-26,Debit Card
78032,797862,947.03,2022-08-09,Bank Transfer
22608,323815,1180.08,2023-10-09,PayPal
4329,361670,1762.37,2023-08-20,Gift Card
32732,760161,4817.4,2023-09-17,Debit Card
6082,447053,2244.24,2023-05-27,PayPal
81451,192435,1092.42,2023-08-25,Credit Card
56769,172781,1219.4,2023-09-29,Bank Transfer
85566,98890,4081.79,2022-06-26,Credit Card
49866,671829,2241.35,2023-08-16,Bank Transfer
13556,415272,1840.96,2023-05-25,Bank Transfer
63926,195757,3375.89,2022-12-03,Debit Card
53648,686963,1619.57,2023-07-09,Gift Card
35770,140790,4905.91,2022-06-17,Bank Transfer
91771,42794,2495.96,2023-09-23,Debit Card
19487,894324,502.21,2023-07-24,PayPal
3325,671902,3193.48,2023-03-27,Bank Transfer
75460,717093,4134.74,2023-10-03,PayPal
62288,645225,3738.47,2023-08-11,PayPal
62905,223843,4885.5,2023-09-20,Debit Card
98180,353107,273.15,2023-10-19,Bank Transfer
84113,225024,962.37,2023-04-26,Debit Card
51168,601006,1683.99,2023-08-01,Credit Card
71719,62011,2042.95,2022-12-09,Debit Card
32027,948616,705.19,2023-04-23,Bank Transfer
92976,717761,4523.91,2022-11-17,Credit Card
32918,250210,1042.07,2023-11-08,Bank Transfer
44581,764262,222.58,2023-06-05,PayPal
49780,549477,4214.17,2023-07-05,Debit Card
54733,741194,3536.43,2022-09-23,Debit Card
46943,310763,4100.58,2023-03-27,Debit Card
16576,977966,1514.57,2022-09-25,Gift Card
25435,505064,1990.19,2023-11-16,Gift Card
15340,789102,1541.72,2023-11-04,Gift Card
85769,447199,2640.93,2023-08-31,Debit Card
70751,634395,4776.43,2023-09-06,Bank Transfer
57970,602166,283.67,2023-06-30,Debit Card
85358,577865,2234.45,2023-04-08,Credit Card
75396,520365,2745.42,2023-11-03,PayPal
82705,543487,4453.32,2023-09-06,PayPal
8066,885062,4920.56,2023-11-09,PayPal
17002,439510,3842.0,2022-03-07,Bank Transfer
58991,849465,1380.54,2023-02-25,PayPal
49943,730065,2213.36,2023-05-06,Bank Transfer
57894,694655,1846.71,2023-06-24,Gift Card
93416,394482,4906.63,2023-10-08,Bank Transfer
18456,713878,1204.0,2023-10-08,Debit Card
96377,430254,3892.38,2023-06-05,Gift Card
90040,742673,2487.24,2023-09-06,Gift Card
25982,933150,2049.46,2023-08-03,PayPal
689,910804,1342.43,2023-11-05,Credit Card
26036,225651,2847.34,2023-04-09,PayPal
49916,834194,261.27,2023-10-06,Gift Card
36353,603164,2571.62,2023-09-20,Gift Card
82506,218159,4489.37,2023-08-07,Bank Transfer
77973,782300,2764.44,2023-05-21,Bank Transfer
51805,949205,892.64,2023-11-15,Gift Card
85666,949259,2176.71,2023-09-29,PayPal
91243,870046,2643.47,2023-11-11,Bank Transfer
55469,544224,1935.73,2023-10-10,Credit Card
65313,746962,3361.43,2023-11-06,PayPal
31427,183931,2988.03,2023-01-11,Credit Card
18400,142217,4206.57,2022-06-28,Gift Card
49387,753243,4706.83,2022-10-12,Debit Card
62820,585511,1321.09,2022-03-04,PayPal
56680,849568,4333.4,2023-01-23,PayPal
74234,147301,50.84,2023-11-10,Bank Transfer
77623,107651,932.64,2022-10-05,PayPal
89274,852664,2228.51,2023-04-29,Bank Transfer
86412,793990,733.32,2023-07-10,Gift Card
22275,223345,4015.94,2022-09-18,PayPal
73586,34287,4310.88,2023-05-19,Debit Card
45733,956124,520.6,2023-08-25,Credit Card
88305,902791,3981.65,2022-10-15,Debit Card
43210,19805,2165.03,2022-11-15,Debit Card
47978,524720,3865.05,2023-10-11,PayPal
7213,137217,3867.91,2023-10-26,PayPal
41095,328427,785.24,2023-02-26,Bank Transfer
57595,670131,433.09,2023-10-30,PayPal
32277,649069,4141.71,2023-04-18,Credit Card
1563,961579,2103.25,2023-10-17,Debit Card
33907,3606,2240.67,2022-07-05,Credit Card
6443,803463,4894.02,2022-05-06,Debit Card
13713,243463,1564.87,2023-03-26,Gift Card
25959,61940,3029.59,2022-05-21,Bank Transfer
93993,827883,1417.32,2022-05-05,Bank Transfer
42859,78355,1515.21,2022-06-27,PayPal
1309,322194,2677.12,2023-03-12,Debit Card
1481,254063,3821.1,2022-12-10,Gift Card
94192,3838,2099.85,2023-08-10,Debit Card
10613,52232,3761.13,2022-12-25,Debit Card
20072,988628,1940.7,2023-11-15,Debit Card
56737,354217,573.37,2023-04-19,Credit Card
32050,734600,3176.43,2023-02-17,PayPal
26905,848763,785.89,2022-12-20,Bank Transfer
88562,743721,2867.35,2023-09-22,Debit Card
97957,273005,1166.09,2023-03-20,Gift Card
98738,331218,2476.21,2022-12-22,Credit Card
68491,590466,1268.07,2023-09-26,Credit Card
55782,671829,2241.35,2023-09-03,Gift Card
7215,381489,2826.23,2023-04-07,Debit Card
51174,647283,2207.82,2023-07-28,Bank Transfer
13801,381179,1908.2,2022-05-12,Gift Card
95562,463312,4986.55,2023-09-13,Bank Transfer
4631,716103,4789.32,2022-12-12,Debit Card
68447,71893,1282.97,2023-06-20,Gift Card
58325,281558,140.89,2022-03-16,PayPal
78063,566901,4201.6,2023-10-30,Bank Transfer
43116,416220,4464.24,2023-07-16,Bank Transfer
80380,690455,2196.52,2023-11-15,Credit Card
12827,943325,4426.02,2023-10-24,Debit Card
46932,208397,3041.9,2023-02-26,Debit Card
21289,205468,2323.24,2023-10-26,Debit Card
810,952576,4774.71,2023-11-09,Credit Card
20155,842083,3950.55,2023-06-06,Credit Card
99832,861722,4451.82,2023-10-29,Credit Card
55336,512251,1604.15,2023-07-21,Gift Card
66017,415272,1840.96,2023-10-06,Bank Transfer
93896,182946,2194.59,2023-02-11,Credit Card
89057,36375,828.62,2023-08-17,Gift Card
31805,199247,4642.1,2023-07-31,Bank Transfer
54876,804762,4631.58,2023-03-22,Gift Card
2164,319517,930.51,2023-07-30,Gift Card
96509,381326,3773.5,2023-10-25,Bank Transfer
49931,58345,2940.88,2023-03-10,Bank Transfer
11262,171558,734.39,2023-06-16,PayPal
36359,589556,4206.73,2023-03-15,Gift Card
62918,504180,3236.26,2023-10-08,Gift Card
84516,295278,3338.89,2023-11-13,Bank Transfer
23469,811312,3678.62,2023-03-16,PayPal
17100,388674,4561.99,2023-07-06,Bank Transfer
15063,438039,3573.15,2022-12-26,Credit Card
41604,933264,3593.33,2023-07-20,Bank Transfer
97003,59086,1455.93,2023-11-01,Debit Card
34723,651136,407.06,2022-05-10,Debit Card
29049,914703,3394.48,2023-06-09,Gift Card
4742,542241,446.1,2023-10-12,PayPal
30626,58877,2297.45,2023-10-21,Credit Card
25261,182826,3914.81,2022-12-17,Bank Transfer
37353,428595,2240.53,2023-10-24,Debit Card
43600,120534,1868.13,2023-08-29,PayPal
53957,305078,2155.47,2022-12-06,Bank Transfer
89245,543887,4857.17,2023-03-11,Gift Card
87757,957358,3150.49,2023-01-01,PayPal
79664,174870,3670.15,2022-09-29,Debit Card
89978,607209,4845.23,2022-09-03,Credit Card
11914,320815,3205.18,2022-05-31,Debit Card
50440,278354,2958.64,2023-06-10,PayPal
7571,523940,3547.24,2022-09-25,Credit Card
82416,398049,4705.4,2023-05-17,Debit Card
67317,891506,3995.93,2022-07-29,Debit Card
79733,653998,4881.27,2023-06-23,Debit Card
22978,69268,3468.23,2023-02-06,Debit Card
79931,684844,2707.83,2023-07-21,PayPal
53354,257120,4982.71,2023-06-24,Debit Card
28118,887236,3574.39,2023-09-16,Bank Transfer
11854,614157,3563.71,2023-10-24,Credit Card
74935,236964,2306.32,2023-10-01,Bank Transfer
44427,698463,875.62,2023-09-12,Debit Card
53577,627595,4521.68,2023-02-17,Credit Card
36045,532261,1094.2,2023-07-05,Credit Card
84428,465668,1871.29,2022-10-09,PayPal
23327,496647,3470.54,2023-05-28,Bank Transfer
19690,568914,659.54,2022-10-10,Debit Card
12984,497041,1495.32,2023-10-24,Bank Transfer
79127,954337,3859.84,2023-02-21,Credit Card
36526,861388,907.47,2022-06-27,PayPal
56937,817415,3191.67,2023-11-01,Credit Card
80818,608194,448.49,2023-02-15,Gift Card
39670,27421,1637.3,2023-06-26,Credit Card
72553,883030,3662.37,2023-10-22,Bank Transfer
30869,742200,4557.33,2023-08-05,PayPal
64467,987302,3564.24,2023-11-03,Bank Transfer
36959,432350,3665.23,2022-02-07,Bank Transfer
21770,434947,2104.81,2023-09-23,Bank Transfer
59688,156520,940.83,2023-05-02,Debit Card
66181,355386,3595.43,2022-10-16,Gift Card
69974,807071,1781.58,2023-10-26,PayPal
68267,127410,4870.94,2023-10-24,Gift Card
60032,791383,290.45,2023-10-18,PayPal
75624,715425,1551.54,2023-10-31,Debit Card
42351,937239,4136.16,2023-10-29,Gift Card
93589,250305,3840.17,2023-10-21,Gift Card
68771,231849,53.27,2023-10-05,Debit Card
69479,916030,693.87,2023-10-24,Credit Card
69,949532,278.26,2023-09-14,Bank Transfer
55586,534081,4510.22,2023-10-15,Bank Transfer
22164,126375,63.96,2023-08-03,PayPal
76137,809306,2507.84,2023-03-05,Bank Transfer
42148,321515,3960.19,2023-11-14,Credit Card
60105,943365,1343.17,2023-07-22,PayPal
36873,807087,771.27,2023-09-19,Debit Card
31904,396341,3454.48,2022-09-11,Gift Card
8712,748362,3928.95,2023-07-08,Gift Card
22390,639653,889.82,2023-10-11,Gift Card
95363,347813,4093.23,2023-08-11,Gift Card
47183,435147,2802.36,2022-12-02,Debit Card
58996,194353,4178.91,2023-02-02,PayPal
26638,151633,2114.14,2023-09-18,Credit Card
44850,129545,4038.83,2022-09-26,Gift Card
17846,601580,3605.85,2023-08-01,PayPal
32334,871449,748.87,2023-07-10,Debit Card
59917,331054,847.77,2023-08-13,Debit Card
6227,723043,1429.09,2023-02-07,Credit Card
29868,764104,4907.39,2022-11-22,Bank Transfer
35025,134849,3059.82,2023-10-21,PayPal
63155,191479,2357.78,2022-09-25,Debit Card
26098,545560,1910.32,2023-07-16,Gift Card
65940,517999,491.12,2023-11-14,Credit Card
89164,53329,673.48,2023-06-24,Gift Card
55715,821151,2434.72,2022-10-13,PayPal
76391,204674,766.91,2023-10-03,PayPal
93161,88738,684.77,2023-07-14,Credit Card
74823,678964,360.65,2023-07-29,Gift Card
92390,235650,2330.25,2023-08-06,Credit Card
73992,987963,4829.86,2023-06-15,PayPal
56131,281885,157.17,2023-05-27,PayPal
72622,916878,2154.52,2023-06-11,PayPal
50447,741581,4263.53,2023-08-18,PayPal
23821,373728,2431.45,2023-11-10,Credit Card
8268,216576,3080.46,2023-01-29,Debit Card
15524,405617,210.24,2023-03-15,Bank Transfer
95008,535414,4931.14,2023-02-20,Debit Card
51228,658639,1737.37,2023-04-14,PayPal
15575,404108,4316.91,2023-09-19,Bank Transfer
9057,349646,3451.31,2022-12-20,Debit Card
39441,268629,2389.33,2022-12-06,Credit Card
17096,949057,178.1,2023-06-22,Credit Card
45067,537107,3887.29,2022-09-01,PayPal
80047,349726,1156.82,2023-09-01,PayPal
40719,566844,496.13,2023-01-16,Bank Transfer
10611,173746,1999.74,2023-08-18,Credit Card
50672,264079,4374.74,2023-05-01,Bank Transfer
51358,321208,2108.89,2023-11-02,Credit Card
54170,370868,4445.4,2023-09-17,Bank Transfer
